

****************
Part B
****************

Solution for Part B with n = 16, omega = 1, and rho max = 2 took 0.037828 seconds
Reached specified tolerance of (1E-10) in 440 iterations
This translates to 1.72 iterations/element

Part B Sol    numpy .eig    numpy .eigh
*****************************************
3.5216655400  3.5216655400  3.5216655400
11.056377332  11.056377332  11.056377332
22.965874717  22.965874717  22.965874717
39.040554412  39.040554412  39.040554412
58.748307159  58.748307159  58.748307159
81.420362162  81.420362162  81.420362162
106.28523168  106.28523168  106.28523168
132.49632077  132.49632077  132.49632077
159.16101246  159.16101246  159.16101246
185.37110228  185.37110228  185.37110228
210.23366538  210.23366538  210.23366538
232.90126416  232.90126416  232.90126416
252.60023312  252.60023312  252.60023312
268.65512605  268.65512605  268.65512605
280.50358573  280.50358573  280.50358573
287.74519936  287.74519936  287.74519936
The Unit Tests have PASSED
