

****************
Part B
****************

Solution for Part B with n = 16, omega = 1, and rho max = 12 took 0.024327 seconds
Reached specified tolerance of (1E-10) in 232 iterations
This translates to 0.91 iterations/element

Part B Sol    numpy .eig    numpy .eigh
*****************************************
2.8338548448  2.8338548448  2.8338548448
6.1055508005  6.1055508005  6.1055508005
8.9158851017  8.9158851017  8.9158851017
12.247887872  12.247887872  12.247887872
16.635406559  16.635406559  16.635406559
22.065134574  22.065134574  22.065134574
28.512205809  28.512205809  28.512205809
35.966644304  35.966644304  35.966644304
44.423843540  44.423843540  44.423843540
53.881418881  53.881418881  53.881418881
64.338030669  64.338030669  64.338030669
75.792877859  75.792877859  75.792877859
88.245457138  88.245457138  88.245457138
101.69544656  101.69544656  101.69544656
116.14468621  116.14468621  116.14468621
131.82965619  131.82965619  131.82965619
The Unit Tests have PASSED
