

****************
Part B
****************

Solution for Part B with n = 16, omega = 5, and rho max = 6 took 0.0178709 seconds
Reached specified tolerance of (1E-10) in 211 iterations
This translates to 0.82 iterations/element

Part B Sol    numpy .eig    numpy .eigh
*****************************************
13.945297441  13.945297441  13.945297441
29.599470478  29.599470478  29.599470478
45.255877797  45.255877797  45.255877797
66.545462329  66.545462329  66.545462329
94.329802783  94.329802783  94.329802783
128.45620076  128.45620076  128.45620076
168.86314937  168.86314937  168.86314937
215.52590534  215.52590534  215.52590534
268.43286872  268.43286872  268.43286872
327.57799233  327.57799233  327.57799233
392.95786665  392.95786665  392.95786665
464.57044882  464.57044882  464.57044882
542.41445369  542.41445369  542.41445369
626.48904293  626.48904293  626.48904293
716.79585237  716.79585237  716.79585237
813.95272644  813.95272644  813.95272644
The Unit Tests have PASSED
