

****************
Part B
****************

Solution for Part B with n = 128, omega = 5, and rho max = 2 took 76.765 seconds
Reached specified tolerance of (1E-10) in 29654 iterations
This translates to 1.81 iterations/element

Part B Sol    numpy .eig    numpy .eigh
*****************************************
14.998125704  14.998125704  14.998125704
34.991370170  34.991370170  34.991370170
55.010885943  55.010885943  55.010885943
75.452047415  75.452047415  75.452047415
97.881853584  97.881853584  97.881853584
124.33167797  124.33167797  124.33167797
155.70180804  155.70180804  155.70180804
192.09723512  192.09723512  192.09723512
233.45619906  233.45619906  233.45619906
279.71269809  279.71269809  279.71269809
330.81197926  330.81197926  330.81197926
386.70655933  386.70655933  386.70655933
447.35230782  447.35230782  447.35230782
512.70603231  512.70603231  512.70603231
582.72407755  582.72407755  582.72407755
657.36150931  657.36150931  657.36150931
736.57163111  736.57163111  736.57163111
820.30569401  820.30569401  820.30569401
908.51272183  908.51272183  908.51272183
1001.1394073  1001.1394073  1001.1394073
1098.1300539  1098.1300539  1098.1300539
1199.4265463  1199.4265463  1199.4265463
1304.9683419  1304.9683419  1304.9683419
1414.6924753  1414.6924753  1414.6924753
1528.5335739  1528.5335739  1528.5335739
1646.4238792  1646.4238792  1646.4238792
1768.2932757  1768.2932757  1768.2932757
1894.0693225  1894.0693225  1894.0693225
2023.6772897  2023.6772897  2023.6772897
2157.0401969  2157.0401969  2157.0401969
2294.0788547  2294.0788547  2294.0788547
2434.7119088  2434.7119088  2434.7119088
2578.8558849  2578.8558849  2578.8558849
2726.4252366  2726.4252366  2726.4252366
2877.3323945  2877.3323945  2877.3323945
3031.4878164  3031.4878164  3031.4878164
3188.8000396  3188.8000396  3188.8000396
3349.1757342  3349.1757342  3349.1757342
3512.5197574  3512.5197574  3512.5197574
3678.7352099  3678.7352099  3678.7352099
3847.7234924  3847.7234924  3847.7234924
4019.3843635  4019.3843635  4019.3843635
4193.6159995  4193.6159995  4193.6159995
4370.3150537  4370.3150537  4370.3150537
4549.3767179  4549.3767179  4549.3767179
4730.6947840  4730.6947840  4730.6947840
4914.1617073  4914.1617073  4914.1617073
5099.6686695  5099.6686695  5099.6686695
5287.1056437  5287.1056437  5287.1056437
5476.3614590  5476.3614590  5476.3614590
5667.3238667  5667.3238667  5667.3238667
5859.8796066  5859.8796066  5859.8796066
6053.9144741  6053.9144741  6053.9144741
6249.3133878  6249.3133878  6249.3133878
6445.9604581  6445.9604581  6445.9604581
6643.7390551  6643.7390551  6643.7390551
6842.5318785  6842.5318785  6842.5318785
7042.2210267  7042.2210267  7042.2210267
7242.6880666  7242.6880666  7242.6880666
7443.8141041  7443.8141041  7443.8141041
7645.4798545  7645.4798545  7645.4798545
7847.5657129  7847.5657129  7847.5657129
8049.9518257  8049.9518257  8049.9518257
8252.5181609  8252.5181609  8252.5181609
8455.1445798  8455.1445798  8455.1445798
8657.7109082  8657.7109082  8657.7109082
8860.0970074  8860.0970074  8860.0970074
9062.1828455  9062.1828455  9062.1828455
9263.8485686  9263.8485686  9263.8485686
9464.9745717  9464.9745717  9464.9745717
9665.4415701  9665.4415701  9665.4415701
9865.1306692  9865.1306692  9865.1306692
10063.923436  10063.923436  10063.923436
10261.701968  10261.701968  10261.701968
10458.348966  10458.348966  10458.348966
10653.747798  10653.747798  10653.747798
10847.782575  10847.782575  10847.782575
11040.338216  11040.338216  11040.338216
11231.300514  11231.300514  11231.300514
11420.556209  11420.556209  11420.556209
11607.993052  11607.993052  11607.993052
11793.499872  11793.499872  11793.499872
11976.966640  11976.966640  11976.966640
12158.284537  12158.284537  12158.284537
12337.346018  12337.346018  12337.346018
12514.044873  12514.044873  12514.044873
12688.276293  12688.276293  12688.276293
12859.936930  12859.936930  12859.936930
13028.924958  13028.924958  13028.924958
13195.140136  13195.140136  13195.140136
13358.483860  13358.483860  13358.483860
13518.859230  13518.859230  13518.859230
13676.171101  13676.171101  13676.171101
13830.326139  13830.326139  13830.326139
13981.232879  13981.232879  13981.232879
14128.801776  14128.801776  14128.801776
14272.945255  14272.945255  14272.945255
14413.577766  14413.577766  14413.577766
14550.615829  14550.615829  14550.615829
14683.978084  14683.978084  14683.978084
14813.585334  14813.585334  14813.585334
14939.360592  14939.360592  14939.360592
15061.229119  15061.229119  15061.229119
15179.118464  15179.118464  15179.118464
15292.958499  15292.958499  15292.958499
15402.681454  15402.681454  15402.681454
15508.221941  15508.221941  15508.221941
15609.516979  15609.516979  15609.516979
15706.506007  15706.506007  15706.506007
15799.130894  15799.130894  15799.130894
15887.335925  15887.335925  15887.335925
15971.067780  15971.067780  15971.067780
16050.275479  16050.275479  16050.275479
16124.910286  16124.910286  16124.910286
16194.925557  16194.925557  16194.925557
16260.276479  16260.276479  16260.276479
16320.919646  16320.919646  16320.919646
16376.812356  16376.812356  16376.812356
16427.911386  16427.911386  16427.911386
16474.170812  16474.170812  16474.170812
16515.537852  16515.537852  16515.537852
16551.944409  16551.944409  16551.944409
16583.287862  16583.287862  16583.287862
16609.379761  16609.379761  16609.379761
16629.829377  16629.829377  16629.829377
16645.785075  16645.785075  16645.785075
16664.996405  16664.996405  16664.996405
16694.304825  16694.304825  16694.304825
The Unit Tests have PASSED
