

****************
Part E
****************

Solution for Part E with n = 128, omega = 5, and rho max = 6 took 70.439 seconds
Reached specified tolerance of (1E-10) in 27453 iterations
This translates to 1.68 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
17.430978908    17.430978908    17.430978908
36.988300996    36.988300996    36.988300996
56.650133624    56.650133624    56.650133624
76.326419496    76.326419496    76.326419496
95.985592635    95.985592635    95.985592635
115.61312579    115.61312579    115.61312579
135.20115669    135.20115669    135.20115669
154.74493377    154.74493377    154.74493377
174.24134039    174.24134039    174.24134039
193.68819579    193.68819579    193.68819579
213.08389067    213.08389067    213.08389067
232.42718259    232.42718259    232.42718259
251.71707424    251.71707424    251.71707424
270.95273742    270.95273742    270.95273742
290.13346374    290.13346374    290.13346374
309.25863144    309.25863144    309.25863144
328.32768249    328.32768249    328.32768249
347.34010639    347.34010639    347.34010639
366.29542835    366.29542835    366.29542835
385.19320063    385.19320063    385.19320063
404.03299597    404.03299597    404.03299597
422.81440258    422.81440258    422.81440258
441.53702021    441.53702021    441.53702021
460.20045715    460.20045715    460.20045715
478.80432766    478.80432766    478.80432766
497.34825008    497.34825008    497.34825008
515.83184512    515.83184512    515.83184512
534.25473449    534.25473449    534.25473449
552.61653980    552.61653980    552.61653980
570.91688152    570.91688152    570.91688152
589.15537816    589.15537816    589.15537816
607.33164549    607.33164549    607.33164549
625.44529589    625.44529589    625.44529589
643.49593774    643.49593774    643.49593774
661.48317494    661.48317494    661.48317494
679.40660669    679.40660669    679.40660669
697.26582883    697.26582883    697.26582883
715.06044284    715.06044284    715.06044284
732.79009893    732.79009893    732.79009893
750.45467176    750.45467176    750.45467176
768.05488082    768.05488082    768.05488082
785.59415251    785.59415251    785.59415251
803.08320907    803.08320907    803.08320907
820.54873427    820.54873427    820.54873427
838.04403320    838.04403320    838.04403320
855.65247497    855.65247497    855.65247497
873.47297591    873.47297591    873.47297591
891.59166683    891.59166683    891.59166683
910.06009273    910.06009273    910.06009273
928.89286505    928.89286505    928.89286505
948.07863203    948.07863203    948.07863203
967.59265364    967.59265364    967.59265364
987.40533451    987.40533451    987.40533451
1007.4866058    1007.4866058    1007.4866058
1027.8077174    1027.8077174    1027.8077174
1048.3417475    1048.3417475    1048.3417475
1069.0635724    1069.0635724    1069.0635724
1089.9496493    1089.9496493    1089.9496493
1110.9777622    1110.9777622    1110.9777622
1132.1267863    1132.1267863    1132.1267863
1153.3764869    1153.3764869    1153.3764869
1174.7073538    1174.7073538    1174.7073538
1196.1004668    1196.1004668    1196.1004668
1217.5373861    1217.5373861    1217.5373861
1239.0000636    1239.0000636    1239.0000636
1260.4707692    1260.4707692    1260.4707692
1281.9320301    1281.9320301    1281.9320301
1303.3665790    1303.3665790    1303.3665790
1324.7573094    1324.7573094    1324.7573094
1346.0872369    1346.0872369    1346.0872369
1367.3394629    1367.3394629    1367.3394629
1388.4971419    1388.4971419    1388.4971419
1409.5434490    1409.5434490    1409.5434490
1430.4615486    1430.4615486    1430.4615486
1451.2345609    1451.2345609    1451.2345609
1471.8455271    1471.8455271    1471.8455271
1492.2773714    1492.2773714    1492.2773714
1512.5128583    1512.5128583    1512.5128583
1532.5345433    1532.5345433    1532.5345433
1552.3247162    1552.3247162    1552.3247162
1571.8653337    1571.8653337    1571.8653337
1591.1379386    1591.1379386    1591.1379386
1610.1235608    1610.1235608    1610.1235608
1628.8025962    1628.8025962    1628.8025962
1647.1546544    1647.1546544    1647.1546544
1665.1583664    1665.1583664    1665.1583664
1682.7911354    1682.7911354    1682.7911354
1700.0288113    1700.0288113    1700.0288113
1716.8452526    1716.8452526    1716.8452526
1733.2117260    1733.2117260    1733.2117260
1749.0960546    1749.0960546    1749.0960546
1764.4613680    1764.4613680    1764.4613680
1779.2641767    1779.2641767    1779.2641767
1793.4512175    1793.4512175    1793.4512175
1806.9538146    1806.9538146    1806.9538146
1819.6763532    1819.6763532    1819.6763532
1831.4685596    1831.4685596    1831.4685596
1842.0859108    1842.0859108    1842.0859108
1851.5504388    1851.5504388    1851.5504388
1861.1803825    1861.1803825    1861.1803825
1872.1334819    1872.1334819    1872.1334819
1884.3542542    1884.3542542    1884.3542542
1897.6351630    1897.6351630    1897.6351630
1911.8655560    1911.8655560    1911.8655560
1926.9874991    1926.9874991    1926.9874991
1942.9707772    1942.9707772    1942.9707772
1959.8024956    1959.8024956    1959.8024956
1977.4821571    1977.4821571    1977.4821571
1996.0191522    1996.0191522    1996.0191522
2015.4315115    2015.4315115    2015.4315115
2035.7454275    2035.7454275    2035.7454275
2056.9953243    2056.9953243    2056.9953243
2079.2243883    2079.2243883    2079.2243883
2102.4855549    2102.4855549    2102.4855549
2126.8430106    2126.8430106    2126.8430106
2152.3743406    2152.3743406    2152.3743406
2179.1735407    2179.1735407    2179.1735407
2207.3552524    2207.3552524    2207.3552524
2237.0608063    2237.0608063    2237.0608063
2268.4670525    2268.4670525    2268.4670525
2301.7996899    2301.7996899    2301.7996899
2337.3542430    2337.3542430    2337.3542430
2375.5308854    2375.5308854    2375.5308854
2416.8964150    2416.8964150    2416.8964150
2462.3053716    2462.3053716    2462.3053716
2513.1704138    2513.1704138    2513.1704138
2572.2047385    2572.2047385    2572.2047385
2646.4207743    2646.4207743    2646.4207743
The Unit Tests have PASSED

