

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 6 took 73.1112 seconds
Reached specified tolerance of (1E-10) in 28964 iterations
This translates to 1.77 iterations/element

Part E Sol w1   numpy .eig      numpy .eigh
********************************************
0.6410941409    0.6410941409    0.6410941409
1.5877601079    1.5877601079    1.5877601079
3.0337376936    3.0337376936    3.0337376936
5.0036504205    5.0036504205    5.0036504205
7.5065009002    7.5065009002    7.5065009002
10.545606084    10.545606084    10.545606084
14.121740996    14.121740996    14.121740996
18.234309627    18.234309627    18.234309627
22.881844455    22.881844455    22.881844455
28.062244728    28.062244728    28.062244728
33.772901051    33.772901051    33.772901051
40.010765765    40.010765765    40.010765765
46.772395467    46.772395467    46.772395467
54.053978341    54.053978341    54.053978341
61.851352763    61.851352763    61.851352763
70.160020719    70.160020719    70.160020719
78.975158020    78.975158020    78.975158020
88.291622503    88.291622503    88.291622503
98.103960943    98.103960943    98.103960943
108.40641514    108.40641514    108.40641514
119.19292749    119.19292749    119.19292749
130.45714620    130.45714620    130.45714620
142.19243031    142.19243031    142.19243031
154.39185464    154.39185464    154.39185464
167.04821470    167.04821470    167.04821470
180.15403156    180.15403156    180.15403156
193.70155680    193.70155680    193.70155680
207.68277755    207.68277755    207.68277755
222.08942155    222.08942155    222.08942155
236.91296239    236.91296239    236.91296239
252.14462472    252.14462472    252.14462472
267.77538977    267.77538977    267.77538977
283.79600074    283.79600074    283.79600074
300.19696853    300.19696853    300.19696853
316.96857746    316.96857746    316.96857746
334.10089113    334.10089113    334.10089113
351.58375838    351.58375838    351.58375838
369.40681946    369.40681946    369.40681946
387.55951217    387.55951217    387.55951217
406.03107823    406.03107823    406.03107823
424.81056968    424.81056968    424.81056968
443.88685543    443.88685543    443.88685543
463.24862794    463.24862794    463.24862794
482.88440988    482.88440988    482.88440988
502.78256106    502.78256106    502.78256106
522.93128528    522.93128528    522.93128528
543.31863742    543.31863742    543.31863742
563.93253049    563.93253049    563.93253049
584.76074286    584.76074286    584.76074286
605.79092549    605.79092549    605.79092549
627.01060932    627.01060932    627.01060932
648.40721260    648.40721260    648.40721260
669.96804845    669.96804845    669.96804845
691.68033234    691.68033234    691.68033234
713.53118970    713.53118970    713.53118970
735.50766356    735.50766356    735.50766356
757.59672223    757.59672223    757.59672223
779.78526709    779.78526709    779.78526709
802.06014028    802.06014028    802.06014028
824.40813256    824.40813256    824.40813256
846.81599116    846.81599116    846.81599116
869.27042761    869.27042761    869.27042761
891.75812562    891.75812562    891.75812562
914.26574902    914.26574902    914.26574902
936.77994964    936.77994964    936.77994964
959.28737522    959.28737522    959.28737522
981.77467735    981.77467735    981.77467735
1004.2285193    1004.2285193    1004.2285193
1026.6355843    1026.6355843    1026.6355843
1048.9825827    1048.9825827    1048.9825827
1071.2562607    1071.2562607    1071.2562607
1093.4434075    1093.4434075    1093.4434075
1115.5308635    1115.5308635    1115.5308635
1137.5055282    1137.5055282    1137.5055282
1159.3543676    1159.3543676    1159.3543676
1181.0644223    1181.0644223    1181.0644223
1202.6228146    1202.6228146    1202.6228146
1224.0167571    1224.0167571    1224.0167571
1245.2335593    1245.2335593    1245.2335593
1266.2606356    1266.2606356    1266.2606356
1287.0855126    1287.0855126    1287.0855126
1307.6958368    1307.6958368    1307.6958368
1328.0793815    1328.0793815    1328.0793815
1348.2240540    1348.2240540    1348.2240540
1368.1179034    1368.1179034    1368.1179034
1387.7491268    1387.7491268    1387.7491268
1407.1060768    1407.1060768    1407.1060768
1426.1772686    1426.1772686    1426.1772686
1444.9513860    1444.9513860    1444.9513860
1463.4172887    1463.4172887    1463.4172887
1481.5640189    1481.5640189    1481.5640189
1499.3808073    1499.3808073    1499.3808073
1516.8570797    1516.8570797    1516.8570797
1533.9824635    1533.9824635    1533.9824635
1550.7467932    1550.7467932    1550.7467932
1567.1401168    1567.1401168    1567.1401168
1583.1527014    1583.1527014    1583.1527014
1598.7750390    1598.7750390    1598.7750390
1613.9978521    1613.9978521    1613.9978521
1628.8120987    1628.8120987    1628.8120987
1643.2089780    1643.2089780    1643.2089780
1657.1799351    1657.1799351    1657.1799351
1670.7166659    1670.7166659    1670.7166659
1683.8111220    1683.8111220    1683.8111220
1696.4555150    1696.4555150    1696.4555150
1708.6423205    1708.6423205    1708.6423205
1720.3642828    1720.3642828    1720.3642828
1731.6144178    1731.6144178    1731.6144178
1742.3860173    1742.3860173    1742.3860173
1752.6726515    1752.6726515    1752.6726515
1762.4681722    1762.4681722    1762.4681722
1771.7667147    1771.7667147    1771.7667147
1780.5626998    1780.5626998    1780.5626998
1788.8508348    1788.8508348    1788.8508348
1796.6261134    1796.6261134    1796.6261134
1803.8838146    1803.8838146    1803.8838146
1810.6194999    1810.6194999    1810.6194999
1816.8290072    1816.8290072    1816.8290072
1822.5084420    1822.5084420    1822.5084420
1827.6541611    1827.6541611    1827.6541611
1832.2627470    1832.2627470    1832.2627470
1836.3309635    1836.3309635    1836.3309635
1839.8556784    1839.8556784    1839.8556784
1842.8337170    1842.8337170    1842.8337170
1845.2615623    1845.2615623    1845.2615623
1847.1346594    1847.1346594    1847.1346594
1848.4455080    1848.4455080    1848.4455080
1849.2125911    1849.2125911    1849.2125911
The Unit Tests have PASSED

