

****************
Part E
****************

Solution for Part E with n = 64, omega = 1, and rho max = 128 took 0.200889 seconds
Reached specified tolerance of (1E-10) in 268 iterations
This translates to 0.07 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
4.8955876506    4.8955876506    4.8955876506
16.283529634    16.283529634    16.283529634
35.586837441    35.586837441    35.586837441
62.689164185    62.689164185    62.689164185
97.564402331    97.564402331    97.564402331
140.20393623    140.20393623    140.20393623
190.60408903    190.60408903    190.60408903
248.76302683    248.76302683    248.76302683
314.67973252    314.67973252    314.67973252
388.35359654    388.35359654    388.35359654
469.78423138    469.78423138    469.78423138
558.97137887    558.97137887    558.97137887
655.91486038    655.91486038    655.91486038
760.61454840    760.61454840    760.61454840
873.07034944    873.07034944    873.07034944
993.28219343    993.28219343    993.28219343
1121.2500267    1121.2500267    1121.2500267
1256.9738078    1256.9738078    1256.9738078
1400.4535037    1400.4535037    1400.4535037
1551.6890881    1551.6890881    1551.6890881
1710.6805397    1710.6805397    1710.6805397
1877.4278412    1877.4278412    1877.4278412
2051.9309781    2051.9309781    2051.9309781
2234.1899385    2234.1899385    2234.1899385
2424.2047123    2424.2047123    2424.2047123
2621.9752910    2621.9752910    2621.9752910
2827.5016672    2827.5016672    2827.5016672
3040.7838349    3040.7838349    3040.7838349
3261.8217887    3261.8217887    3261.8217887
3490.6155239    3490.6155239    3490.6155239
3727.1650364    3727.1650364    3727.1650364
3971.4703228    3971.4703228    3971.4703228
4223.5313798    4223.5313798    4223.5313798
4483.3482049    4483.3482049    4483.3482049
4750.9207955    4750.9207955    4750.9207955
5026.2491495    5026.2491495    5026.2491495
5309.3332649    5309.3332649    5309.3332649
5600.1731401    5600.1731401    5600.1731401
5898.7687735    5898.7687735    5898.7687735
6205.1201637    6205.1201637    6205.1201637
6519.2273094    6519.2273094    6519.2273094
6841.0902095    6841.0902095    6841.0902095
7170.7088630    7170.7088630    7170.7088630
7508.0832690    7508.0832690    7508.0832690
7853.2134265    7853.2134265    7853.2134265
8206.0993349    8206.0993349    8206.0993349
8566.7409933    8566.7409933    8566.7409933
8935.1384012    8935.1384012    8935.1384012
9311.2915579    9311.2915579    9311.2915579
9695.2004629    9695.2004629    9695.2004629
10086.865115    10086.865115    10086.865115
10486.285515    10486.285515    10486.285515
10893.461662    10893.461662    10893.461662
11308.393556    11308.393556    11308.393556
11731.081195    11731.081195    11731.081195
12161.524581    12161.524581    12161.524581
12599.723711    12599.723711    12599.723711
13045.678587    13045.678587    13045.678587
13499.389208    13499.389208    13499.389208
13960.855573    13960.855573    13960.855573
14430.077683    14430.077683    14430.077683
14907.055537    14907.055537    14907.055537
15391.789135    15391.789135    15391.789135
15884.278609    15884.278609    15884.278609
The Unit Tests have PASSED

