

****************
Part E
****************

Solution for Part E with n = 128, omega = 5, and rho max = 128 took 1.30014 seconds
Reached specified tolerance of (1E-10) in 490 iterations
This translates to 0.03 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
27.639025012    27.639025012    27.639025012
100.99657106    100.99657106    100.99657106
223.89486182    223.89486182    223.89486182
396.10714422    396.10714422    396.10714422
617.58141722    617.58141722    617.58141722
888.30052214    888.30052214    888.30052214
1208.2571405    1208.2571405    1208.2571405
1577.4476239    1577.4476239    1577.4476239
1995.8699493    1995.8699493    1995.8699493
2463.5229048    2463.5229048    2463.5229048
2980.4057200    2980.4057200    2980.4057200
3546.5178818    3546.5178818    3546.5178818
4161.8590353    4161.8590353    4161.8590353
4826.4289269    4826.4289269    4826.4289269
5540.2273710    5540.2273710    5540.2273710
6303.2542283    6303.2542283    6303.2542283
7115.5093924    7115.5093924    7115.5093924
7976.9927806    7976.9927806    7976.9927806
8887.7043275    8887.7043275    8887.7043275
9847.6439808    9847.6439808    9847.6439808
10856.811698    10856.811698    10856.811698
11915.207445    11915.207445    11915.207445
13022.831193    13022.831193    13022.831193
14179.682919    14179.682919    14179.682919
15385.762602    15385.762602    15385.762602
16641.070225    16641.070225    16641.070225
17945.605774    17945.605774    17945.605774
19299.369236    19299.369236    19299.369236
20702.360602    20702.360602    20702.360602
22154.579862    22154.579862    22154.579862
23656.027007    23656.027007    23656.027007
25206.702030    25206.702030    25206.702030
26806.604927    26806.604927    26806.604927
28455.735690    28455.735690    28455.735690
30154.094316    30154.094316    30154.094316
31901.680800    31901.680800    31901.680800
33698.495137    33698.495137    33698.495137
35544.537326    35544.537326    35544.537326
37439.807362    37439.807362    37439.807362
39384.305243    39384.305243    39384.305243
41378.030966    41378.030966    41378.030966
43420.984530    43420.984530    43420.984530
45513.165932    45513.165932    45513.165932
47654.575169    47654.575169    47654.575169
49845.212242    49845.212242    49845.212242
52085.077147    52085.077147    52085.077147
54374.169884    54374.169884    54374.169884
56712.490451    56712.490451    56712.490451
59100.038848    59100.038848    59100.038848
61536.815072    61536.815072    61536.815072
64022.819123    64022.819123    64022.819123
66558.051001    66558.051001    66558.051001
69142.510703    69142.510703    69142.510703
71776.198230    71776.198230    71776.198230
74459.113581    74459.113581    74459.113581
77191.256754    77191.256754    77191.256754
79972.627750    79972.627750    79972.627750
82803.226568    82803.226568    82803.226568
85683.053206    85683.053206    85683.053206
88612.107666    88612.107666    88612.107666
91590.389945    91590.389945    91590.389945
94617.900045    94617.900045    94617.900045
97694.637963    97694.637963    97694.637963
100820.60370    100820.60370    100820.60370
103995.79725    103995.79725    103995.79725
107220.21863    107220.21863    107220.21863
110493.86782    110493.86782    110493.86782
113816.74483    113816.74483    113816.74483
117188.84966    117188.84966    117188.84966
120610.18230    120610.18230    120610.18230
124080.74276    124080.74276    124080.74276
127600.53104    127600.53104    127600.53104
131169.54713    131169.54713    131169.54713
134787.79104    134787.79104    134787.79104
138455.26276    138455.26276    138455.26276
142171.96230    142171.96230    142171.96230
145937.88966    145937.88966    145937.88966
149753.04483    149753.04483    149753.04483
153617.42782    153617.42782    153617.42782
157531.03862    157531.03862    157531.03862
161493.87724    161493.87724    161493.87724
165505.94367    165505.94367    165505.94367
169567.23791    169567.23791    169567.23791
173677.75997    173677.75997    173677.75997
177837.50985    177837.50985    177837.50985
182046.48753    182046.48753    182046.48753
186304.69304    186304.69304    186304.69304
190612.12635    190612.12635    190612.12635
194968.78748    194968.78748    194968.78748
199374.67642    199374.67642    199374.67642
203829.79318    203829.79318    203829.79318
208334.13775    208334.13775    208334.13775
212887.71013    212887.71013    212887.71013
217490.51033    217490.51033    217490.51033
222142.53834    222142.53834    222142.53834
226843.79417    226843.79417    226843.79417
231594.27780    231594.27780    231594.27780
236393.98925    236393.98925    236393.98925
241242.92852    241242.92852    241242.92852
246141.09559    246141.09559    246141.09559
251088.49048    251088.49048    251088.49048
256085.11318    256085.11318    256085.11318
261130.96369    261130.96369    261130.96369
266226.04202    266226.04202    266226.04202
271370.34816    271370.34816    271370.34816
276563.88211    276563.88211    276563.88211
281806.64388    281806.64388    281806.64388
287098.63345    287098.63345    287098.63345
292439.85084    292439.85084    292439.85084
297830.29604    297830.29604    297830.29604
303269.96906    303269.96906    303269.96906
308758.86988    308758.86988    308758.86988
314296.99852    314296.99852    314296.99852
319884.35497    319884.35497    319884.35497
325520.93924    325520.93924    325520.93924
331206.75131    331206.75131    331206.75131
336941.79120    336941.79120    336941.79120
342726.05890    342726.05890    342726.05890
348559.55441    348559.55441    348559.55441
354442.27773    354442.27773    354442.27773
360374.22887    360374.22887    360374.22887
366355.40782    366355.40782    366355.40782
372385.81458    372385.81458    372385.81458
378465.44915    378465.44915    378465.44915
384594.31153    384594.31153    384594.31153
390772.40172    390772.40172    390772.40172
396999.71973    396999.71973    396999.71973
403276.26571    403276.26571    403276.26571
The Unit Tests have PASSED

