

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 128 took 64.6576 seconds
Reached specified tolerance of (1E-10) in 25105 iterations
This translates to 1.53 iterations/element

Part E Sol w1   numpy .eig      numpy .eigh
********************************************
0.1057529698    0.1057529698    0.1057529698
0.1414003166    0.1414003166    0.1414003166
0.1776787442    0.1776787442    0.1776787442
0.2144075533    0.2144075533    0.2144075533
0.2514599025    0.2514599025    0.2514599025
0.2887449689    0.2887449689    0.2887449689
0.3261962637    0.3261962637    0.3261962637
0.3637640454    0.3637640454    0.3637640454
0.4014103414    0.4014103414    0.4014103414
0.4391056225    0.4391056225    0.4391056225
0.4768265372    0.4768265372    0.4768265372
0.5145543355    0.5145543355    0.5145543355
0.5522737528    0.5522737528    0.5522737528
0.5899722042    0.5899722042    0.5899722042
0.6276391925    0.6276391925    0.6276391925
0.6652658685    0.6652658685    0.6652658685
0.7028446976    0.7028446976    0.7028446976
0.7403692051    0.7403692051    0.7403692051
0.7778337787    0.7778337787    0.7778337787
0.8152335137    0.8152335137    0.8152335137
0.8525640909    0.8525640909    0.8525640909
0.8898216782    0.8898216782    0.8898216782
0.9270028526    0.9270028526    0.9270028526
0.9641045354    0.9641045354    0.9641045354
1.0011239400    1.0011239400    1.0011239400
1.0380585289    1.0380585289    1.0380585289
1.0749059773    1.0749059773    1.0749059773
1.1116641436    1.1116641436    1.1116641436
1.1483310439    1.1483310439    1.1483310439
1.1849048306    1.1849048306    1.1849048306
1.2213837755    1.2213837755    1.2213837755
1.2577662587    1.2577662587    1.2577662587
1.2940507829    1.2940507829    1.2940507829
1.3302360983    1.3302360983    1.3302360983
1.3663217846    1.3663217846    1.3663217846
1.4023104292    1.4023104292    1.4023104292
1.4382143210    1.4382143210    1.4382143210
1.4740716520    1.4740716520    1.4740716520
1.5099744624    1.5099744624    1.5099744624
1.5460942463    1.5460942463    1.5460942463
1.5826703976    1.5826703976    1.5826703976
1.6199450390    1.6199450390    1.6199450390
1.6580882912    1.6580882912    1.6580882912
1.6971713168    1.6971713168    1.6971713168
1.7371881848    1.7371881848    1.7371881848
1.7780912579    1.7780912579    1.7780912579
1.8198170775    1.8198170775    1.8198170775
1.8622997729    1.8622997729    1.8622997729
1.9054764518    1.9054764518    1.9054764518
1.9492886989    1.9492886989    1.9492886989
1.9936825068    1.9936825068    1.9936825068
2.0386076964    2.0386076964    2.0386076964
2.0840172549    2.0840172549    2.0840172549
2.1298667355    2.1298667355    2.1298667355
2.1761137587    2.1761137587    2.1761137587
2.2227176095    2.2227176095    2.2227176095
2.2696389177    2.2696389177    2.2696389177
2.3168394050    2.3168394050    2.3168394050
2.3642816836    2.3642816836    2.3642816836
2.4119290961    2.4119290961    2.4119290961
2.4597455875    2.4597455875    2.4597455875
2.5076956020    2.5076956020    2.5076956020
2.5557439986    2.5557439986    2.5557439986
2.6038559829    2.6038559829    2.6038559829
2.6519970508    2.6519970508    2.6519970508
2.7001329408    2.7001329408    2.7001329408
2.7482295946    2.7482295946    2.7482295946
2.7962531226    2.7962531226    2.7962531226
2.8441697742    2.8441697742    2.8441697742
2.8919459102    2.8919459102    2.8919459102
2.9395479786    2.9395479786    2.9395479786
2.9869424897    2.9869424897    2.9869424897
3.0340959928    3.0340959928    3.0340959928
3.0809750509    3.0809750509    3.0809750509
3.1275462150    3.1275462150    3.1275462150
3.1737759952    3.1737759952    3.1737759952
3.2196308277    3.2196308277    3.2196308277
3.2650770387    3.2650770387    3.2650770387
3.3100808010    3.3100808010    3.3100808010
3.3546080834    3.3546080834    3.3546080834
3.3986245917    3.3986245917    3.3986245917
3.4420956965    3.4420956965    3.4420956965
3.4849863481    3.4849863481    3.4849863481
3.5272609724    3.5272609724    3.5272609724
3.5688833444    3.5688833444    3.5688833444
