

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 128 took 3.54251 seconds
Reached specified tolerance of (1E-10) in 1372 iterations
This translates to 0.08 iterations/element

Part E Sol w2   numpy .eig      numpy .eigh
********************************************
2.1428019934    2.1428019934    2.1428019934
3.6944843090    3.6944843090    3.6944843090
4.9113818851    4.9113818851    4.9113818851
6.3822618827    6.3822618827    6.3822618827
8.4783969971    8.4783969971    8.4783969971
11.121645734    11.121645734    11.121645734
14.280329097    14.280329097    14.280329097
17.943710247    17.943710247    17.943710247
22.106887524    22.106887524    22.106887524
26.767254329    26.767254329    26.767254329
31.923286763    31.923286763    31.923286763
37.574032132    37.574032132    37.574032132
43.718863769    43.718863769    43.718863769
50.357352524    50.357352524    50.357352524
57.489194681    57.489194681    57.489194681
65.114169315    65.114169315    65.114169315
73.232111929    73.232111929    73.232111929
81.842897558    81.842897558    81.842897558
90.946429594    90.946429594    90.946429594
100.54263219    100.54263219    100.54263219
110.63144499    110.63144499    110.63144499
121.21281936    121.21281936    121.21281936
132.28671570    132.28671570    132.28671570
143.85310143    143.85310143    143.85310143
155.91194952    155.91194952    155.91194952
168.46323732    168.46323732    168.46323732
181.50694576    181.50694576    181.50694576
195.04305865    195.04305865    195.04305865
209.07156215    209.07156215    209.07156215
223.59244436    223.59244436    223.59244436
238.60569500    238.60569500    238.60569500
254.11130516    254.11130516    254.11130516
270.10926702    270.10926702    270.10926702
286.59957378    286.59957378    286.59957378
303.58221941    303.58221941    303.58221941
321.05719860    321.05719860    321.05719860
339.02450665    339.02450665    339.02450665
357.48413935    357.48413935    357.48413935
376.43609296    376.43609296    376.43609296
395.88036413    395.88036413    395.88036413
415.81694985    415.81694985    415.81694985
436.24584739    436.24584739    436.24584739
457.16705432    457.16705432    457.16705432
478.58056840    478.58056840    478.58056840
500.48638763    500.48638763    500.48638763
522.88451016    522.88451016    522.88451016
545.77493434    545.77493434    545.77493434
569.15765862    569.15765862    569.15765862
593.03268162    593.03268162    593.03268162
617.40000205    617.40000205    617.40000205
642.25961874    642.25961874    642.25961874
667.61153060    667.61153060    667.61153060
693.45573662    693.45573662    693.45573662
719.79223590    719.79223590    719.79223590
746.62102756    746.62102756    746.62102756
773.94211084    773.94211084    773.94211084
801.75548498    801.75548498    801.75548498
830.06114930    830.06114930    830.06114930
858.85910318    858.85910318    858.85910318
888.14934603    888.14934603    888.14934603
917.93187729    917.93187729    917.93187729
948.20669645    948.20669645    948.20669645
978.97380303    978.97380303    978.97380303
1010.2331965    1010.2331965    1010.2331965
1041.9848766    1041.9848766    1041.9848766
1074.2288429    1074.2288429    1074.2288429
1106.9650949    1106.9650949    1106.9650949
1140.1936324    1140.1936324    1140.1936324
1173.9144550    1173.9144550    1173.9144550
1208.1275624    1208.1275624    1208.1275624
1242.8329542    1242.8329542    1242.8329542
1278.0306304    1278.0306304    1278.0306304
1313.7205905    1313.7205905    1313.7205905
1349.9028343    1349.9028343    1349.9028343
1386.5773617    1386.5773617    1386.5773617
1423.7441723    1423.7441723    1423.7441723
1461.4032660    1461.4032660    1461.4032660
1499.5546426    1499.5546426    1499.5546426
1538.1983018    1538.1983018    1538.1983018
1577.3342436    1577.3342436    1577.3342436
1616.9624678    1616.9624678    1616.9624678
1657.0829742    1657.0829742    1657.0829742
1697.6957625    1697.6957625    1697.6957625
1738.8008328    1738.8008328    1738.8008328
1780.3981849    1780.3981849    1780.3981849
1822.4878186    1822.4878186    1822.4878186
1865.0697338    1865.0697338    1865.0697338
1908.1439303    1908.1439303    1908.1439303
1951.7104082    1951.7104082    1951.7104082
1995.7691672    1995.7691672    1995.7691672
2040.3202073    2040.3202073    2040.3202073
2085.3635284    2085.3635284    2085.3635284
2130.8991303    2130.8991303    2130.8991303
2176.9270130    2176.9270130    2176.9270130
2223.4471764    2223.4471764    2223.4471764
2270.4596204    2270.4596204    2270.4596204
2317.9643450    2317.9643450    2317.9643450
2365.9613500    2365.9613500    2365.9613500
2414.4506354    2414.4506354    2414.4506354
2463.4322011    2463.4322011    2463.4322011
2512.9060471    2512.9060471    2512.9060471
2562.8721733    2562.8721733    2562.8721733
2613.3305796    2613.3305796    2613.3305796
2664.2812659    2664.2812659    2664.2812659
2715.7242322    2715.7242322    2715.7242322
2767.6594786    2767.6594786    2767.6594786
2820.0870048    2820.0870048    2820.0870048
2873.0068108    2873.0068108    2873.0068108
2926.4188967    2926.4188967    2926.4188967
2980.3232623    2980.3232623    2980.3232623
3034.7199076    3034.7199076    3034.7199076
3089.6088326    3089.6088326    3089.6088326
3144.9900372    3144.9900372    3144.9900372
3200.8635214    3200.8635214    3200.8635214
3257.2292851    3257.2292851    3257.2292851
3314.0873284    3314.0873284    3314.0873284
3371.4376511    3371.4376511    3371.4376511
3429.2802532    3429.2802532    3429.2802532
3487.6151347    3487.6151347    3487.6151347
3546.4422957    3546.4422957    3546.4422957
3605.7617359    3605.7617359    3605.7617359
3665.5734554    3665.5734554    3665.5734554
3725.8774543    3725.8774543    3725.8774543
3786.6737323    3786.6737323    3786.6737323
3847.9622896    3847.9622896    3847.9622896
3909.7431261    3909.7431261    3909.7431261
3972.0162439    3972.0162439    3972.0162439
4034.7979426    4034.7979426    4034.7979426
The Unit Tests have PASSED

