

****************
Part E
****************

Solution for Part E with n = 128, omega = 5, and rho max = 2 took 76.0421 seconds
Reached specified tolerance of (1E-10) in 29652 iterations
This translates to 1.81 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
17.446726884    17.446726884    17.446726884
37.063546251    37.063546251    37.063546251
56.872161928    56.872161928    56.872161928
77.220426252    77.220426252    77.220426252
99.695149429    99.695149429    99.695149429
126.25854862    126.25854862    126.25854862
157.73933525    157.73933525    157.73933525
194.22765186    194.22765186    194.22765186
235.66448477    235.66448477    235.66448477
281.98759716    281.98759716    281.98759716
333.14495696    333.14495696    333.14495696
389.09095424    389.09095424    389.09095424
449.78277783    449.78277783    449.78277783
515.17819440    515.17819440    515.17819440
585.23426658    585.23426658    585.23426658
659.90661119    659.90661119    659.90661119
739.14896384    739.14896384    739.14896384
822.91292061    822.91292061    822.91292061
911.14778517    911.14778517    911.14778517
1003.8004804    1003.8004804    1003.8004804
1100.8155010    1100.8155010    1100.8155010
1202.1348927    1202.1348927    1202.1348927
1307.6982495    1307.6982495    1307.6982495
1417.4427230    1417.4427230    1417.4427230
1531.3030410    1531.3030410    1531.3030410
1649.2115329    1649.2115329    1649.2115329
1771.0981593    1771.0981593    1771.0981593
1896.8905465    1896.8905465    1896.8905465
2026.5140238    2026.5140238    2026.5140238
2159.8916633    2159.8916633    2159.8916633
2296.9443224    2296.9443224    2296.9443224
2437.5906884    2437.5906884    2437.5906884
2581.7473248    2581.7473248    2581.7473248
2729.3287188    2729.3287188    2729.3287188
2880.2473313    2880.2473313    2880.2473313
3034.4136479    3034.4136479    3034.4136479
3191.7362308    3191.7362308    3191.7362308
3352.1217727    3352.1217727    3352.1217727
3515.4751518    3515.4751518    3515.4751518
3681.6994874    3681.6994874    3681.6994874
3850.6961976    3850.6961976    3850.6961976
4022.3650569    4022.3650569    4022.3650569
4196.6042559    4196.6042559    4196.6042559
4373.3104612    4373.3104612    4373.3104612
4552.3788767    4552.3788767    4552.3788767
4733.7033056    4733.7033056    4733.7033056
4917.1762134    4917.1762134    4917.1762134
5102.6887911    5102.6887911    5102.6887911
5290.1310205    5290.1310205    5290.1310205
5479.3917385    5479.3917385    5479.3917385
5670.3587037    5670.3587037    5670.3587037
5862.9186624    5862.9186624    5862.9186624
6056.9574160    6056.9574160    6056.9574160
6252.3598888    6252.3598888    6252.3598888
6449.0101957    6449.0101957    6449.0101957
6646.7917115    6646.7917115    6646.7917115
6845.5871399    6845.5871399    6845.5871399
7045.2785826    7045.2785826    7045.2785826
7245.7476098    7245.7476098    7245.7476098
7446.8753300    7446.8753300    7446.8753300
7648.5424608    7648.5424608    7648.5424608
7850.6293993    7850.6293993    7850.6293993
8053.0162933    8053.0162933    8053.0162933
8255.5831120    8255.5831120    8255.5831120
8458.2097176    8458.2097176    8458.2097176
8660.7759364    8660.7759364    8660.7759364
8863.1616296    8863.1616296    8863.1616296
9065.2467651    9065.2467651    9065.2467651
9266.9114886    9266.9114886    9266.9114886
9468.0361941    9468.0361941    9468.0361941
9668.5015954    9668.5015954    9668.5015954
9868.1887965    9868.1887965    9868.1887965
10066.979362    10066.979362    10066.979362
10264.755388    10264.755388    10264.755388
10461.399571    10461.399571    10461.399571
10656.795277    10656.795277    10656.795277
10850.826613    10850.826613    10850.826613
11043.378493    11043.378493    11043.378493
11234.336707    11234.336707    11234.336707
11423.587990    11423.587990    11423.587990
11611.020087    11611.020087    11611.020087
11796.521820    11796.521820    11796.521820
11979.983155    11979.983155    11979.983155
12161.295265    12161.295265    12161.295265
12340.350598    12340.350598    12340.350598
12517.042935    12517.042935    12517.042935
12691.267458    12691.267458    12691.267458
12862.920809    12862.920809    12862.920809
13031.901152    13031.901152    13031.901152
13198.108231    13198.108231    13198.108231
13361.443434    13361.443434    13361.443434
13521.809843    13521.809843    13521.809843
13679.112301    13679.112301    13679.112301
13833.257457    13833.257457    13833.257457
13984.153828    13984.153828    13984.153828
14131.711848    14131.711848    14131.711848
14275.843925    14275.843925    14275.843925
14416.464483    14416.464483    14416.464483
14553.490018    14553.490018    14553.490018
14686.839143    14686.839143    14686.839143
14816.432632    14816.432632    14816.432632
14942.193464    14942.193464    14942.193464
15064.046864    15064.046864    15064.046864
15181.920342    15181.920342    15181.920342
15295.743727    15295.743727    15295.743727
15405.449200    15405.449200    15405.449200
15510.971319    15510.971319    15510.971319
15612.247044    15612.247044    15612.247044
15709.215749    15709.215749    15709.215749
15801.819228    15801.819228    15801.819228
15890.001684    15890.001684    15890.001684
15973.709705    15973.709705    15973.709705
16052.892207    16052.892207    16052.892207
16127.500341    16127.500341    16127.500341
16197.487331    16197.487331    16197.487331
16262.808219    16262.808219    16262.808219
16323.419439    16323.419439    16323.419439
16379.278106    16379.278106    16379.278106
16430.340797    16430.340797    16430.340797
16476.561347    16476.561347    16476.561347
16517.886665    16517.886665    16517.886665
16554.248091    16554.248091    16554.248091
16585.541376    16585.541376    16585.541376
16611.569630    16611.569630    16611.569630
16631.845491    16631.845491    16631.845491
16647.136904    16647.136904    16647.136904
16665.816252    16665.816252    16665.816252
16694.923715    16694.923715    16694.923715
The Unit Tests have PASSED

