

****************
Part E
****************

Solution for Part E with n = 64, omega = 1, and rho max = 6 took 5.54504 seconds
Reached specified tolerance of (1E-10) in 7122 iterations
This translates to 1.74 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
4.0550831879    4.0550831879    4.0550831879
7.8968656863    7.8968656863    7.8968656863
11.787833477    11.787833477    11.787833477
15.697441247    15.697441247    15.697441247
19.614026084    19.614026084    19.614026084
23.534156170    23.534156170    23.534156170
27.475053442    27.475053442    27.475053442
31.526194387    31.526194387    31.526194387
35.873590850    35.873590850    35.873590850
40.683873209    40.683873209    40.683873209
46.016056398    46.016056398    46.016056398
51.863743339    51.863743339    51.863743339
58.203650707    58.203650707    58.203650707
65.011457247    65.011457247    65.011457247
72.264260110    72.264260110    72.264260110
79.940225090    79.940225090    79.940225090
88.017994624    88.017994624    88.017994624
96.476258269    96.476258269    96.476258269
105.29348384    105.29348384    105.29348384
114.44775964    114.44775964    114.44775964
123.91670834    123.91670834    123.91670834
133.67744718    133.67744718    133.67744718
143.70657825    143.70657825    143.70657825
153.98019910    153.98019910    153.98019910
164.47392707    164.47392707    164.47392707
175.16293350    175.16293350    175.16293350
186.02198479    186.02198479    186.02198479
197.02548860    197.02548860    197.02548860
208.14754388    208.14754388    208.14754388
219.36199353    219.36199353    219.36199353
230.64247931    230.64247931    230.64247931
241.96249811    241.96249811    241.96249811
253.29545924    253.29545924    253.29545924
264.61474239    264.61474239    264.61474239
275.89375578    275.89375578    275.89375578
287.10599419    287.10599419    287.10599419
298.22509655    298.22509655    298.22509655
309.22490273    309.22490273    309.22490273
320.07950899    320.07950899    320.07950899
330.76332189    330.76332189    330.76332189
341.25110979    341.25110979    341.25110979
351.51805148    351.51805148    351.51805148
361.53978087    361.53978087    361.53978087
371.29242661    371.29242661    371.29242661
380.75264479    380.75264479    380.75264479
389.89764250    389.89764250    389.89764250
398.70518830    398.70518830    398.70518830
407.15360453    407.15360453    407.15360453
415.22173264    415.22173264    415.22173264
422.88885804    422.88885804    422.88885804
430.13457140    430.13457140    430.13457140
436.93852648    436.93852648    436.93852648
443.28002042    443.28002042    443.28002042
449.13725031    449.13725031    449.13725031
454.48592744    454.48592744    454.48592744
459.29645026    459.29645026    459.29645026
463.52704267    463.52704267    463.52704267
467.09874329    467.09874329    467.09874329
469.86081217    469.86081217    469.86081217
472.40237039    472.40237039    472.40237039
475.86177315    475.86177315    475.86177315
480.37293968    480.37293968    480.37293968
486.14479685    486.14479685    486.14479685
493.98284664    493.98284664    493.98284664
The Unit Tests have PASSED

