

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 2 took 77.1544 seconds
Reached specified tolerance of (1E-10) in 30009 iterations
This translates to 1.83 iterations/element

Part E Sol w2   numpy .eig      numpy .eigh
********************************************
3.9403014778    3.9403014777    3.9403014778
11.715416827    11.715416827    11.715416827
24.261418722    24.261418722    24.261418722
41.663069890    41.663069890    41.663069890
63.940373853    63.940373853    63.940373853
91.093562353    91.093562353    91.093562353
123.11361506    123.11361506    123.11361506
159.98572327    159.98572327    159.98572327
201.69069388    201.69069388    201.69069388
248.20560885    248.20560885    248.20560885
299.50417249    299.50417249    299.50417249
355.55691303    355.55691303    355.55691303
416.33131035    416.33131035    416.33131035
481.79188398    481.79188398    481.79188398
551.90025879    551.90025879    551.90025879
626.61521786    626.61521786    626.61521786
705.89274769    705.89274769    705.89274769
789.68607915    789.68607915    789.68607915
877.94572596    877.94572596    877.94572596
970.61952205    970.61952205    970.61952205
1067.6526584    1067.6526584    1067.6526584
1168.9877205    1168.9877205    1168.9877205
1274.5647255    1274.5647255    1274.5647255
1384.3211609    1384.3211609    1384.3211609
1498.1920238    1498.1920238    1498.1920238
1616.1098613    1616.1098613    1616.1098613
1738.0048119    1738.0048119    1738.0048119
1863.8046480    1863.8046480    1863.8046480
1993.4348201    1993.4348201    1993.4348201
2126.8185014    2126.8185014    2126.8185014
2263.8766344    2263.8766344    2263.8766344
2404.5279781    2404.5279781    2404.5279781
2548.6891568    2548.6891568    2548.6891568
2696.2747100    2696.2747100    2696.2747100
2847.1971432    2847.1971432    2847.1971432
3001.3669804    3001.3669804    3001.3669804
3158.6928175    3158.6928175    3158.6928175
3319.0813761    3319.0813761    3319.0813761
3482.4375598    3482.4375598    3482.4375598
3648.6645103    3648.6645103    3648.6645103
3817.6636653    3817.6636653    3817.6636653
3989.3348165    3989.3348165    3989.3348165
4163.5761701    4163.5761701    4163.5761701
4340.2844064    4340.2844064    4340.2844064
4519.3547415    4519.3547415    4519.3547415
4700.6809896    4700.6809896    4700.6809896
4884.1556262    4884.1556262    4884.1556262
5069.6698513    5069.6698513    5069.6698513
5257.1136546    5257.1136546    5257.1136546
5446.3758807    5446.3758807    5446.3758807
5637.3442948    5637.3442948    5637.3442948
5829.9056495    5829.9056495    5829.9056495
6023.9457519    6023.9457519    6023.9457519
6219.3495316    6219.3495316    6219.3495316
6416.0011086    6416.0011086    6416.0011086
6613.7838624    6613.7838624    6613.7838624
6812.5805008    6812.5805008    6812.5805008
7012.2731298    7012.2731298    7012.2731298
7212.7433237    7212.7433237    7212.7433237
7413.8721946    7413.8721946    7413.8721946
7615.5404638    7615.5404638    7615.5404638
7817.6285321    7817.6285321    7817.6285321
8020.0165505    8020.0165505    8020.0165505
8222.5844919    8222.5844919    8222.5844919
8425.2122219    8425.2122219    8425.2122219
8627.7795700    8627.7795700    8627.7795700
8830.1664011    8830.1664011    8830.1664011
9032.2526866    9032.2526866    9032.2526866
9233.9185754    9233.9185754    9233.9185754
9435.0444656    9435.0444656    9435.0444656
9635.5110747    9635.5110747    9635.5110747
9835.1995107    9835.1995107    9835.1995107
10033.991342    10033.991342    10033.991342
10231.768670    10231.768670    10231.768670
10428.414195    10428.414195    10428.414195
10623.811288    10623.811288    10623.811288
10817.844062    10817.844062    10817.844062
11010.397437    11010.397437    11010.397437
11201.357208    11201.357208    11201.357208
11390.610118    11390.610118    11390.610118
11578.043919    11578.043919    11578.043919
11763.547440    11763.547440    11763.547440
11947.010658    11947.010658    11947.010658
12128.324755    12128.324755    12128.324755
12307.382189    12307.382189    12307.382189
12484.076754    12484.076754    12484.076754
12658.303645    12658.303645    12658.303645
12829.959520    12829.959520    12829.959520
12998.942558    12998.942558    12998.942558
13165.152525    13165.152525    13165.152525
13328.490828    13328.490828    13328.490828
13488.860576    13488.860576    13488.860576
13646.166637    13646.166637    13646.166637
13800.315693    13800.315693    13800.315693
13951.216298    13951.216298    13951.216298
14098.778929    14098.778929    14098.778929
14242.916041    14242.916041    14242.916041
14383.542115    14383.542115    14383.542115
14520.573714    14520.573714    14520.573714
14653.929529    14653.929529    14653.929529
14783.530424    14783.530424    14783.530424
14909.299488    14909.299488    14909.299488
15031.162077    15031.162077    15031.162077
15149.045856    15149.045856    15149.045856
15262.880845    15262.880845    15262.880845
15372.599454    15372.599454    15372.599454
15478.136528    15478.136528    15478.136528
15579.429378    15579.429378    15579.429378
15676.417820    15676.417820    15676.417820
15769.044207    15769.044207    15769.044207
15857.253460    15857.253460    15857.253460
15940.993094    15940.993094    15940.993094
16020.213248    16020.213248    16020.213248
16094.866704    16094.866704    16094.866704
16164.908906    16164.908906    16164.908906
16230.297973    16230.297973    16230.297973
16290.994705    16290.994705    16290.994705
16346.962580    16346.962580    16346.962580
16398.167738    16398.167738    16398.167738
16444.578938    16444.578938    16444.578938
16486.167482    16486.167482    16486.167482
16522.907078    16522.907078    16522.907078
16554.773571    16554.773571    16554.773571
16581.744427    16581.744427    16581.744427
16603.797587    16603.797587    16603.797587
16620.908570    16620.908570    16620.908570
16633.040659    16633.040659    16633.040659
16640.070703    16640.070703    16640.070703
The Unit Tests have PASSED

