

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 6 took 74.6257 seconds
Reached specified tolerance of (1E-10) in 28848 iterations
This translates to 1.76 iterations/element

Part E Sol w2   numpy .eig      numpy .eigh
********************************************
2.2299555499    2.2299555499    2.2299555499
4.1345004385    4.1345004385    4.1345004385
6.0921193519    6.0921193519    6.0921193519
8.1993034480    8.1993034480    8.1993034480
10.676282554    10.676282554    10.676282554
13.669469496    13.669469496    13.669469496
17.211644426    17.211644426    17.211644426
21.301291950    21.301291950    21.301291950
25.933152298    25.933152298    25.933152298
31.102503045    31.102503045    31.102503045
36.805130370    36.805130370    36.805130370
43.037001688    43.037001688    43.037001688
49.794052052    49.794052052    49.794052052
57.072064956    57.072064956    57.072064956
64.866607360    64.866607360    64.866607360
73.172994262    73.172994262    73.172994262
81.986269536    81.986269536    81.986269536
91.301195919    91.301195919    91.301195919
101.11225033    101.11225033    101.11225033
111.41362239    111.41362239    111.41362239
122.19921489    122.19921489    122.19921489
133.46264558    133.46264558    133.46264558
145.19724981    145.19724981    145.19724981
157.39608372    157.39608372    157.39608372
170.05192794    170.05192794    170.05192794
183.15729160    183.15729160    183.15729160
196.70441661    196.70441661    196.70441661
210.68528220    210.68528220    210.68528220
225.09160959    225.09160959    225.09160959
239.91486695    239.91486695    239.91486695
255.14627447    255.14627447    255.14627447
270.77680955    270.77680955    270.77680955
286.79721223    286.79721223    286.79721223
303.19799069    303.19799069    303.19799069
319.96942693    319.96942693    319.96942693
337.10158256    337.10158256    337.10158256
354.58430473    354.58430473    354.58430473
372.40723220    372.40723220    372.40723220
390.55980148    390.55980148    390.55980148
409.03125316    409.03125316    409.03125316
427.81063832    427.81063832    427.81063832
446.88682500    446.88682500    446.88682500
466.24850487    466.24850487    466.24850487
485.88419996    485.88419996    485.88419996
505.78226945    505.78226945    505.78226945
525.93091662    525.93091662    525.93091662
546.31819586    546.31819586    546.31819586
566.93201975    566.93201975    566.93201975
587.76016627    587.76016627    587.76016627
608.79028602    608.79028602    608.79028602
630.00990960    630.00990960    630.00990960
651.40645500    651.40645500    651.40645500
672.96723504    672.96723504    672.96723504
694.67946495    694.67946495    694.67946495
716.53026991    716.53026991    716.53026991
738.50669274    738.50669274    738.50669274
760.59570156    760.59570156    760.59570156
782.78419753    782.78419753    782.78419753
805.05902261    805.05902261    805.05902261
827.40696740    827.40696740    827.40696740
849.81477894    849.81477894    849.81477894
872.26916859    872.26916859    872.26916859
894.75681992    894.75681992    894.75681992
917.26439657    917.26439657    917.26439657
939.77855021    939.77855021    939.77855021
962.28592843    962.28592843    962.28592843
984.77318266    984.77318266    984.77318266
1007.2269760    1007.2269760    1007.2269760
1029.6339915    1029.6339915    1029.6339915
1051.9809393    1051.9809393    1051.9809393
1074.2545655    1074.2545655    1074.2545655
1096.4416590    1096.4416590    1096.4416590
1118.5290601    1118.5290601    1118.5290601
1140.5036680    1140.5036680    1140.5036680
1162.3524485    1162.3524485    1162.3524485
1184.0624418    1184.0624418    1184.0624418
1205.6207703    1205.6207703    1205.6207703
1227.0146460    1227.0146460    1227.0146460
1248.2313781    1248.2313781    1248.2313781
1269.2583807    1269.2583807    1269.2583807
1290.0831802    1290.0831802    1290.0831802
1310.6934224    1310.6934224    1310.6934224
1331.0768801    1331.0768801    1331.0768801
1351.2214605    1351.2214605    1351.2214605
1371.1152116    1371.1152116    1371.1152116
1390.7463303    1390.7463303    1390.7463303
1410.1031683    1410.1031683    1410.1031683
1429.1742399    1429.1742399    1429.1742399
1447.9482282    1447.9482282    1447.9482282
1466.4139918    1466.4139918    1466.4139918
1484.5605716    1484.5605716    1484.5605716
1502.3771970    1502.3771970    1502.3771970
1519.8532926    1519.8532926    1519.8532926
1536.9784837    1536.9784837    1536.9784837
1553.7426029    1553.7426029    1553.7426029
1570.1356958    1570.1356958    1570.1356958
1586.1480271    1586.1480271    1586.1480271
1601.7700853    1601.7700853    1601.7700853
1616.9925894    1616.9925894    1616.9925894
1631.8064930    1631.8064930    1631.8064930
1646.2029901    1646.2029901    1646.2029901
1660.1735195    1660.1735195    1660.1735195
1673.7097699    1673.7097699    1673.7097699
1686.8036839    1686.8036839    1686.8036839
1699.4474620    1699.4474620    1699.4474620
1711.6335666    1711.6335666    1711.6335666
1723.3547253    1723.3547253    1723.3547253
1734.6039335    1734.6039335    1734.6039335
1745.3744569    1745.3744569    1745.3744569
1755.6598326    1755.6598326    1755.6598326
1765.4538696    1765.4538696    1765.4538696
1774.7506474    1774.7506474    1774.7506474
1783.5445131    1783.5445131    1783.5445131
1791.8300744    1791.8300744    1791.8300744
1799.6021891    1799.6021891    1799.6021891
1806.8559456    1806.8559456    1806.8559456
1813.5866331    1813.5866331    1813.5866331
1819.7896894    1819.7896894    1819.7896894
1825.4606127    1825.4606127    1825.4606127
1830.5948040    1830.5948040    1830.5948040
1835.1872691    1835.1872691    1835.1872691
1839.2320136    1839.2320136    1839.2320136
1842.7206754    1842.7206754    1842.7206754
1845.6388442    1845.6388442    1845.6388442
1847.9496882    1847.9496882    1847.9496882
1849.5367253    1849.5367253    1849.5367253
1851.0664550    1851.0664550    1851.0664550
1853.7309691    1853.7309691    1853.7309691
The Unit Tests have PASSED

