

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 2 took 76.8779 seconds
Reached specified tolerance of (1E-10) in 29914 iterations
This translates to 1.83 iterations/element

Part E Sol w1   numpy .eig      numpy .eigh
********************************************
3.6371320812    3.6371320812    3.6371320812
11.395675124    11.395675124    11.395675124
23.935975567    23.935975567    23.935975567
41.334935043    41.334935043    41.334935043
63.610754838    63.610754838    63.610754838
90.763036627    90.763036627    90.763036627
122.78249348    122.78249348    122.78249348
159.65418822    159.65418822    159.65418822
201.35885960    201.35885960    201.35885960
247.87355065    247.87355065    247.87355065
299.17194210    299.17194210    299.17194210
355.22454722    355.22454722    355.22454722
415.99883598    415.99883598    415.99883598
481.45932116    481.45932116    481.45932116
551.56762289    551.56762289    551.56762289
626.28252083    626.28252083    626.28252083
705.55999898    705.55999898    705.55999898
789.35328633    789.35328633    789.35328633
877.61289516    877.61289516    877.61289516
970.28665830    970.28665830    970.28665830
1067.3197659    1067.3197659    1067.3197659
1168.6548027    1168.6548027    1168.6548027
1274.2317853    1274.2317853    1274.2317853
1383.9882008    1383.9882008    1383.9882008
1497.8590459    1497.8590459    1497.8590459
1615.7768675    1615.7768675    1615.7768675
1737.6718037    1737.6718037    1737.6718037
1863.4716268    1863.4716268    1863.4716268
1993.1017871    1993.1017871    1993.1017871
2126.4854577    2126.4854577    2126.4854577
2263.5435809    2263.5435809    2263.5435809
2404.1949155    2404.1949155    2404.1949155
2548.3560860    2548.3560860    2548.3560860
2695.9416315    2695.9416315    2695.9416315
2846.8640576    2846.8640576    2846.8640576
3001.0338883    3001.0338883    3001.0338883
3158.3597193    3158.3597193    3158.3597193
3318.7482722    3318.7482722    3318.7482722
3482.1044507    3482.1044507    3482.1044507
3648.3313963    3648.3313963    3648.3313963
3817.3305466    3817.3305466    3817.3305466
3989.0016935    3989.0016935    3989.0016935
4163.2430431    4163.2430431    4163.2430431
4339.9512755    4339.9512755    4339.9512755
4519.0216069    4519.0216069    4519.0216069
4700.3478517    4700.3478517    4700.3478517
4883.8224850    4883.8224850    4883.8224850
5069.3367070    5069.3367070    5069.3367070
5256.7805074    5256.7805074    5256.7805074
5446.0427307    5446.0427307    5446.0427307
5637.0111421    5637.0111421    5637.0111421
5829.5724943    5829.5724943    5829.5724943
6023.6125943    6023.6125943    6023.6125943
6219.0163717    6219.0163717    6219.0163717
6415.6679465    6415.6679465    6415.6679465
6613.4506980    6613.4506980    6613.4506980
6812.2473344    6812.2473344    6812.2473344
7011.9399614    7011.9399614    7011.9399614
7212.4101533    7212.4101533    7212.4101533
7413.5390224    7413.5390224    7413.5390224
7615.2072898    7615.2072898    7615.2072898
7817.2953563    7817.2953563    7817.2953563
8019.6833730    8019.6833730    8019.6833730
8222.2513127    8222.2513127    8222.2513127
8424.8790411    8424.8790411    8424.8790411
8627.4463876    8627.4463876    8627.4463876
8829.8332171    8829.8332171    8829.8332171
9031.9195010    9031.9195010    9031.9195010
9233.5853884    9233.5853884    9233.5853884
9434.7112770    9434.7112770    9434.7112770
9635.1778846    9635.1778846    9635.1778846
9834.8663191    9834.8663191    9834.8663191
10033.658149    10033.658149    10033.658149
10231.435475    10231.435475    10231.435475
10428.080999    10428.080999    10428.080999
10623.478091    10623.478091    10623.478091
10817.510863    10817.510863    10817.510863
11010.064236    11010.064236    11010.064236
11201.024007    11201.024007    11201.024007
11390.276915    11390.276915    11390.276915
11577.710714    11577.710714    11577.710714
11763.214234    11763.214234    11763.214234
11946.677450    11946.677450    11946.677450
12127.991545    12127.991545    12127.991545
12307.048977    12307.048977    12307.048977
12483.743541    12483.743541    12483.743541
12657.970430    12657.970430    12657.970430
12829.626303    12829.626303    12829.626303
12998.609340    12998.609340    12998.609340
13164.819305    13164.819305    13164.819305
13328.157606    13328.157606    13328.157606
13488.527352    13488.527352    13488.527352
13645.833410    13645.833410    13645.833410
13799.982464    13799.982464    13799.982464
13950.883067    13950.883067    13950.883067
14098.445696    14098.445696    14098.445696
14242.582805    14242.582805    14242.582805
14383.208876    14383.208876    14383.208876
14520.240473    14520.240473    14520.240473
14653.596284    14653.596284    14653.596284
14783.197176    14783.197176    14783.197176
14908.966237    14908.966237    14908.966237
15030.828822    15030.828822    15030.828822
15148.712597    15148.712597    15148.712597
15262.547581    15262.547581    15262.547581
15372.266186    15372.266186    15372.266186
15477.803254    15477.803254    15477.803254
15579.096099    15579.096099    15579.096099
15676.084536    15676.084536    15676.084536
15768.710917    15768.710917    15768.710917
15856.920163    15856.920163    15856.920163
15940.659791    15940.659791    15940.659791
16019.879938    16019.879938    16019.879938
16094.533386    16094.533386    16094.533386
16164.575579    16164.575579    16164.575579
16229.964638    16229.964638    16229.964638
16290.661363    16290.661363    16290.661363
16346.629233    16346.629233    16346.629233
16397.834389    16397.834389    16397.834389
16444.245594    16444.245594    16444.245594
16485.834157    16485.834157    16485.834157
16522.573801    16522.573801    16522.573801
16554.440402    16554.440402    16554.440402
16581.411504    16581.411504    16581.411504
16603.465266    16603.465266    16603.465266
16620.577968    16620.577968    16620.577968
16632.716729    16632.716729    16632.716729
16639.813160    16639.813160    16639.813160
The Unit Tests have PASSED

