

****************
Part E
****************

Solution for Part E with n = 128, omega = 1, and rho max = 128 took 2.48869 seconds
Reached specified tolerance of (1E-10) in 869 iterations
This translates to 0.05 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
3.6409866499    3.6409866499    3.6409866499
6.6386955185    6.6386955185    6.6386955185
11.294261321    11.294261321    11.294261321
18.070731577    18.070731577    18.070731577
26.868390790    26.868390790    26.868390790
37.658168387    37.658168387    37.658168387
50.429414335    50.429414335    50.429414335
65.177198877    65.177198877    65.177198877
81.898911605    81.898911605    81.898911605
100.59303820    100.59303820    100.59303820
121.25863916    121.25863916    121.25863916
143.89510057    143.89510057    143.89510057
168.50200425    168.50200425    168.50200425
195.07905553    195.07905553    195.07905553
223.62604077    223.62604077    223.62604077
254.14280131    254.14280131    254.14280131
286.62921688    286.62921688    286.62921688
321.08519462    321.08519462    321.08519462
357.51066170    357.51066170    357.51066170
395.90556023    395.90556023    395.90556023
436.26984357    436.26984357    436.26984357
478.60347375    478.60347375    478.60347375
522.90641956    522.90641956    522.90641956
569.17865508    569.17865508    569.17865508
617.42015861    617.42015861    617.42015861
667.63091187    667.63091187    667.63091187
719.81089931    719.81089931    719.81089931
773.96010768    773.96010768    773.96010768
830.07852555    830.07852555    830.07852555
888.16614305    888.16614305    888.16614305
948.22295161    948.22295161    948.22295161
1010.2489437    1010.2489437    1010.2489437
1074.2441129    1074.2441129    1074.2441129
1140.2084532    1140.2084532    1140.2084532
1208.1419597    1208.1419597    1208.1419597
1278.0446278    1278.0446278    1278.0446278
1349.9164535    1349.9164535    1349.9164535
1423.7574330    1423.7574330    1423.7574330
1499.5675633    1499.5675633    1499.5675633
1577.3468413    1577.3468413    1577.3468413
1657.0952646    1657.0952646    1657.0952646
1738.8128306    1738.8128306    1738.8128306
1822.4995374    1822.4995374    1822.4995374
1908.1553828    1908.1553828    1908.1553828
1995.7803652    1995.7803652    1995.7803652
2085.3744829    2085.3744829    2085.3744829
2176.9377344    2176.9377344    2176.9377344
2270.4701185    2270.4701185    2270.4701185
2365.9716338    2365.9716338    2365.9716338
2463.4422793    2463.4422793    2463.4422793
2562.8820538    2562.8820538    2562.8820538
2664.2909564    2664.2909564    2664.2909564
2767.6689862    2767.6689862    2767.6689862
2873.0161424    2873.0161424    2873.0161424
2980.3324242    2980.3324242    2980.3324242
3089.6178309    3089.6178309    3089.6178309
3200.8723619    3200.8723619    3200.8723619
3314.0960164    3314.0960164    3314.0960164
3429.2887940    3429.2887940    3429.2887940
3546.4506941    3546.4506941    3546.4506941
3665.5817162    3665.5817162    3665.5817162
3786.6818599    3786.6818599    3786.6818599
3909.7511246    3909.7511246    3909.7511246
4034.7895101    4034.7895101    4034.7895101
4161.7970159    4161.7970159    4161.7970159
4290.7736416    4290.7736416    4290.7736416
4421.7193869    4421.7193869    4421.7193869
4554.6342515    4554.6342515    4554.6342515
4689.5182352    4689.5182352    4689.5182352
4826.3713375    4826.3713375    4826.3713375
4965.1935582    4965.1935582    4965.1935582
5105.9848972    5105.9848972    5105.9848972
5248.7453541    5248.7453541    5248.7453541
5393.4749287    5393.4749287    5393.4749287
5540.1736209    5540.1736209    5540.1736209
5688.8414303    5688.8414303    5688.8414303
5839.4783569    5839.4783569    5839.4783569
5992.0844004    5992.0844004    5992.0844004
6146.6595607    6146.6595607    6146.6595607
6303.2038376    6303.2038376    6303.2038376
6461.7172309    6461.7172309    6461.7172309
6622.1997406    6622.1997406    6622.1997406
6784.6513664    6784.6513664    6784.6513664
6949.0721082    6949.0721082    6949.0721082
7115.4619659    7115.4619659    7115.4619659
7283.8209394    7283.8209394    7283.8209394
7454.1490285    7454.1490285    7454.1490285
7626.4462332    7626.4462332    7626.4462332
7800.7125534    7800.7125534    7800.7125534
7976.9479889    7976.9479889    7976.9479889
8155.1525396    8155.1525396    8155.1525396
8335.3262055    8335.3262055    8335.3262055
8517.4689864    8517.4689864    8517.4689864
8701.5808824    8701.5808824    8701.5808824
8887.6618932    8887.6618932    8887.6618932
9075.7120189    9075.7120189    9075.7120189
9265.7312593    9265.7312593    9265.7312593
9457.7196143    9457.7196143    9457.7196143
9651.6770840    9651.6770840    9651.6770840
9847.6036683    9847.6036683    9847.6036683
10045.499367    10045.499367    10045.499367
10245.364180    10245.364180    10245.364180
10447.198107    10447.198107    10447.198107
10651.001149    10651.001149    10651.001149
10856.773305    10856.773305    10856.773305
11064.514575    11064.514575    11064.514575
11274.224960    11274.224960    11274.224960
11485.904458    11485.904458    11485.904458
11699.553071    11699.553071    11699.553071
11915.170797    11915.170797    11915.170797
12132.757638    12132.757638    12132.757638
12352.313592    12352.313592    12352.313592
12573.838661    12573.838661    12573.838661
12797.332843    12797.332843    12797.332843
13022.796139    13022.796139    13022.796139
13250.228549    13250.228549    13250.228549
13479.630072    13479.630072    13479.630072
13711.000710    13711.000710    13711.000710
13944.340460    13944.340460    13944.340460
14179.649325    14179.649325    14179.649325
14416.927303    14416.927303    14416.927303
14656.174395    14656.174395    14656.174395
14897.390600    14897.390600    14897.390600
15140.575919    15140.575919    15140.575919
15385.730352    15385.730352    15385.730352
15632.853897    15632.853897    15632.853897
15881.946557    15881.946557    15881.946557
16133.012406    16133.012406    16133.012406
The Unit Tests have PASSED

