

****************
Part E
****************

Solution for Part E with n = 128, omega = 5, and rho max = 36 took 4.51461 seconds
Reached specified tolerance of (1E-10) in 1765 iterations
This translates to 0.11 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
16.767474217    16.767474217    16.767474217
33.669056988    33.669056988    33.669056988
47.871617545    47.871617545    47.871617545
60.704147877    60.704147877    60.704147877
76.889989571    76.889989571    76.889989571
97.590489636    97.590489636    97.590489636
122.47911972    122.47911972    122.47911972
151.40782544    151.40782544    151.40782544
184.31376360    184.31376360    184.31376360
221.16538078    221.16538078    221.16538078
261.94507981    261.94507981    261.94507981
306.64230637    306.64230637    306.64230637
355.25037373    355.25037373    355.25037373
407.76485775    407.76485775    407.76485775
464.18272572    464.18272572    464.18272572
524.50183617    524.50183617    524.50183617
588.72063836    588.72063836    588.72063836
656.83798460    656.83798460    656.83798460
728.85300915    728.85300915    728.85300915
804.76504798    804.76504798    804.76504798
884.57358408    884.57358408    884.57358408
968.27820954    968.27820954    968.27820954
1055.8785986    1055.8785986    1055.8785986
1147.3744884    1147.3744884    1147.3744884
1242.7656646    1242.7656646    1242.7656646
1342.0519509    1342.0519509    1342.0519509
1445.2332009    1445.2332009    1445.2332009
1552.3092926    1552.3092926    1552.3092926
1663.2801229    1663.2801229    1663.2801229
1778.1456047    1778.1456047    1778.1456047
1896.9056638    1896.9056638    1896.9056638
2019.5602364    2019.5602364    2019.5602364
2146.1092677    2146.1092677    2146.1092677
2276.5527103    2276.5527103    2276.5527103
2410.8905227    2410.8905227    2410.8905227
2549.1226689    2549.1226689    2549.1226689
2691.2491171    2691.2491171    2691.2491171
2837.2698396    2837.2698396    2837.2698396
2987.1848116    2987.1848116    2987.1848116
3140.9940113    3140.9940113    3140.9940113
3298.6974192    3298.6974192    3298.6974192
3460.2950180    3460.2950180    3460.2950180
3625.7867921    3625.7867921    3625.7867921
3795.1727275    3795.1727275    3795.1727275
3968.4528118    3968.4528118    3968.4528118
4145.6270336    4145.6270336    4145.6270336
4326.6953826    4326.6953826    4326.6953826
4511.6578495    4511.6578495    4511.6578495
4700.5144260    4700.5144260    4700.5144260
4893.2651042    4893.2651042    4893.2651042
5089.9098773    5089.9098773    5089.9098773
5290.4487388    5290.4487388    5290.4487388
5494.8816828    5494.8816828    5494.8816828
5703.2087039    5703.2087039    5703.2087039
5915.4297972    5915.4297972    5915.4297972
6131.5449582    6131.5449582    6131.5449582
6351.5541826    6351.5541826    6351.5541826
6575.4574665    6575.4574665    6575.4574665
6803.2548064    6803.2548064    6803.2548064
7034.9461989    7034.9461989    7034.9461989
7270.5316410    7270.5316410    7270.5316410
7510.0111298    7510.0111298    7510.0111298
7753.3846627    7753.3846627    7753.3846627
8000.6522371    8000.6522371    8000.6522371
8251.8138507    8251.8138507    8251.8138507
8506.8695015    8506.8695015    8506.8695015
8765.8191873    8765.8191873    8765.8191873
9028.6629064    9028.6629064    9028.6629064
9295.4006569    9295.4006569    9295.4006569
9566.0324371    9566.0324371    9566.0324371
9840.5582457    9840.5582457    9840.5582457
10118.978081    10118.978081    10118.978081
10401.291941    10401.291941    10401.291941
10687.499826    10687.499826    10687.499826
10977.601734    10977.601734    10977.601734
11271.597663    11271.597663    11271.597663
11569.487614    11569.487614    11569.487614
11871.271584    11871.271584    11871.271584
12176.949572    12176.949572    12176.949572
12486.521579    12486.521579    12486.521579
12799.987602    12799.987602    12799.987602
13117.347642    13117.347642    13117.347642
13438.601697    13438.601697    13438.601697
13763.749766    13763.749766    13763.749766
14092.791850    14092.791850    14092.791850
14425.727947    14425.727947    14425.727947
14762.558056    14762.558056    14762.558056
15103.282178    15103.282178    15103.282178
15447.900311    15447.900311    15447.900311
15796.412455    15796.412455    15796.412455
16148.818610    16148.818610    16148.818610
16505.118774    16505.118774    16505.118774
16865.312948    16865.312948    16865.312948
17229.401131    17229.401131    17229.401131
17597.383323    17597.383323    17597.383323
17969.259523    17969.259523    17969.259523
18345.029731    18345.029731    18345.029731
18724.693946    18724.693946    18724.693946
19108.252168    19108.252168    19108.252168
19495.704398    19495.704398    19495.704398
19887.050633    19887.050633    19887.050633
20282.290875    20282.290875    20282.290875
20681.425123    20681.425123    20681.425123
21084.453376    21084.453376    21084.453376
21491.375634    21491.375634    21491.375634
21902.191898    21902.191898    21902.191898
22316.902166    22316.902166    22316.902166
22735.506439    22735.506439    22735.506439
23158.004717    23158.004717    23158.004717
23584.396998    23584.396998    23584.396998
24014.683283    24014.683283    24014.683283
24448.863572    24448.863572    24448.863572
24886.937864    24886.937864    24886.937864
25328.906160    25328.906160    25328.906160
25774.768459    25774.768459    25774.768459
26224.524760    26224.524760    26224.524760
26678.175065    26678.175065    26678.175065
27135.719371    27135.719371    27135.719371
27597.157681    27597.157681    27597.157681
28062.489993    28062.489993    28062.489993
28531.716306    28531.716306    28531.716306
29004.836622    29004.836622    29004.836622
29481.850940    29481.850940    29481.850940
29962.759259    29962.759259    29962.759259
30447.561580    30447.561580    30447.561580
30936.257902    30936.257902    30936.257902
31428.848337    31428.848337    31428.848337
31925.661937    31925.661937    31925.661937
The Unit Tests have PASSED

