

****************
Part E
****************

Solution for Part E with n = 64, omega = 0, and rho max = 128 took 4.338 seconds
Reached specified tolerance of (1E-10) in 5793 iterations
This translates to 1.41 iterations/element

Part E Sol w1   numpy .eig      numpy .eigh
********************************************
0.1056885229    0.1056885229    0.1056885229
0.1410795684    0.1410795684    0.1410795684
0.1768370712    0.1768370712    0.1768370712
0.2127631670    0.2127631670    0.2127631670
0.2487183246    0.2487183246    0.2487183246
0.2846014200    0.2846014200    0.2846014200
0.3203368871    0.3203368871    0.3203368871
0.3558664626    0.3558664626    0.3558664626
0.3911438045    0.3911438045    0.3911438045
0.4261309084    0.4261309084    0.4261309084
0.4607956599    0.4607956599    0.4607956599
0.4951101213    0.4951101213    0.4951101213
0.5290492954    0.5290492954    0.5290492954
0.5625902085    0.5625902085    0.5625902085
0.5957112049    0.5957112049    0.5957112049
0.6283913826    0.6283913826    0.6283913826
0.6606101199    0.6606101199    0.6606101199
0.6923466569    0.6923466569    0.6923466569
0.7235797011    0.7235797011    0.7235797011
0.7542870340    0.7542870340    0.7542870340
0.7844450902    0.7844450902    0.7844450902
0.8140284847    0.8140284847    0.8140284847
0.8430094491    0.8430094491    0.8430094491
0.8713571320    0.8713571320    0.8713571320
0.8990366910    0.8990366910    0.8990366910
0.9260080689    0.9260080689    0.9260080689
0.9522242746    0.9522242746    0.9522242746
0.9776288671    0.9776288671    0.9776288671
1.0021521034    1.0021521034    1.0021521034
1.0257049513    1.0257049513    1.0257049513
1.0481717948    1.0481717948    1.0481717948
1.0694144252    1.0694144252    1.0694144252
1.0892192763    1.0892192763    1.0892192763
1.1057788903    1.1057788903    1.1057788903
1.1181759536    1.1181759536    1.1181759536
1.1365089670    1.1365089670    1.1365089670
1.1589681591    1.1589681591    1.1589681591
1.1834690552    1.1834690552    1.1834690552
1.2095143847    1.2095143847    1.2095143847
1.2368931573    1.2368931573    1.2368931573
1.2411459740    1.2411459740    1.2411459740
1.2654830347    1.2654830347    1.2654830347
1.2952027624    1.2952027624    1.2952027624
1.3259942100    1.3259942100    1.3259942100
1.3578140746    1.3578140746    1.3578140746
1.3906304079    1.3906304079    1.3906304079
1.4244239574    1.4244239574    1.4244239574
1.4591984015    1.4591984015    1.4591984015
1.4950074997    1.4950074997    1.4950074997
1.5320028820    1.5320028820    1.5320028820
1.5704795528    1.5704795528    1.5704795528
1.6108657501    1.6108657501    1.6108657501
1.6536403865    1.6536403865    1.6536403865
1.6992492802    1.6992492802    1.6992492802
1.7480908676    1.7480908676    1.7480908676
1.8005611047    1.8005611047    1.8005611047
1.8571163010    1.8571163010    1.8571163010
1.9183387022    1.9183387022    1.9183387022
1.9850171253    1.9850171253    1.9850171253
2.0582742664    2.0582742664    2.0582742664
2.1398076779    2.1398076779    2.1398076779
2.2324237744    2.2324237744    2.2324237744
2.3414998775    2.3414998775    2.3414998775
2.4808727244    2.4808727244    2.4808727244
The Unit Tests have PASSED

