

****************
Part E
****************

Solution for Part E with n = 64, omega = 0, and rho max = 128 took 0.292895 seconds
Reached specified tolerance of (1E-10) in 329 iterations
This translates to 0.08 iterations/element

Part E Sol w2   numpy .eig      numpy .eigh
********************************************
1.9681253821    1.9681253821    1.9681253821
4.6584601174    4.6584601174    4.6584601174
9.4143288455    9.4143288455    9.4143288455
16.156396529    16.156396529    16.156396529
24.855394065    24.855394065    24.855394065
35.502175097    35.502175097    35.502175097
48.092902777    48.092902777    48.092902777
62.625679906    62.625679906    62.625679906
79.099459934    79.099459934    79.099459934
97.513618073    97.513618073    97.513618073
117.86775822    117.86775822    117.86775822
140.16161711    140.16161711    140.16161711
164.39501290    164.39501290    164.39501290
190.56781596    190.56781596    190.56781596
218.67993139    218.67993139    218.67993139
248.73128812    248.73128812    248.73128812
280.72183186    280.72183186    280.72183186
314.65152045    314.65152045    314.65152045
350.52032060    350.52032060    350.52032060
388.32820575    388.32820575    388.32820575
428.07515436    428.07515436    428.07515436
469.76114888    469.76114888    469.76114888
513.38617476    513.38617476    513.38617476
558.95021993    558.95021993    558.95021993
606.45327423    606.45327423    606.45327423
655.89532907    655.89532907    655.89532907
707.27637715    707.27637715    707.27637715
760.59641219    760.59641219    760.59641219
815.85542881    815.85542881    815.85542881
873.05342233    873.05342233    873.05342233
932.19038866    932.19038866    932.19038866
993.26632426    993.26632426    993.26632426
1056.2812260    1056.2812260    1056.2812260
1121.2350911    1121.2350911    1121.2350911
1188.1279171    1188.1279171    1188.1279171
1256.9597019    1256.9597019    1256.9597019
1327.7304435    1327.7304435    1327.7304435
1400.4401402    1400.4401402    1400.4401402
1475.0887904    1475.0887904    1475.0887904
1551.6763928    1551.6763928    1551.6763928
1630.2029460    1630.2029460    1630.2029460
1710.6684490    1710.6684490    1710.6684490
1793.0729006    1793.0729006    1793.0729006
1877.4163000    1877.4163000    1877.4163000
1963.6986463    1963.6986463    1963.6986463
2051.9199387    2051.9199387    2051.9199387
2142.0801765    2142.0801765    2142.0801765
2234.1793591    2234.1793591    2234.1793591
2328.2174858    2328.2174858    2328.2174858
2424.1945560    2424.1945560    2424.1945560
2522.1105694    2522.1105694    2522.1105694
2621.9655253    2621.9655253    2621.9655253
2723.7594234    2723.7594234    2723.7594234
2827.4922633    2827.4922633    2827.4922633
2933.1640446    2933.1640446    2933.1640446
3040.7747669    3040.7747669    3040.7747669
3150.3244299    3150.3244299    3150.3244299
3261.8130333    3261.8130333    3261.8130333
3375.2405769    3375.2405769    3375.2405769
3490.6070603    3490.6070603    3490.6070603
3607.9124834    3607.9124834    3607.9124834
3727.1568459    3727.1568459    3727.1568459
3848.3401475    3848.3401475    3848.3401475
3971.4629199    3971.4629199    3971.4629199
The Unit Tests have PASSED

