

****************
Part E
****************

Solution for Part E with n = 64, omega = 5, and rho max = 36 took 0.345259 seconds
Reached specified tolerance of (1E-10) in 421 iterations
This translates to 0.10 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
15.519842530    15.519842530    15.519842530
38.292346095    38.292346095    38.292346095
76.220573379    76.220573379    76.220573379
129.71403801    129.71403801    129.71403801
198.62526124    198.62526124    198.62526124
282.91142135    282.91142135    282.91142135
382.55554642    382.55554642    382.55554642
497.54953559    497.54953559    497.54953559
627.88902933    627.88902933    627.88902933
773.57147272    773.57147272    773.57147272
934.59526928    934.59526928    934.59526928
1110.9593701    1110.9593701    1110.9593701
1302.6630578    1302.6630578    1302.6630578
1509.7058249    1509.7058249    1509.7058249
1732.0873026    1732.0873026    1732.0873026
1969.8072163    1969.8072163    1969.8072163
2222.8653572    2222.8653572    2222.8653572
2491.2615641    2491.2615641    2491.2615641
2774.9957101    2774.9957101    2774.9957101
3074.0676943    3074.0676943    3074.0676943
3388.4774353    3388.4774353    3388.4774353
3718.2248667    3718.2248667    3718.2248667
4063.3099338    4063.3099338    4063.3099338
4423.7325914    4423.7325914    4423.7325914
4799.4928014    4799.4928014    4799.4928014
5190.5905316    5190.5905316    5190.5905316
5597.0257548    5597.0257548    5597.0257548
6018.7984477    6018.7984477    6018.7984477
6455.9085902    6455.9085902    6455.9085902
6908.3561650    6908.3561650    6908.3561650
7376.1411568    7376.1411568    7376.1411568
7859.2635527    7859.2635527    7859.2635527
8357.7233409    8357.7233409    8357.7233409
8871.5205114    8871.5205114    8871.5205114
9400.6550550    9400.6550550    9400.6550550
9945.1269638    9945.1269638    9945.1269638
10504.936230    10504.936230    10504.936230
11080.082849    11080.082849    11080.082849
11670.566813    11670.566813    11670.566813
12276.388118    12276.388118    12276.388118
12897.546760    12897.546760    12897.546760
13534.042733    13534.042733    13534.042733
14185.876035    14185.876035    14185.876035
14853.046662    14853.046662    14853.046662
15535.554610    15535.554610    15535.554610
16233.399877    16233.399877    16233.399877
16946.582460    16946.582460    16946.582460
17675.102356    17675.102356    17675.102356
18418.959565    18418.959565    18418.959565
19178.154083    19178.154083    19178.154083
19952.685908    19952.685908    19952.685908
20742.555040    20742.555040    20742.555040
21547.761476    21547.761476    21547.761476
22368.305214    22368.305214    22368.305214
23204.186255    23204.186255    23204.186255
24055.404595    24055.404595    24055.404595
24921.960235    24921.960235    24921.960235
25803.853173    25803.853173    25803.853173
26701.083407    26701.083407    26701.083407
27613.650938    27613.650938    27613.650938
28541.555764    28541.555764    28541.555764
29484.797884    29484.797884    29484.797884
30443.377298    30443.377298    30443.377298
31417.304748    31417.304748    31417.304748
The Unit Tests have PASSED

