

****************
Part E
****************

Solution for Part E with n = 64, omega = 1, and rho max = 2 took 5.6213 seconds
Reached specified tolerance of (1E-10) in 7416 iterations
This translates to 1.81 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
4.7994427939    4.7994427939    4.7994427939
12.680921132    12.680921132    12.680921132
25.217021746    25.217021746    25.217021746
42.559914127    42.559914127    42.559914127
64.706652416    64.706652416    64.706652416
91.620459963    91.620459963    91.620459963
123.24617504    123.24617504    123.24617504
159.51445703    159.51445703    159.51445703
200.34349708    200.34349708    200.34349708
245.63991302    245.63991302    245.63991302
295.29932629    295.29932629    295.29932629
349.20680452    349.20680452    349.20680452
407.23724748    407.23724748    407.23724748
469.25575233    469.25575233    469.25575233
535.11797618    535.11797618    535.11797618
604.67050512    604.67050512    604.67050512
677.75123461    677.75123461    677.75123461
754.18976389    754.18976389    754.18976389
833.80780530    833.80780530    833.80780530
916.41960927    916.41960927    916.41960927
1001.8324044    1001.8324044    1001.8324044
1089.8468527    1089.8468527    1089.8468527
1180.2575190    1180.2575190    1180.2575190
1272.8533534    1272.8533534    1272.8533534
1367.4181868    1367.4181868    1367.4181868
1463.7312375    1463.7312375    1463.7312375
1561.5676286    1561.5676286    1561.5676286
1660.6989137    1660.6989137    1660.6989137
1760.8936121    1760.8936121    1760.8936121
1861.9177497    1861.9177497    1861.9177497
1963.5354064    1963.5354064    1963.5354064
2065.5092669    2065.5092669    2065.5092669
2167.6011757    2167.6011757    2167.6011757
2269.5726933    2269.5726933    2269.5726933
2371.1856533    2371.1856533    2371.1856533
2472.2027181    2472.2027181    2472.2027181
2572.3879334    2572.3879334    2572.3879334
2671.5072788    2671.5072788    2671.5072788
2769.3292138    2769.3292138    2769.3292138
2865.6252181    2865.6252181    2865.6252181
2960.1703242    2960.1703242    2960.1703242
3052.7436418    3052.7436418    3052.7436418
3143.1288728    3143.1288728    3143.1288728
3231.1148139    3231.1148139    3231.1148139
3316.4958484    3316.4958484    3316.4958484
3399.0724235    3399.0724235    3399.0724235
3478.6515127    3478.6515127    3478.6515127
3555.0470622    3555.0470622    3555.0470622
3628.0804196    3628.0804196    3628.0804196
3697.5807435    3697.5807435    3697.5807435
3763.3853915    3763.3853915    3763.3853915
3825.3402866    3825.3402866    3825.3402866
3883.3002561    3883.3002561    3883.3002561
3937.1293422    3937.1293422    3937.1293422
3986.7010766    3986.7010766    3986.7010766
4031.8987096    4031.8987096    4031.8987096
4072.6153761    4072.6153761    4072.6153761
4108.7541629    4108.7541629    4108.7541629
4140.2280008    4140.2280008    4140.2280008
4166.9591909    4166.9591909    4166.9591909
4188.8780180    4188.8780180    4188.8780180
4205.9184567    4205.9184567    4205.9184567
4218.0001385    4218.0001385    4218.0001385
4224.9008113    4224.9008113    4224.9008113
The Unit Tests have PASSED

