

****************
Part E
****************

Solution for Part E with n = 16, omega = 5, and rho max = 2 took 0.044812 seconds
Reached specified tolerance of (1E-10) in 422 iterations
This translates to 1.65 iterations/element

Part E Sol w4   numpy .eig      numpy .eigh
********************************************
17.334407294    17.334407294    17.334407294
36.530814389    36.530814389    36.530814389
55.555154835    55.555154835    55.555154835
74.609903464    74.609903464    74.609903464
94.676546085    94.676546085    94.676546085
116.82478695    116.82478695    116.82478695
141.09668941    141.09668941    141.09668941
166.77871108    166.77871108    166.77871108
192.93197128    192.93197128    192.93197128
218.57067617    218.57067617    218.57067617
242.69376031    242.69376031    242.69376031
264.25154029    264.25154029    264.25154029
281.98501959    281.98501959    281.98501959
296.38255500    296.38255500    296.38255500
314.81384614    314.81384614    314.81384614
343.34687292    343.34687292    343.34687292
The Unit Tests have PASSED

