

****************
Part E
****************

Solution for Part E with n = 128, omega = 1, and rho max = 2 took 76.1986 seconds
Reached specified tolerance of (1E-10) in 29856 iterations
This translates to 1.82 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
4.7999407959    4.7999407959    4.7999407959
12.687169330    12.687169330    12.687169330
25.247228291    25.247228291    25.247228291
42.653708890    42.653708890    42.653708890
64.933573433    64.933573433    64.933573433
92.088352958    92.088352958    92.088352958
124.10947845    124.10947845    124.10947845
160.98234963    160.98234963    160.98234963
202.68788451    202.68788451    202.68788451
249.20322971    249.20322971    249.20322971
300.50212958    300.50212958    300.50212958
356.55513833    356.55513833    356.55513833
417.32975331    417.32975331    417.32975331
482.79050622    482.79050622    482.79050622
552.89903061    552.89903061    552.89903061
627.61411588    627.61411588    627.61411588
706.89175325    706.89175325    706.89175325
790.68517716    790.68517716    790.68517716
878.94490409    878.94490409    878.94490409
971.61877010    971.61877010    971.61877010
1068.6519679    1068.6519679    1068.6519679
1169.9870843    1169.9870843    1169.9870843
1275.5641375    1275.5641375    1275.5641375
1385.3206159    1385.3206159    1385.3206159
1499.1915174    1499.1915174    1499.1915174
1617.1093897    1617.1093897    1617.1093897
1739.0043717    1739.0043717    1739.0043717
1864.8042363    1864.8042363    1864.8042363
1994.4344344    1994.4344344    1994.4344344
2127.8181395    2127.8181395    2127.8181395
2264.8762942    2264.8762942    2264.8762942
2405.5276579    2405.5276579    2405.5276579
2549.6888550    2549.6888550    2549.6888550
2697.2744251    2697.2744251    2697.2744251
2848.1968741    2848.1968741    2848.1968741
3002.3667259    3002.3667259    3002.3667259
3159.6925765    3159.6925765    3159.6925765
3320.0811478    3320.0811478    3320.0811478
3483.4373433    3483.4373433    3483.4373433
3649.6643049    3649.6643049    3649.6643049
3818.6634702    3818.6634702    3818.6634702
3990.3346312    3990.3346312    3990.3346312
4164.5759939    4164.5759939    4164.5759939
4341.2842388    4341.2842388    4341.2842388
4520.3545820    4520.3545820    4520.3545820
4701.6808378    4701.6808378    4701.6808378
4885.1554816    4885.1554816    4885.1554816
5070.6697136    5070.6697136    5070.6697136
5258.1135235    5258.1135235    5258.1135235
5447.3757558    5447.3757558    5447.3757558
5638.3441758    5638.3441758    5638.3441758
5830.9055361    5830.9055361    5830.9055361
6024.9456439    6024.9456439    6024.9456439
6220.3494287    6220.3494287    6220.3494287
6417.0010106    6417.0010106    6417.0010106
6614.7837691    6614.7837691    6614.7837691
6813.5804120    6813.5804120    6813.5804120
7013.2730453    7013.2730453    7013.2730453
7213.7432433    7213.7432433    7213.7432433
7414.8721183    7414.8721183    7414.8721183
7616.5403914    7616.5403914    7616.5403914
7818.6284633    7818.6284633    7818.6284633
8021.0164853    8021.0164853    8021.0164853
8223.5844302    8223.5844302    8223.5844302
8426.2121636    8426.2121636    8426.2121636
8628.7795149    8628.7795149    8628.7795149
8831.1663492    8831.1663492    8831.1663492
9033.2526377    9033.2526377    9033.2526377
9234.9185296    9234.9185296    9234.9185296
9436.0444227    9436.0444227    9436.0444227
9636.5110346    9636.5110346    9636.5110346
9836.1994733    9836.1994733    9836.1994733
10034.991307    10034.991307    10034.991307
10232.768638    10232.768638    10232.768638
10429.414165    10429.414165    10429.414165
10624.811261    10624.811261    10624.811261
10818.844038    10818.844038    10818.844038
11011.397415    11011.397415    11011.397415
11202.357189    11202.357189    11202.357189
11391.610101    11391.610101    11391.610101
11579.043904    11579.043904    11579.043904
11764.547428    11764.547428    11764.547428
11948.010648    11948.010648    11948.010648
12129.324747    12129.324747    12129.324747
12308.382183    12308.382183    12308.382183
12485.076750    12485.076750    12485.076750
12659.303643    12659.303643    12659.303643
12830.959520    12830.959520    12830.959520
12999.942561    12999.942561    12999.942561
13166.152530    13166.152530    13166.152530
13329.490835    13329.490835    13329.490835
13489.860584    13489.860584    13489.860584
13647.166647    13647.166647    13647.166647
13801.315705    13801.315705    13801.315705
13952.216312    13952.216312    13952.216312
14099.778945    14099.778945    14099.778945
14243.916057    14243.916057    14243.916057
14384.542133    14384.542133    14384.542133
14521.573733    14521.573733    14521.573733
14654.929548    14654.929548    14654.929548
14784.530444    14784.530444    14784.530444
14910.299508    14910.299508    14910.299508
15032.162096    15032.162096    15032.162096
15150.045874    15150.045874    15150.045874
15263.880861    15263.880861    15263.880861
15373.599467    15373.599467    15373.599467
15479.136536    15479.136536    15479.136536
15580.429380    15580.429380    15580.429380
15677.417814    15677.417814    15677.417814
15770.044191    15770.044191    15770.044191
15858.253429    15858.253429    15858.253429
15941.993044    15941.993044    15941.993044
16021.213173    16021.213173    16021.213173
16095.866595    16095.866595    16095.866595
16165.908750    16165.908750    16165.908750
16231.297754    16231.297754    16231.297754
16291.994399    16291.994399    16291.994399
16347.962152    16347.962152    16347.962152
16399.167135    16399.167135    16399.167135
16445.578076    16445.578076    16445.578076
16487.166225    16487.166225    16487.166225
16523.905193    16523.905193    16523.905193
16555.770632    16555.770632    16555.770632
16582.739578    16582.739578    16582.739578
16604.788906    16604.788906    16604.788906
16621.890895    16621.890895    16621.890895
16633.995083    16633.995083    16633.995083
16640.900608    16640.900608    16640.900608
The Unit Tests have PASSED

