

****************
Part E
****************

Solution for Part E with n = 128, omega = 1, and rho max = 6 took 73.8698 seconds
Reached specified tolerance of (1E-10) in 28640 iterations
This translates to 1.75 iterations/element

Part E Sol w3   numpy .eig      numpy .eigh
********************************************
4.0571683971    4.0571683971    4.0571683971
7.9064269109    7.9064269109    7.9064269109
11.811255164    11.811255164    11.811255164
15.741160470    15.741160470    15.741160470
19.684516607    19.684516607    19.684516607
23.638087212    23.638087212    23.638087212
27.620978096    27.620978096    27.620978096
31.731087919    31.731087919    31.731087919
36.169250278    36.169250278    36.169250278
41.112941905    41.112941905    41.112941905
46.627816000    46.627816000    46.627816000
52.715303294    52.715303294    52.715303294
59.361830263    59.361830263    59.361830263
66.553980797    66.553980797    66.553980797
74.280605375    74.280605375    74.280605375
82.532344440    82.532344440    82.532344440
91.300975843    91.300975843    91.300975843
100.57894072    100.57894072    100.57894072
110.35903262    110.35903262    110.35903262
120.63419694    120.63419694    120.63419694
131.39740044    131.39740044    131.39740044
142.64154544    142.64154544    142.64154544
154.35941258    154.35941258    154.35941258
166.54362232    166.54362232    166.54362232
179.18660913    179.18660913    179.18660913
192.28060416    192.28060416    192.28060416
205.81762393    205.81762393    205.81762393
219.78946334    219.78946334    219.78946334
234.18769161    234.18769161    234.18769161
249.00365067    249.00365067    249.00365067
264.22845506    264.22845506    264.22845506
279.85299328    279.85299328    279.85299328
295.86793007    295.86793007    295.86793007
312.26370947    312.26370947    312.26370947
329.03055857    329.03055857    329.03055857
346.15849172    346.15849172    346.15849172
363.63731522    363.63731522    363.63731522
381.45663234    381.45663234    381.45663234
399.60584867    399.60584867    399.60584867
418.07417767    418.07417767    418.07417767
436.85064660    436.85064660    436.85064660
455.92410246    455.92410246    455.92410246
475.28321828    475.28321828    475.28321828
494.91649950    494.91649950    494.91649950
514.81229052    514.81229052    514.81229052
534.95878134    534.95878134    534.95878134
555.34401445    555.34401445    555.34401445
575.95589165    575.95589165    575.95589165
596.78218118    596.78218118    596.78218118
617.81052479    617.81052479    617.81052479
639.02844497    639.02844497    639.02844497
660.42335229    660.42335229    660.42335229
681.98255275    681.98255275    681.98255275
703.69325525    703.69325525    703.69325525
725.54257912    725.54257912    725.54257912
747.51756168    747.51756168    747.51756168
769.60516590    769.60516590    769.60516590
791.79228809    791.79228809    791.79228809
814.06576561    814.06576561    814.06576561
836.41238463    836.41238463    836.41238463
858.81888797    858.81888797    858.81888797
881.27198288    881.27198288    881.27198288
903.75834893    903.75834893    903.75834893
926.26464587    926.26464587    926.26464587
948.77752146    948.77752146    948.77752146
971.28361945    971.28361945    971.28361945
993.76958739    993.76958739    993.76958739
1016.2220845    1016.2220845    1016.2220845
1038.6277897    1038.6277897    1038.6277897
1060.9734094    1060.9734094    1060.9734094
1083.2456850    1083.2456850    1083.2456850
1105.4314014    1105.4314014    1105.4314014
1127.5173943    1127.5173943    1127.5173943
1149.4905579    1149.4905579    1149.4905579
1171.3378531    1171.3378531    1171.3378531
1193.0463147    1193.0463147    1193.0463147
1214.6030592    1214.6030592    1214.6030592
1235.9952924    1235.9952924    1235.9952924
1257.2103169    1257.2103169    1257.2103169
1278.2355395    1278.2355395    1278.2355395
1299.0584786    1299.0584786    1299.0584786
1319.6667715    1319.6667715    1319.6667715
1340.0481816    1340.0481816    1340.0481816
1360.1906054    1360.1906054    1360.1906054
1380.0820798    1380.0820798    1380.0820798
1399.7107884    1399.7107884    1399.7107884
1419.0650691    1419.0650691    1419.0650691
1438.1334202    1438.1334202    1438.1334202
1456.9045069    1456.9045069    1456.9045069
1475.3671680    1475.3671680    1475.3671680
1493.5104218    1493.5104218    1493.5104218
1511.3234721    1511.3234721    1511.3234721
1528.7957145    1528.7957145    1528.7957145
1545.9167411    1545.9167411    1545.9167411
1562.6763468    1562.6763468    1562.6763468
1579.0645335    1579.0645335    1579.0645335
1595.0715154    1595.0715154    1595.0715154
1610.6877229    1610.6877229    1610.6877229
1625.9038068    1625.9038068    1625.9038068
1640.7106410    1640.7106410    1640.7106410
1655.0993257    1655.0993257    1655.0993257
1669.0611889    1669.0611889    1669.0611889
1682.5877870    1682.5877870    1682.5877870
1695.6709041    1695.6709041    1695.6709041
1708.3025498    1708.3025498    1708.3025498
1720.4749546    1720.4749546    1720.4749546
1732.1805615    1732.1805615    1732.1805615
1743.4120152    1743.4120152    1743.4120152
1754.1621435    1754.1621435    1754.1621435
1764.4239324    1764.4239324    1764.4239324
1774.1904887    1774.1904887    1774.1904887
1783.4549865    1783.4549865    1783.4549865
1792.2105883    1792.2105883    1792.2105883
1800.4503274    1800.4503274    1800.4503274
1808.1669297    1808.1669297    1808.1669297
1815.3525343    1815.3525343    1815.3525343
1821.9982406    1821.9982406    1821.9982406
1828.0933381    1828.0933381    1828.0933381
1833.6239044    1833.6239044    1833.6239044
1838.5699920    1838.5699920    1838.5699920
1842.8988945    1842.8988945    1842.8988945
1846.5409976    1846.5409976    1846.5409976
1849.3493177    1849.3493177    1849.3493177
1851.8926052    1851.8926052    1851.8926052
1855.3519173    1855.3519173    1855.3519173
1859.8752491    1859.8752491    1859.8752491
1865.6658088    1865.6658088    1865.6658088
1873.5252746    1873.5252746    1873.5252746
The Unit Tests have PASSED

