

****************
Part D
****************

Solution for Part D with n = 128, omega = 11, and rho max = 2 took 76.1153 seconds
Reached specified tolerance of (1E-10) in 29458 iterations
This translates to 1.80 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
33.126916199  33.126916199  33.126916199
77.271678837  77.271678837  77.271678837
121.38706506  121.38706506  121.38706506
165.47304549  165.47304549  165.47304549
209.52959346  209.52959346  209.52959346
253.55678425  253.55678425  253.55678425
297.55688065  297.55688065  297.55688065
341.55973293  341.55973293  341.55973293
385.78963753  385.78963753  385.78963753
431.14534771  431.14534771  431.14534771
479.39757634  479.39757634  479.39757634
532.18463656  532.18463656  532.18463656
590.18590345  590.18590345  590.18590345
653.43984077  653.43984077  653.43984077
721.80223478  721.80223478  721.80223478
795.11927139  795.11927139  795.11927139
873.26030812  873.26030812  873.26030812
956.11597768  956.11597768  956.11597768
1043.5917074  1043.5917074  1043.5917074
1135.6024250  1135.6024250  1135.6024250
1232.0688872  1232.0688872  1232.0688872
1332.9152209  1332.9152209  1332.9152209
1438.0672739  1438.0672739  1438.0672739
1547.4514969  1547.4514969  1547.4514969
1660.9941773  1660.9941773  1660.9941773
1778.6209072  1778.6209072  1778.6209072
1900.2562113  1900.2562113  1900.2562113
2025.8232874  2025.8232874  2025.8232874
2155.2438247  2155.2438247  2155.2438247
2288.4378787  2288.4378787  2288.4378787
2425.3237887  2425.3237887  2425.3237887
2565.8181248  2565.8181248  2565.8181248
2709.8356595  2709.8356595  2709.8356595
2857.2893555  2857.2893555  2857.2893555
3008.0903693  3008.0903693  3008.0903693
3162.1480639  3162.1480639  3162.1480639
3319.3700310  3319.3700310  3319.3700310
3479.6621205  3479.6621205  3479.6621205
3642.9284751  3642.9284751  3642.9284751
3809.0715696  3809.0715696  3809.0715696
3977.9922551  3977.9922551  3977.9922551
4149.5898054  4149.5898054  4149.5898054
4323.7619671  4323.7619671  4323.7619671
4500.4050116  4500.4050116  4500.4050116
4679.4137900  4679.4137900  4679.4137900
4860.6817890  4860.6817890  4860.6817890
5044.1011896  5044.1011896  5044.1011896
5229.5629260  5229.5629260  5229.5629260
5416.9567469  5416.9567469  5416.9567469
5606.1712777  5606.1712777  5606.1712777
5797.0940835  5797.0940835  5797.0940835
5989.6117336  5989.6117336  5989.6117336
6183.6098663  6183.6098663  6183.6098663
6378.9732551  6378.9732551  6378.9732551
6575.5858755  6575.5858755  6575.5858755
6773.3309718  6773.3309718  6773.3309718
6972.0911254  6972.0911254  6972.0911254
7171.7483231  7171.7483231  7171.7483231
7372.1840263  7372.1840263  7372.1840263
7573.2792398  7573.2792398  7573.2792398
7774.9145817  7774.9145817  7774.9145817
7976.9703535  7976.9703535  7976.9703535
8179.3266099  8179.3266099  8179.3266099
8381.8632295  8381.8632295  8381.8632295
8584.4599853  8584.4599853  8584.4599853
8786.9966148  8786.9966148  8786.9966148
8989.3528912  8989.3528912  8989.3528912
9191.4086937  9191.4086937  9191.4086937
9393.0440779  9393.0440779  9393.0440779
9594.1393465  9594.1393465  9594.1393465
9794.5751192  9794.5751192  9794.5751192
9994.2324027  9994.2324027  9994.2324027
10192.992660  10192.992660  10192.992660
10390.737882  10390.737882  10390.737882
10587.350653  10587.350653  10587.350653
10782.714222  10782.714222  10782.714222
10976.712568  10976.712568  10976.712568
11169.230470  11169.230470  11169.230470
11360.153574  11360.153574  11360.153574
11549.368456  11549.368456  11549.368456
11736.762691  11736.762691  11736.762691
11922.224914  11922.224914  11922.224914
12105.644887  12105.644887  12105.644887
12286.913559  12286.913559  12286.913559
12465.923128  12465.923128  12465.923128
12642.567102  12642.567102  12642.567102
12816.740357  12816.740357  12816.740357
12988.339194  12988.339194  12988.339194
13157.261395  13157.261395  13157.261395
13323.406275  13323.406275  13323.406275
13486.674738  13486.674738  13486.674738
13646.969320  13646.969320  13646.969320
13804.194240  13804.194240  13804.194240
13958.255438  13958.255438  13958.255438
14109.060622  14109.060622  14109.060622
14256.519291  14256.519291  14256.519291
14400.542778  14400.542778  14400.542778
14541.044259  14541.044259  14541.044259
14677.938779  14677.938779  14677.938779
14811.143252  14811.143252  14811.143252
14940.576453  14940.576453  14940.576453
15066.159000  15066.159000  15066.159000
15187.813309  15187.813309  15187.813309
15305.463529  15305.463529  15305.463529
15419.035439  15419.035439  15419.035439
15528.456307  15528.456307  15528.456307
15633.654685  15633.654685  15633.654685
15734.560122  15734.560122  15734.560122
15831.102765  15831.102765  15831.102765
15923.212801  15923.212801  15923.212801
16010.819659  16010.819659  16010.819659
16093.850874  16093.850874  16093.850874
16172.230413  16172.230413  16172.230413
16245.876180  16245.876180  16245.876180
16314.696161  16314.696161  16314.696161
16378.582227  16378.582227  16378.582227
16437.399677  16437.399677  16437.399677
16490.968250  16490.968250  16490.968250
16539.023957  16539.023957  16539.023957
16581.129640  16581.129640  16581.129640
16616.517390  16616.517390  16616.517390
16645.914681  16645.914681  16645.914681
16677.248288  16677.248288  16677.248288
16716.561002  16716.561002  16716.561002
16764.649896  16764.649896  16764.649896
16822.877683  16822.877683  16822.877683
16894.773975  16894.773975  16894.773975
16990.146944  16990.146944  16990.146944
The Unit Tests have PASSED
