

****************
Part D
****************

Solution for Part D with n = 128, omega = 1, and rho max = 2 took 77.1305 seconds
Reached specified tolerance of (1E-10) in 29884 iterations
This translates to 1.82 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
4.4678557886  4.4678557886  4.4678557886
12.488582701  12.488582701  12.488582701
24.867537271  24.867537271  24.867537271
42.120305486  42.120305486  42.120305486
64.280671338  64.280671338  64.280671338
91.339106461  91.339106461  91.339106461
123.27983487  123.27983487  123.27983487
160.08384663  160.08384663  160.08384663
201.72923666  201.72923666  201.72923666
248.19125107  248.19125107  248.19125107
299.44229807  299.44229807  299.44229807
355.45195818  355.45195818  355.45195818
416.18699777  416.18699777  416.18699777
481.61138597  481.61138597  481.61138597
551.68631419  551.68631419  551.68631419
626.37021806  626.37021806  626.37021806
705.61880135  705.61880135  705.61880135
789.38506177  789.38506177  789.38506177
877.61931854  877.61931854  877.61931854
970.26924162  970.26924162  970.26924162
1067.2798826  1067.2798826  1067.2798826
1168.5937073  1168.5937073  1168.5937073
1274.1506296  1274.1506296  1274.1506296
1383.8880471  1383.8880471  1383.8880471
1497.7408785  1497.7408785  1497.7408785
1615.6416016  1615.6416016  1615.6416016
1737.5202939  1737.5202939  1737.5202939
1863.3046735  1863.3046735  1863.3046735
1992.9201426  1992.9201426  1992.9201426
2126.2898310  2126.2898310  2126.2898310
2263.3346424  2263.3346424  2263.3346424
2403.9733008  2403.9733008  2403.9733008
2548.1223987  2548.1223987  2548.1223987
2695.6964469  2695.6964469  2695.6964469
2846.6079251  2846.6079251  2846.6079251
3000.7673336  3000.7673336  3000.7673336
3158.0832464  3158.0832464  3158.0832464
3318.4623656  3318.4623656  3318.4623656
3481.8095768  3481.8095768  3481.8095768
3648.0280050  3648.0280050  3648.0280050
3817.0190727  3817.0190727  3817.0190727
3988.6825580  3988.6825580  3988.6825580
4162.9166539  4162.9166539  4162.9166539
4339.6180292  4339.6180292  4339.6180292
4518.6818892  4518.6818892  4518.6818892
4700.0020382  4700.0020382  4700.0020382
4883.4709425  4883.4709425  4883.4709425
5068.9797938  5068.9797938  5068.9797938
5256.4185742  5256.4185742  5256.4185742
5445.6761212  5445.6761212  5445.6761212
5636.6401936  5636.6401936  5636.6401936
5829.1975382  5829.1975382  5829.1975382
6023.2339568  6023.2339568  6023.2339568
6218.6343741  6218.6343741  6218.6343741
6415.2829058  6415.2829058  6415.2829058
6613.0629275  6613.0629275  6613.0629275
6811.8571438  6811.8571438  6811.8571438
7011.5476575  7011.5476575  7011.5476575
7212.0160402  7212.0160402  7212.0160402
7413.1434020  7413.1434020  7413.1434020
7614.8104622  7614.8104622  7614.8104622
7816.8976201  7816.8976201  7816.8976201
8019.2850257  8019.2850257  8019.2850257
8221.8526512  8221.8526512  8221.8526512
8424.4803616  8424.4803616  8424.4803616
8627.0479864  8627.0479864  8627.0479864
8829.4353909  8829.4353909  8829.4353909
9031.5225471  9031.5225471  9031.5225471
9233.1896050  9233.1896050  9233.1896050
9434.3169639  9434.3169639  9434.3169639
9634.7853430  9634.7853430  9634.7853430
9834.4758526  9834.4758526  9834.4758526
10033.270064  10033.270064  10033.270064
10231.050080  10231.050080  10231.050080
10427.698605  10427.698605  10427.698605
10623.099016  10623.099016  10623.099016
10817.135427  10817.135427  10817.135427
11009.692763  11009.692763  11009.692763
11200.656826  11200.656826  11200.656826
11389.914363  11389.914363  11389.914363
11577.353132  11577.353132  11577.353132
11762.861971  11762.861971  11762.861971
11946.330862  11946.330862  11946.330862
12127.650996  12127.650996  12127.650996
12306.714840  12306.714840  12306.714840
12483.416198  12483.416198  12483.416198
12657.650275  12657.650275  12657.650275
12829.313740  12829.313740  12829.313740
12998.304786  12998.304786  12998.304786
13164.523190  13164.523190  13164.523190
13327.870374  13327.870374  13327.870374
13488.249465  13488.249465  13488.249465
13645.565346  13645.565346  13645.565346
13799.724720  13799.724720  13799.724720
13950.636160  13950.636160  13950.636160
14098.210167  14098.210167  14098.210167
14242.359219  14242.359219  14242.359219
14382.997827  14382.997827  14382.997827
14520.042583  14520.042583  14520.042583
14653.412210  14653.412210  14653.412210
14783.027610  14783.027610  14783.027610
14908.811913  14908.811913  14908.811913
15030.690519  15030.690519  15030.690519
15148.591146  15148.591146  15148.591146
15262.443868  15262.443868  15262.443868
15372.181162  15372.181162  15372.181162
15477.737943  15477.737943  15477.737943
15579.051605  15579.051605  15579.051605
15676.062059  15676.062059  15676.062059
15768.711764  15768.711764  15768.711764
15856.945766  15856.945766  15856.945766
15940.711725  15940.711725  15940.711725
16019.959949  16019.959949  16019.959949
16094.643418  16094.643418  16094.643418
16164.717816  16164.717816  16164.717816
16230.141547  16230.141547  16230.141547
16290.875758  16290.875758  16290.875758
16346.884355  16346.884355  16346.884355
16398.134004  16398.134004  16398.134004
16444.594131  16444.594131  16444.594131
16486.236885  16486.236885  16486.236885
16523.037056  16523.037056  16523.037056
16554.971866  16554.971866  16554.971866
16582.020459  16582.020459  16582.020459
16604.162459  16604.162459  16604.162459
16621.373232  16621.373232  16621.373232
16633.603076  16633.603076  16633.603076
16641.095636  16641.095636  16641.095636
The Unit Tests have PASSED
