

****************
Part D
****************

Solution for Part D with n = 64, omega = 7, and rho max = 36 took 0.277864 seconds
Reached specified tolerance of (1E-10) in 355 iterations
This translates to 0.09 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
21.627079592  21.627079592  21.627079592
67.960836211  67.960836211  67.960836211
144.59516965  144.59516965  144.59516965
251.93851086  251.93851086  251.93851086
389.96601350  389.96601350  389.96601350
558.67176513  558.67176513  558.67176513
758.05379605  758.05379605  758.05379605
988.11129538  988.11129538  988.11129538
1248.8438790  1248.8438790  1248.8438790
1540.2513457  1540.2513457  1540.2513457
1862.3335819  1862.3335819  1862.3335819
2215.0905192  2215.0905192  2215.0905192
2598.5221148  2598.5221148  2598.5221148
3012.6283405  3012.6283405  3012.6283405
3457.4091772  3457.4091772  3457.4091772
3932.8646117  3932.8646117  3932.8646117
4438.9946344  4438.9946344  4438.9946344
4975.7992384  4975.7992384  4975.7992384
5543.2784185  5543.2784185  5543.2784185
6141.4321710  6141.4321710  6141.4321710
6770.2604927  6770.2604927  6770.2604927
7429.7633814  7429.7633814  7429.7633814
8119.9408353  8119.9408353  8119.9408353
8840.7928528  8840.7928528  8840.7928528
9592.3194328  9592.3194328  9592.3194328
10374.520574  10374.520574  10374.520574
11187.396276  11187.396276  11187.396276
12030.946539  12030.946539  12030.946539
12905.171361  12905.171361  12905.171361
13810.070742  13810.070742  13810.070742
14745.644682  14745.644682  14745.644682
15711.893181  15711.893181  15711.893181
16708.816237  16708.816237  16708.816237
17736.413852  17736.413852  17736.413852
18794.686025  18794.686025  18794.686025
19883.632755  19883.632755  19883.632755
21003.254042  21003.254042  21003.254042
22153.549887  22153.549887  22153.549887
23334.520289  23334.520289  23334.520289
24546.165248  24546.165248  24546.165248
25788.484764  25788.484764  25788.484764
27061.478838  27061.478838  27061.478838
28365.147468  28365.147468  28365.147468
29699.490654  29699.490654  29699.490654
31064.508398  31064.508398  31064.508398
32460.200698  32460.200698  32460.200698
33886.567555  33886.567555  33886.567555
35343.608969  35343.608969  35343.608969
36831.324939  36831.324939  36831.324939
38349.715466  38349.715466  38349.715466
39898.780549  39898.780549  39898.780549
41478.520189  41478.520189  41478.520189
43088.934386  43088.934386  43088.934386
44730.023139  44730.023139  44730.023139
46401.786448  46401.786448  46401.786448
48104.224314  48104.224314  48104.224314
49837.336736  49837.336736  49837.336736
51601.123715  51601.123715  51601.123715
53395.585250  53395.585250  53395.585250
55220.721341  55220.721341  55220.721341
57076.531989  57076.531989  57076.531989
58963.017193  58963.017193  58963.017193
60880.176953  60880.176953  60880.176953
62828.016642  62828.016642  62828.016642
The Unit Tests have PASSED
