

****************
Part D
****************

Solution for Part D with n = 128, omega = 1, and rho max = 36 took 17.1132 seconds
Reached specified tolerance of (1E-10) in 6436 iterations
This translates to 0.39 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
4.1933407849  4.1933407849  4.1933407849
9.6495888547  9.6495888547  9.6495888547
14.937089146  14.937089146  14.937089146
20.046676055  20.046676055  20.046676055
24.967323505  24.967323505  24.967323505
29.685426915  29.685426915  29.685426915
34.183629828  34.183629828  34.183629828
38.438741822  38.438741822  38.438741822
42.417597031  42.417597031  42.417597031
46.068243696  46.068243696  46.068243696
49.322167695  49.322167695  49.322167695
52.284738438  52.284738438  52.284738438
55.449845176  55.449845176  55.449845176
59.096610855  59.096610855  59.096610855
63.195993726  63.195993726  63.195993726
67.699489629  67.699489629  67.699489629
72.578880924  72.578880924  72.578880924
77.816918564  77.816918564  77.816918564
83.402213986  83.402213986  83.402213986
89.326839668  89.326839668  89.326839668
95.585064459  95.585064459  95.585064459
102.17262438  102.17262438  102.17262438
109.08627408  109.08627408  109.08627408
116.32349714  116.32349714  116.32349714
123.88231167  123.88231167  123.88231167
131.76113581  131.76113581  131.76113581
139.95869225  139.95869225  139.95869225
148.47393901  148.47393901  148.47393901
157.30601830  157.30601830  157.30601830
166.45421817  166.45421817  166.45421817
175.91794329  175.91794329  175.91794329
185.69669252  185.69669252  185.69669252
195.79004133  195.79004133  195.79004133
206.19762805  206.19762805  206.19762805
216.91914293  216.91914293  216.91914293
227.95431937  227.95431937  227.95431937
239.30292684  239.30292684  239.30292684
250.96476517  250.96476517  250.96476517
262.93965983  262.93965983  262.93965983
275.22745807  275.22745807  275.22745807
287.82802571  287.82802571  287.82802571
300.74124453  300.74124453  300.74124453
313.96700997  313.96700997  313.96700997
327.50522932  327.50522932  327.50522932
341.35582014  341.35582014  341.35582014
355.51870889  355.51870889  355.51870889
369.99382981  369.99382981  369.99382981
384.78112398  384.78112398  384.78112398
399.88053842  399.88053842  399.88053842
415.29202546  415.29202546  415.29202546
431.01554204  431.01554204  431.01554204
447.05104924  447.05104924  447.05104924
463.39851179  463.39851179  463.39851179
480.05789764  480.05789764  480.05789764
497.02917767  497.02917767  497.02917767
514.31232532  514.31232532  514.31232532
531.90731635  531.90731635  531.90731635
549.81412861  549.81412861  549.81412861
568.03274180  568.03274180  568.03274180
586.56313730  586.56313730  586.56313730
605.40529802  605.40529802  605.40529802
624.55920822  624.55920822  624.55920822
644.02485344  644.02485344  644.02485344
663.80222029  663.80222029  663.80222029
683.89129644  683.89129644  683.89129644
704.29207048  704.29207048  704.29207048
725.00453184  725.00453184  725.00453184
746.02867073  746.02867073  746.02867073
767.36447807  767.36447807  767.36447807
789.01194540  789.01194540  789.01194540
810.97106489  810.97106489  810.97106489
833.24182921  833.24182921  833.24182921
855.82423156  855.82423156  855.82423156
878.71826558  878.71826558  878.71826558
901.92392534  901.92392534  901.92392534
925.44120529  925.44120529  925.44120529
949.27010025  949.27010025  949.27010025
973.41060536  973.41060536  973.41060536
997.86271608  997.86271608  997.86271608
1022.6264281  1022.6264281  1022.6264281
1047.7017374  1047.7017374  1047.7017374
1073.0886404  1073.0886404  1073.0886404
1098.7871333  1098.7871333  1098.7871333
1124.7972130  1124.7972130  1124.7972130
1151.1188762  1151.1188762  1151.1188762
1177.7521200  1177.7521200  1177.7521200
1204.6969417  1204.6969417  1204.6969417
1231.9533386  1231.9533386  1231.9533386
1259.5213082  1259.5213082  1259.5213082
1287.4008481  1287.4008481  1287.4008481
1315.5919563  1315.5919563  1315.5919563
1344.0946305  1344.0946305  1344.0946305
1372.9088688  1372.9088688  1372.9088688
1402.0346693  1402.0346693  1402.0346693
1431.4720302  1431.4720302  1431.4720302
1461.2209499  1461.2209499  1461.2209499
1491.2814267  1491.2814267  1491.2814267
1521.6534592  1521.6534592  1521.6534592
1552.3370458  1552.3370458  1552.3370458
1583.3321852  1583.3321852  1583.3321852
1614.6388762  1614.6388762  1614.6388762
1646.2571174  1646.2571174  1646.2571174
1678.1869077  1678.1869077  1678.1869077
1710.4282460  1710.4282460  1710.4282460
1742.9811312  1742.9811312  1742.9811312
1775.8455622  1775.8455622  1775.8455622
1809.0215382  1809.0215382  1809.0215382
1842.5090581  1842.5090581  1842.5090581
1876.3081211  1876.3081211  1876.3081211
1910.4187264  1910.4187264  1910.4187264
1944.8408731  1944.8408731  1944.8408731
1979.5745604  1979.5745604  1979.5745604
2014.6197877  2014.6197877  2014.6197877
2049.9765542  2049.9765542  2049.9765542
2085.6448593  2085.6448593  2085.6448593
2121.6247022  2121.6247022  2121.6247022
2157.9160825  2157.9160825  2157.9160825
2194.5189994  2194.5189994  2194.5189994
2231.4334524  2231.4334524  2231.4334524
2268.6594411  2268.6594411  2268.6594411
2306.1969648  2306.1969648  2306.1969648
2344.0460230  2344.0460230  2344.0460230
2382.2066153  2382.2066153  2382.2066153
2420.6787415  2420.6787415  2420.6787415
2459.4624339  2459.4624339  2459.4624339
2498.5611614  2498.5611614  2498.5611614
2538.1540479  2538.1540479  2538.1540479
2581.6079446  2581.6079446  2581.6079446
The Unit Tests have PASSED
