

****************
Part D
****************

Solution for Part D with n = 128, omega = 1, and rho max = 128 took 1.90078 seconds
Reached specified tolerance of (1E-10) in 726 iterations
This translates to 0.04 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
3.8289470043  3.8289470043  3.8289470043
9.9745351950  9.9745351950  9.9745351950
19.783356735  19.783356735  19.783356735
33.553808831  33.553808831  33.553808831
51.269768256  51.269768256  51.269768256
72.926747432  72.926747432  72.926747432
98.523254821  98.523254821  98.523254821
128.05867689  128.05867689  128.05867689
161.53272316  161.53272316  161.53272316
198.94524147  198.94524147  198.94524147
240.29614585  240.29614585  240.29614585
285.58538471  285.58538471  285.58538471
334.81292557  334.81292557  334.81292557
387.97874715  387.97874715  387.97874715
445.08283504  445.08283504  445.08283504
506.12517919  506.12517919  506.12517919
571.10577243  571.10577243  571.10577243
640.02460952  640.02460952  640.02460952
712.88168656  712.88168656  712.88168656
789.67700061  789.67700061  789.67700061
870.41054941  870.41054941  870.41054941
955.08233121  955.08233121  955.08233121
1043.6923446  1043.6923446  1043.6923446
1136.2405885  1136.2405885  1136.2405885
1232.7270620  1232.7270620  1232.7270620
1333.1517645  1333.1517645  1333.1517645
1437.5146952  1437.5146952  1437.5146952
1545.8158538  1545.8158538  1545.8158538
1658.0552399  1658.0552399  1658.0552399
1774.2328530  1774.2328530  1774.2328530
1894.3486929  1894.3486929  1894.3486929
2018.4027594  2018.4027594  2018.4027594
2146.3950523  2146.3950523  2146.3950523
2278.3255714  2278.3255714  2278.3255714
2414.1943165  2414.1943165  2414.1943165
2554.0012875  2554.0012875  2554.0012875
2697.7464844  2697.7464844  2697.7464844
2845.4299069  2845.4299069  2845.4299069
2997.0515551  2997.0515551  2997.0515551
3152.6114288  3152.6114288  3152.6114288
3312.1095280  3312.1095280  3312.1095280
3475.5458526  3475.5458526  3475.5458526
3642.9204026  3642.9204026  3642.9204026
3814.2331779  3814.2331779  3814.2331779
3989.4841785  3989.4841785  3989.4841785
4168.6734044  4168.6734044  4168.6734044
4351.8008554  4351.8008554  4351.8008554
4538.8665317  4538.8665317  4538.8665317
4729.8704331  4729.8704331  4729.8704331
4924.8125597  4924.8125597  4924.8125597
5123.6929114  5123.6929114  5123.6929114
5326.5114881  5326.5114881  5326.5114881
5533.2682900  5533.2682900  5533.2682900
5743.9633169  5743.9633169  5743.9633169
5958.5965689  5958.5965689  5958.5965689
6177.1680459  6177.1680459  6177.1680459
6399.6777479  6399.6777479  6399.6777479
6626.1256750  6626.1256750  6626.1256750
6856.5118271  6856.5118271  6856.5118271
7090.8362041  7090.8362041  7090.8362041
7329.0988062  7329.0988062  7329.0988062
7571.2996332  7571.2996332  7571.2996332
7817.4386852  7817.4386852  7817.4386852
8067.5159621  8067.5159621  8067.5159621
8321.5314641  8321.5314641  8321.5314641
8579.4851909  8579.4851909  8579.4851909
8841.3771428  8841.3771428  8841.3771428
9107.2073195  9107.2073195  9107.2073195
9376.9757213  9376.9757213  9376.9757213
9650.6823479  9650.6823479  9650.6823479
9928.3271995  9928.3271995  9928.3271995
10209.910276  10209.910276  10209.910276
10495.431577  10495.431577  10495.431577
10784.891103  10784.891103  10784.891103
11078.288855  11078.288855  11078.288855
11375.624831  11375.624831  11375.624831
11676.899032  11676.899032  11676.899032
11982.111458  11982.111458  11982.111458
12291.262109  12291.262109  12291.262109
12604.350985  12604.350985  12604.350985
12921.378085  12921.378085  12921.378085
13242.343411  13242.343411  13242.343411
13567.246962  13567.246962  13567.246962
13896.088737  13896.088737  13896.088737
14228.868737  14228.868737  14228.868737
14565.586963  14565.586963  14565.586963
14906.243413  14906.243413  14906.243413
15250.838088  15250.838088  15250.838088
15599.370988  15599.370988  15599.370988
15951.842112  15951.842112  15951.842112
16308.251462  16308.251462  16308.251462
16668.599037  16668.599037  16668.599037
17032.884836  17032.884836  17032.884836
17401.108861  17401.108861  17401.108861
17773.271110  17773.271110  17773.271110
18149.371584  18149.371584  18149.371584
18529.410283  18529.410283  18529.410283
18913.387207  18913.387207  18913.387207
19301.302356  19301.302356  19301.302356
19693.155729  19693.155729  19693.155729
20088.947328  20088.947328  20088.947328
20488.677151  20488.677151  20488.677151
20892.345200  20892.345200  20892.345200
21299.951473  21299.951473  21299.951473
21711.495971  21711.495971  21711.495971
22126.978694  22126.978694  22126.978694
22546.399642  22546.399642  22546.399642
22969.758814  22969.758814  22969.758814
23397.056212  23397.056212  23397.056212
23828.291834  23828.291834  23828.291834
24263.465682  24263.465682  24263.465682
24702.577754  24702.577754  24702.577754
25145.628051  25145.628051  25145.628051
25592.616573  25592.616573  25592.616573
26043.543320  26043.543320  26043.543320
26498.408291  26498.408291  26498.408291
26957.211488  26957.211488  26957.211488
27419.952910  27419.952910  27419.952910
27886.632556  27886.632556  27886.632556
28357.250427  28357.250427  28357.250427
28831.806523  28831.806523  28831.806523
29310.300844  29310.300844  29310.300844
29792.733390  29792.733390  29792.733390
30279.104161  30279.104161  30279.104161
30769.413156  30769.413156  30769.413156
31263.660377  31263.660377  31263.660377
31761.845822  31761.845822  31761.845822
32263.971531  32263.971531  32263.971531
The Unit Tests have PASSED
