

****************
Part D
****************

Solution for Part D with n = 128, omega = 3, and rho max = 36 took 6.68611 seconds
Reached specified tolerance of (1E-10) in 2598 iterations
This translates to 0.16 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.2361310580  9.2361310580  9.2361310580
20.838474746  20.838474746  20.838474746
31.479178638  31.479178638  31.479178638
40.965924094  40.965924094  40.965924094
49.112622843  49.112622843  49.112622843
56.868161452  56.868161452  56.868161452
66.102160667  66.102160667  66.102160667
77.222049799  77.222049799  77.222049799
90.092233853  90.092233853  90.092233853
104.63107535  104.63107535  104.63107535
120.79714255  120.79714255  120.79714255
138.56710733  138.56710733  138.56710733
157.92681154  157.92681154  157.92681154
178.86718706  178.86718706  178.86718706
201.38218062  201.38218062  201.38218062
225.46761486  225.46761486  225.46761486
251.12052646  251.12052646  251.12052646
278.33876360  278.33876360  278.33876360
307.12073198  307.12073198  307.12073198
337.46522936  337.46522936  337.46522936
369.37133496  369.37133496  369.37133496
402.83833375  402.83833375  402.83833375
437.86566350  437.86566350  437.86566350
474.45287716  474.45287716  474.45287716
512.59961561  512.59961561  512.59961561
552.30558768  552.30558768  552.30558768
593.57055523  593.57055523  593.57055523
636.39432202  636.39432202  636.39432202
680.77672509  680.77672509  680.77672509
726.71762826  726.71762826  726.71762826
774.21691697  774.21691697  774.21691697
823.27449432  823.27449432  823.27449432
873.89027789  873.89027789  873.89027789
926.06419720  926.06419720  926.06419720
979.79619171  979.79619171  979.79619171
1035.0862091  1035.0862091  1035.0862091
1091.9342043  1091.9342043  1091.9342043
1150.3401378  1150.3401378  1150.3401378
1210.3039751  1210.3039751  1210.3039751
1271.8256863  1271.8256863  1271.8256863
1334.9052446  1334.9052446  1334.9052446
1399.5426268  1399.5426268  1399.5426268
1465.7378121  1465.7378121  1465.7378121
1533.4907822  1533.4907822  1533.4907822
1602.8015207  1602.8015207  1602.8015207
1673.6700130  1673.6700130  1673.6700130
1746.0962460  1746.0962460  1746.0962460
1820.0802080  1820.0802080  1820.0802080
1895.6218885  1895.6218885  1895.6218885
1972.7212781  1972.7212781  1972.7212781
2051.3783680  2051.3783680  2051.3783680
2131.5931506  2131.5931506  2131.5931506
2213.3656189  2213.3656189  2213.3656189
2296.6957664  2296.6957664  2296.6957664
2381.5835874  2381.5835874  2381.5835874
2468.0290766  2468.0290766  2468.0290766
2556.0322291  2556.0322291  2556.0322291
2645.5930405  2645.5930405  2645.5930405
2736.7115068  2736.7115068  2736.7115068
2829.3876243  2829.3876243  2829.3876243
2923.6213895  2923.6213895  2923.6213895
3019.4127993  3019.4127993  3019.4127993
3116.7618508  3116.7618508  3116.7618508
3215.6685413  3215.6685413  3215.6685413
3316.1328685  3316.1328685  3316.1328685
3418.1548299  3418.1548299  3418.1548299
3521.7344236  3521.7344236  3521.7344236
3626.8716474  3626.8716474  3626.8716474
3733.5664997  3733.5664997  3733.5664997
3841.8189787  3841.8189787  3841.8189787
3951.6290829  3951.6290829  3951.6290829
4062.9968109  4062.9968109  4062.9968109
4175.9221611  4175.9221611  4175.9221611
4290.4051324  4290.4051324  4290.4051324
4406.4457237  4406.4457237  4406.4457237
4524.0439337  4524.0439337  4524.0439337
4643.1997614  4643.1997614  4643.1997614
4763.9132059  4763.9132059  4763.9132059
4886.1842663  4886.1842663  4886.1842663
5010.0129417  5010.0129417  5010.0129417
5135.3992314  5135.3992314  5135.3992314
5262.3431345  5262.3431345  5262.3431345
5390.8446503  5390.8446503  5390.8446503
5520.9037782  5520.9037782  5520.9037782
5652.5205176  5652.5205176  5652.5205176
5785.6948679  5785.6948679  5785.6948679
5920.4268285  5920.4268285  5920.4268285
6056.7163988  6056.7163988  6056.7163988
6194.5635785  6194.5635785  6194.5635785
6333.9683670  6333.9683670  6333.9683670
6474.9307639  6474.9307639  6474.9307639
6617.4507687  6617.4507687  6617.4507687
6761.5283812  6761.5283812  6761.5283812
6907.1636008  6907.1636008  6907.1636008
7054.3564272  7054.3564272  7054.3564272
7203.1068602  7203.1068602  7203.1068602
7353.4148993  7353.4148993  7353.4148993
7505.2805443  7505.2805443  7505.2805443
7658.7037949  7658.7037949  7658.7037949
7813.6846508  7813.6846508  7813.6846508
7970.2231118  7970.2231118  7970.2231118
8128.3191776  8128.3191776  8128.3191776
8287.9728479  8287.9728479  8287.9728479
8449.1841226  8449.1841226  8449.1841226
8611.9530015  8611.9530015  8611.9530015
8776.2794842  8776.2794842  8776.2794842
8942.1635707  8942.1635707  8942.1635707
9109.6052608  9109.6052608  9109.6052608
9278.6045542  9278.6045542  9278.6045542
9449.1614508  9449.1614508  9449.1614508
9621.2759504  9621.2759504  9621.2759504
9794.9480530  9794.9480530  9794.9480530
9970.1777583  9970.1777583  9970.1777583
10146.965066  10146.965066  10146.965066
10325.309976  10325.309976  10325.309976
10505.212489  10505.212489  10505.212489
10686.672604  10686.672604  10686.672604
10869.690321  10869.690321  10869.690321
11054.265640  11054.265640  11054.265640
11240.398560  11240.398560  11240.398560
11428.089083  11428.089083  11428.089083
11617.337207  11617.337207  11617.337207
11808.142933  11808.142933  11808.142933
12000.506260  12000.506260  12000.506260
12194.427189  12194.427189  12194.427189
12389.905720  12389.905720  12389.905720
12586.943569  12586.943569  12586.943569
12786.357602  12786.357602  12786.357602
The Unit Tests have PASSED
