

****************
Part D
****************

Solution for Part D with n = 64, omega = 11, and rho max = 128 took 0.118667 seconds
Reached specified tolerance of (1E-10) in 150 iterations
This translates to 0.04 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
473.61581856  473.61581856  473.61581856
1892.9162391  1892.9162391  1892.9162391
4258.4168201  4258.4168201  4258.4168201
7570.1176450  7570.1176450  7570.1176450
11828.018708  11828.018708  11828.018708
17032.120009  17032.120009  17032.120009
23182.421547  23182.421547  23182.421547
30278.923322  30278.923322  30278.923322
38321.625333  38321.625333  38321.625333
47310.527582  47310.527582  47310.527582
57245.630067  57245.630067  57245.630067
68126.932788  68126.932788  68126.932788
79954.435747  79954.435747  79954.435747
92728.138942  92728.138942  92728.138942
106448.04237  106448.04237  106448.04237
121114.14604  121114.14604  121114.14604
136726.44994  136726.44994  136726.44994
153284.95409  153284.95409  153284.95409
170789.65846  170789.65846  170789.65846
189240.56308  189240.56308  189240.56308
208637.66793  208637.66793  208637.66793
228980.97302  228980.97302  228980.97302
250270.47835  250270.47835  250270.47835
272506.18391  272506.18391  272506.18391
295688.08971  295688.08971  295688.08971
319816.19574  319816.19574  319816.19574
344890.50201  344890.50201  344890.50201
370911.00852  370911.00852  370911.00852
397877.71527  397877.71527  397877.71527
425790.62225  425790.62225  425790.62225
454649.72947  454649.72947  454649.72947
484455.03693  484455.03693  484455.03693
515206.54462  515206.54462  515206.54462
546904.25255  546904.25255  546904.25255
579548.16071  579548.16071  579548.16071
613138.26911  613138.26911  613138.26911
647674.57775  647674.57775  647674.57775
683157.08663  683157.08663  683157.08663
719585.79574  719585.79574  719585.79574
756960.70509  756960.70509  756960.70509
795281.81468  795281.81468  795281.81468
834549.12450  834549.12450  834549.12450
874762.63456  874762.63456  874762.63456
915922.34485  915922.34485  915922.34485
958028.25539  958028.25539  958028.25539
1001080.3661  1001080.3661  1001080.3661
1045078.6771  1045078.6771  1045078.6771
1090023.1884  1090023.1884  1090023.1884
1135913.8998  1135913.8998  1135913.8998
1182750.8116  1182750.8116  1182750.8116
1230533.9235  1230533.9235  1230533.9235
1279263.2357  1279263.2357  1279263.2357
1328938.7481  1328938.7481  1328938.7481
1379560.4608  1379560.4608  1379560.4608
1431128.3737  1431128.3737  1431128.3737
1483642.4868  1483642.4868  1483642.4868
1537102.8002  1537102.8002  1537102.8002
1591509.3138  1591509.3138  1591509.3138
1646862.0276  1646862.0276  1646862.0276
1703160.9417  1703160.9417  1703160.9417
1760406.0561  1760406.0561  1760406.0561
1818597.3706  1818597.3706  1818597.3706
1877734.8854  1877734.8854  1877734.8854
1937818.6004  1937818.6004  1937818.6004
The Unit Tests have PASSED
