

****************
Part D
****************

Solution for Part D with n = 64, omega = 7, and rho max = 2 took 5.58001 seconds
Reached specified tolerance of (1E-10) in 7361 iterations
This translates to 1.80 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
21.198399374  21.198399374  21.198399374
49.423398163  49.423398163  49.423398163
77.600961541  77.600961541  77.600961541
105.73531282  105.73531282  105.73531282
133.89994101  133.89994101  133.89994101
162.62940410  162.62940410  162.62940410
193.49662070  193.49662070  193.49662070
228.31445159  228.31445159  228.31445159
267.87479802  267.87479802  267.87479802
312.20908867  312.20908867  312.20908867
361.14800109  361.14800109  361.14800109
414.50606810  414.50606810  414.50606810
472.10784268  472.10784268  472.10784268
533.78458748  533.78458748  533.78458748
599.36908952  599.36908952  599.36908952
668.69214339  668.69214339  668.69214339
741.58047723  741.58047723  741.58047723
817.85561032  817.85561032  817.85561032
897.33328491  897.33328491  897.33328491
979.82325521  979.82325521  979.82325521
1065.1293041  1065.1293041  1065.1293041
1153.0494104  1153.0494104  1153.0494104
1243.3760170  1243.3760170  1243.3760170
1335.8963724  1335.8963724  1335.8963724
1430.3929229  1430.3929229  1430.3929229
1526.6437442  1526.6437442  1526.6437442
1624.4230020  1624.4230020  1624.4230020
1723.5014357  1723.5014357  1723.5014357
1823.6468596  1823.6468596  1823.6468596
1924.6246776  1924.6246776  1924.6246776
2026.1984093  2026.1984093  2026.1984093
2128.1302231  2128.1302231  2128.1302231
2230.1814750  2230.1814750  2230.1814750
2332.1132509  2332.1132509  2332.1132509
2433.6869101  2433.6869101  2433.6869101
2534.6646272  2534.6646272  2534.6646272
2634.8099324  2634.8099324  2634.8099324
2733.8882454  2733.8882454  2733.8882454
2831.6674032  2831.6674032  2831.6674032
2927.9181772  2927.9181772  2927.9181772
3022.4147787  3022.4147787  3022.4147787
3114.9353471  3114.9353471  3114.9353471
3205.2624195  3205.2624195  3205.2624195
3293.1833733  3293.1833733  3293.1833733
3378.4908372  3378.4908372  3378.4908372
3460.9830590  3460.9830590  3460.9830590
3540.4642168  3540.4642168  3540.4642168
3616.7446528  3616.7446528  3616.7446528
3689.6409967  3689.6409967  3689.6409967
3758.9761293  3758.9761293  3758.9761293
3824.5789035  3824.5789035  3824.5789035
3886.2834830  3886.2834830  3886.2834830
3943.9280528  3943.9280528  3943.9280528
3997.3524475  3997.3524475  3997.3524475
4046.3937986  4046.3937986  4046.3937986
4090.8782929  4090.8782929  4090.8782929
4130.6045163  4130.6045163  4130.6045163
4165.3058192  4165.3058192  4165.3058192
4194.5506690  4194.5506690  4194.5506690
4217.7948500  4217.7948500  4217.7948500
4238.3660673  4238.3660673  4238.3660673
4264.5586096  4264.5586096  4264.5586096
4299.9751084  4299.9751084  4299.9751084
4349.6545874  4349.6545874  4349.6545874
The Unit Tests have PASSED
