

****************
Part D
****************

Solution for Part D with n = 128, omega = 3, and rho max = 6 took 72.4782 seconds
Reached specified tolerance of (1E-10) in 28147 iterations
This translates to 1.72 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.4800673554  9.4800673554  9.4800673554
22.102088746  22.102088746  22.102088746
34.702378909  34.702378909  34.702378909
47.280881261  47.280881261  47.280881261
59.837538723  59.837538723  59.837538723
72.372293718  72.372293718  72.372293718
84.885088159  84.885088159  84.885088159
97.375863444  97.375863444  97.375863444
109.84456044  109.84456044  109.84456044
122.29111951  122.29111951  122.29111951
134.71548045  134.71548045  134.71548045
147.11758252  147.11758252  147.11758252
159.49736442  159.49736442  159.49736442
171.85476430  171.85476430  171.85476430
184.18971972  184.18971972  184.18971972
196.50216767  196.50216767  196.50216767
208.79204456  208.79204456  208.79204456
221.05928618  221.05928618  221.05928618
233.30382779  233.30382779  233.30382779
245.52560468  245.52560468  245.52560468
257.72455800  257.72455800  257.72455800
269.90068076  269.90068076  269.90068076
282.05431348  282.05431348  282.05431348
294.18765669  294.18765669  294.18765669
306.31067544  306.31067544  306.31067544
318.45731077  318.45731077  318.45731077
330.71135040  330.71135040  330.71135040
343.21461707  343.21461707  343.21461707
356.12390508  356.12390508  356.12390508
369.54764968  369.54764968  369.54764968
383.52593113  383.52593113  383.52593113
398.05286220  398.05286220  398.05286220
413.10339557  413.10339557  413.10339557
428.64823499  428.64823499  428.64823499
444.65944024  444.65944024  444.65944024
461.11178816  461.11178816  461.11178816
477.98267133  477.98267133  477.98267133
495.25163043  495.25163043  495.25163043
512.89987643  512.89987643  512.89987643
530.90989399  530.90989399  530.90989399
549.26513295  549.26513295  549.26513295
567.94977376  567.94977376  567.94977376
586.94854982  586.94854982  586.94854982
606.24661272  606.24661272  606.24661272
625.82942936  625.82942936  625.82942936
645.68270306  645.68270306  645.68270306
665.79231272  665.79231272  665.79231272
686.14426578  686.14426578  686.14426578
706.72466164  706.72466164  706.72466164
727.51966349  727.51966349  727.51966349
748.51547639  748.51547639  748.51547639
769.69833062  769.69833062  769.69833062
791.05446900  791.05446900  791.05446900
812.57013749  812.57013749  812.57013749
834.23157854  834.23157854  834.23157854
856.02502644  856.02502644  856.02502644
877.93670460  877.93670460  877.93670460
899.95282417  899.95282417  899.95282417
922.05958390  922.05958390  922.05958390
944.24317096  944.24317096  944.24317096
966.48976264  966.48976264  966.48976264
988.78552864  988.78552864  988.78552864
1011.1166339  1011.1166339  1011.1166339
1033.4692420  1033.4692420  1033.4692420
1055.8295187  1055.8295187  1055.8295187
1078.1836361  1078.1836361  1078.1836361
1100.5177762  1100.5177762  1100.5177762
1122.8181360  1122.8181360  1122.8181360
1145.0709308  1145.0709308  1145.0709308
1167.2623994  1167.2623994  1167.2623994
1189.3788080  1189.3788080  1189.3788080
1211.4064540  1211.4064540  1211.4064540
1233.3316707  1233.3316707  1233.3316707
1255.1408303  1255.1408303  1255.1408303
1276.8203479  1276.8203479  1276.8203479
1298.3566843  1298.3566843  1298.3566843
1319.7363485  1319.7363485  1319.7363485
1340.9458998  1340.9458998  1340.9458998
1361.9719493  1361.9719493  1361.9719493
1382.8011601  1382.8011601  1382.8011601
1403.4202475  1403.4202475  1403.4202475
1423.8159768  1423.8159768  1423.8159768
1443.9751612  1443.9751612  1443.9751612
1463.8846570  1463.8846570  1463.8846570
1483.5313572  1483.5313572  1483.5313572
1502.9021837  1502.9021837  1502.9021837
1521.9840756  1521.9840756  1521.9840756
1540.7639748  1540.7639748  1540.7639748
1559.2288082  1559.2288082  1559.2288082
1577.3654638  1577.3654638  1577.3654638
1595.1607622  1595.1607622  1595.1607622
1612.6014195  1612.6014195  1612.6014195
1629.6740019  1629.6740019  1629.6740019
1646.3648672  1646.3648672  1646.3648672
1662.6600921  1662.6600921  1662.6600921
1678.5453790  1678.5453790  1678.5453790
1694.0059357  1694.0059357  1694.0059357
1709.0263206  1709.0263206  1709.0263206
1723.5902374  1723.5902374  1723.5902374
1737.6802614  1737.6802614  1737.6802614
1751.2774650  1751.2774650  1751.2774650
1764.3608944  1764.3608944  1764.3608944
1776.9068132  1776.9068132  1776.9068132
1788.8875709  1788.8875709  1788.8875709
1800.2698208  1800.2698208  1800.2698208
1811.0115332  1811.0115332  1811.0115332
1821.0565235  1821.0565235  1821.0565235
1830.3231419  1830.3231419  1830.3231419
1838.6810445  1838.6810445  1838.6810445
1845.9984884  1845.9984884  1845.9984884
1852.7753916  1852.7753916  1852.7753916
1860.2583917  1860.2583917  1860.2583917
1868.8663486  1868.8663486  1868.8663486
1878.4940294  1878.4940294  1878.4940294
1889.0633263  1889.0633263  1889.0633263
1900.5484119  1900.5484119  1900.5484119
1912.9557406  1912.9557406  1912.9557406
1926.3162256  1926.3162256  1926.3162256
1940.6836092  1940.6836092  1940.6836092
1956.1365973  1956.1365973  1956.1365973
1972.7845518  1972.7845518  1972.7845518
1990.7779646  1990.7779646  1990.7779646
2010.3268565  2010.3268565  2010.3268565
2031.7342467  2031.7342467  2031.7342467
2055.4621029  2055.4621029  2055.4621029
2082.2789527  2082.2789527  2082.2789527
2113.6653296  2113.6653296  2113.6653296
2153.4502679  2153.4502679  2153.4502679
The Unit Tests have PASSED
