

****************
Part D
****************

Solution for Part D with n = 16, omega = 11, and rho max = 6 took 0.011857 seconds
Reached specified tolerance of (1E-10) in 134 iterations
This translates to 0.52 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
29.865487455  29.865487455  29.865487455
77.383291645  77.383291645  77.383291645
153.07326285  153.07326285  153.07326285
259.34593841  259.34593841  259.34593841
396.07203275  396.07203275  396.07203275
563.21521471  563.21521471  563.21521471
760.76341027  760.76341027  760.76341027
988.71165317  988.71165317  988.71165317
1247.0575919  1247.0575919  1247.0575919
1535.7999952  1535.7999952  1535.7999952
1854.9381669  1854.9381669  1854.9381669
2204.4716895  2204.4716895  2204.4716895
2584.4003002  2584.4003002  2584.4003002
2994.7238266  2994.7238266  2994.7238266
3435.4421714  3435.4421714  3435.4421714
3906.6836790  3906.6836790  3906.6836790
The Unit Tests have PASSED
