

****************
Part D
****************

Solution for Part D with n = 128, omega = 11, and rho max = 128 took 1.14939 seconds
Reached specified tolerance of (1E-10) in 448 iterations
This translates to 0.03 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
122.14436766  122.14436766  122.14436766
482.49595088  482.49595088  482.49595088
1083.0745886  1083.0745886  1083.0745886
1923.8853794  1923.8853794  1923.8853794
3004.9280061  3004.9280061  3004.9280061
4326.2023953  4326.2023953  4326.2023953
5887.7085228  5887.7085228  5887.7085228
7689.4463784  7689.4463784  7689.4463784
9731.4159574  9731.4159574  9731.4159574
12013.617257  12013.617257  12013.617257
14536.050276  14536.050276  14536.050276
17298.715014  17298.715014  17298.715014
20301.611470  20301.611470  20301.611470
23544.739644  23544.739644  23544.739644
27028.099536  27028.099536  27028.099536
30751.691144  30751.691144  30751.691144
34715.514470  34715.514470  34715.514470
38919.569514  38919.569514  38919.569514
43363.856274  43363.856274  43363.856274
48048.374751  48048.374751  48048.374751
52973.124945  52973.124945  52973.124945
58138.106857  58138.106857  58138.106857
63543.320485  63543.320485  63543.320485
69188.765830  69188.765830  69188.765830
75074.442892  75074.442892  75074.442892
81200.351671  81200.351671  81200.351671
87566.492167  87566.492167  87566.492167
94172.864380  94172.864380  94172.864380
101019.46831  101019.46831  101019.46831
108106.30395  108106.30395  108106.30395
115433.37132  115433.37132  115433.37132
123000.67040  123000.67040  123000.67040
130808.20119  130808.20119  130808.20119
138855.96371  138855.96371  138855.96371
147143.95794  147143.95794  147143.95794
155672.18389  155672.18389  155672.18389
164440.64155  164440.64155  164440.64155
173449.33093  173449.33093  173449.33093
182698.25203  182698.25203  182698.25203
192187.40484  192187.40484  192187.40484
201916.78938  201916.78938  201916.78938
211886.40563  211886.40563  211886.40563
222096.25359  222096.25359  222096.25359
232546.33327  232546.33327  232546.33327
243236.64467  243236.64467  243236.64467
254167.18779  254167.18779  254167.18779
265337.96262  265337.96262  265337.96262
276748.96917  276748.96917  276748.96917
288400.20744  288400.20744  288400.20744
300291.67742  300291.67742  300291.67742
312423.37912  312423.37912  312423.37912
324795.31254  324795.31254  324795.31254
337407.47768  337407.47768  337407.47768
350259.87453  350259.87453  350259.87453
363352.50309  363352.50309  363352.50309
376685.36338  376685.36338  376685.36338
390258.45538  390258.45538  390258.45538
404071.77910  404071.77910  404071.77910
418125.33454  418125.33454  418125.33454
432419.12169  432419.12169  432419.12169
446953.14056  446953.14056  446953.14056
461727.39114  461727.39114  461727.39114
476741.87344  476741.87344  476741.87344
491996.58746  491996.58746  491996.58746
507491.53320  507491.53320  507491.53320
523226.71065  523226.71065  523226.71065
539202.11982  539202.11982  539202.11982
555417.76071  555417.76071  555417.76071
571873.63331  571873.63331  571873.63331
588569.73764  588569.73764  588569.73764
605506.07367  605506.07367  605506.07367
622682.64143  622682.64143  622682.64143
640099.44090  640099.44090  640099.44090
657756.47209  657756.47209  657756.47209
675653.73499  675653.73499  675653.73499
693791.22961  693791.22961  693791.22961
712168.95595  712168.95595  712168.95595
730786.91401  730786.91401  730786.91401
749645.10378  749645.10378  749645.10378
768743.52527  768743.52527  768743.52527
788082.17847  788082.17847  788082.17847
807661.06340  807661.06340  807661.06340
827480.18004  827480.18004  827480.18004
847539.52839  847539.52839  847539.52839
867839.10847  867839.10847  867839.10847
888378.92026  888378.92026  888378.92026
909158.96376  909158.96376  909158.96376
930179.23899  930179.23899  930179.23899
951439.74593  951439.74593  951439.74593
972940.48459  972940.48459  972940.48459
994681.45496  994681.45496  994681.45496
1016662.6570  1016662.6570  1016662.6570
1038884.0908  1038884.0908  1038884.0908
1061345.7563  1061345.7563  1061345.7563
1084047.6536  1084047.6536  1084047.6536
1106989.7825  1106989.7825  1106989.7825
1130172.1432  1130172.1432  1130172.1432
1153594.7356  1153594.7356  1153594.7356
1177257.5597  1177257.5597  1177257.5597
1201160.6155  1201160.6155  1201160.6155
1225303.9031  1225303.9031  1225303.9031
1249687.4223  1249687.4223  1249687.4223
1274311.1733  1274311.1733  1274311.1733
1299175.1560  1299175.1560  1299175.1560
1324279.3704  1324279.3704  1324279.3704
1349623.8166  1349623.8166  1349623.8166
1375208.4944  1375208.4944  1375208.4944
1401033.4040  1401033.4040  1401033.4040
1427098.5452  1427098.5452  1427098.5452
1453403.9182  1453403.9182  1453403.9182
1479949.5229  1479949.5229  1479949.5229
1506735.3594  1506735.3594  1506735.3594
1533761.4275  1533761.4275  1533761.4275
1561027.7274  1561027.7274  1561027.7274
1588534.2590  1588534.2590  1588534.2590
1616281.0222  1616281.0222  1616281.0222
1644268.0173  1644268.0173  1644268.0173
1672495.2440  1672495.2440  1672495.2440
1700962.7024  1700962.7024  1700962.7024
1729670.3926  1729670.3926  1729670.3926
1758618.3145  1758618.3145  1758618.3145
1787806.4681  1787806.4681  1787806.4681
1817234.8534  1817234.8534  1817234.8534
1846903.4704  1846903.4704  1846903.4704
1876812.3192  1876812.3192  1876812.3192
1906961.3996  1906961.3996  1906961.3996
1937350.7118  1937350.7118  1937350.7118
1967980.2557  1967980.2557  1967980.2557
The Unit Tests have PASSED
