

****************
Part D
****************

Solution for Part D with n = 64, omega = 1, and rho max = 36 took 0.689454 seconds
Reached specified tolerance of (1E-10) in 916 iterations
This translates to 0.22 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
4.0399902448  4.0399902448  4.0399902448
8.8121563062  8.8121563062  8.8121563062
12.799887020  12.799887020  12.799887020
16.899474286  16.899474286  16.899474286
22.212837931  22.212837931  22.212837931
28.849805279  28.849805279  28.849805279
36.759489741  36.759489741  36.759489741
45.919667458  45.919667458  45.919667458
56.320257140  56.320257140  56.320257140
67.956086907  67.956086907  67.956086907
80.824264580  80.824264580  80.824264580
94.923065211  94.923065211  94.923065211
110.25140660  110.25140660  110.25140660
126.80858134  126.80858134  126.80858134
144.59411090  144.59411090  144.59411090
163.60766213  163.60766213  163.60766213
183.84899719  183.84899719  183.84899719
205.31794266  205.31794266  205.31794266
228.01436958  228.01436958  228.01436958
251.93818052  251.93818052  251.93818052
277.08930069  277.08930069  277.08930069
303.46767195  303.46767195  303.46767195
331.07324852  331.07324852  331.07324852
359.90599397  359.90599397  359.90599397
389.96587903  389.96587903  389.96587903
421.25287994  421.25287994  421.25287994
453.76697726  453.76697726  453.76697726
487.50815496  487.50815496  487.50815496
522.47639975  522.47639975  522.47639975
558.67170049  558.67170049  558.67170049
596.09404783  596.09404783  596.09404783
634.74343383  634.74343383  634.74343383
674.61985178  674.61985178  674.61985178
715.72329589  715.72329589  715.72329589
758.05376124  758.05376124  758.05376124
801.61124353  801.61124353  801.61124353
846.39573908  846.39573908  846.39573908
892.40724465  892.40724465  892.40724465
939.64575745  939.64575745  939.64575745
988.11127499  988.11127499  988.11127499
1037.8037951  1037.8037951  1037.8037951
1088.7233159  1088.7233159  1088.7233159
1140.8698356  1140.8698356  1140.8698356
1194.2433529  1194.2433529  1194.2433529
1248.8438662  1248.8438662  1248.8438662
1304.6713746  1304.6713746  1304.6713746
1361.7258767  1361.7258767  1361.7258767
1420.0073718  1420.0073718  1420.0073718
1479.5158590  1479.5158590  1479.5158590
1540.2513374  1540.2513374  1540.2513374
1602.2138064  1602.2138064  1602.2138064
1665.4032653  1665.4032653  1665.4032653
1729.8197136  1729.8197136  1729.8197136
1795.4631507  1795.4631507  1795.4631507
1862.3335762  1862.3335762  1862.3335762
1930.4309896  1930.4309896  1930.4309896
1999.7553906  1999.7553906  1999.7553906
2070.3067787  2070.3067787  2070.3067787
2142.0851537  2142.0851537  2142.0851537
2215.0905152  2215.0905152  2215.0905152
2289.3228630  2289.3228630  2289.3228630
2364.7821968  2364.7821968  2364.7821968
2441.4686346  2441.4686346  2441.4686346
2519.5159938  2519.5159938  2519.5159938
The Unit Tests have PASSED
