

****************
Part D
****************

Solution for Part D with n = 128, omega = 11, and rho max = 6 took 62.4487 seconds
Reached specified tolerance of (1E-10) in 24157 iterations
This translates to 1.47 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
33.053382652  33.053382652  33.053382652
76.902868227  76.902868227  76.902868227
120.48416818  120.48416818  120.48416818
163.79474872  163.79474872  163.79474872
206.83199476  206.83199476  206.83199476
249.59320561  249.59320561  249.59320561
292.07559018  292.07559018  292.07559018
334.27626198  334.27626198  334.27626198
376.19223351  376.19223351  376.19223351
417.82041040  417.82041040  417.82041040
459.15758493  459.15758493  459.15758493
500.20042902  500.20042902  500.20042902
540.94548664  540.94548664  540.94548664
581.38916550  581.38916550  581.38916550
621.52772799  621.52772799  621.52772799
661.35728126  661.35728126  661.35728126
700.87376634  700.87376634  700.87376634
740.07294617  740.07294617  740.07294617
778.95039239  778.95039239  778.95039239
817.50147076  817.50147076  817.50147076
855.72132496  855.72132496  855.72132496
893.60485861  893.60485861  893.60485861
931.14671515  931.14671515  931.14671515
968.34125538  968.34125538  968.34125538
1005.1825321  1005.1825321  1005.1825321
1041.6642619  1041.6642619  1041.6642619
1077.7797923  1077.7797923  1077.7797923
1113.5220655  1113.5220655  1113.5220655
1148.8835761  1148.8835761  1148.8835761
1183.8563229  1183.8563229  1183.8563229
1218.4317529  1218.4317529  1218.4317529
1252.6006967  1252.6006967  1252.6006967
1286.3532922  1286.3532922  1286.3532922
1319.6788952  1319.6788952  1319.6788952
1352.5659732  1352.5659732  1352.5659732
1385.0019775  1385.0019775  1385.0019775
1416.9731895  1416.9731895  1416.9731895
1448.4645322  1448.4645322  1448.4645322
1479.4593369  1479.4593369  1479.4593369
1509.9390509  1509.9390509  1509.9390509
1539.8828662  1539.8828662  1539.8828662
1569.2672378  1569.2672378  1569.2672378
1598.0652486  1598.0652486  1598.0652486
1626.2457499  1626.2457499  1626.2457499
1653.7721688  1653.7721688  1653.7721688
1680.6007945  1680.6007945  1680.6007945
1706.6782140  1706.6782140  1706.6782140
1731.9372738  1731.9372738  1731.9372738
1756.2902731  1756.2902731  1756.2902731
1779.6164929  1779.6164929  1779.6164929
1801.7384337  1801.7384337  1801.7384337
1822.3992940  1822.3992940  1822.3992940
1841.4716552  1841.4716552  1841.4716552
1859.8528859  1859.8528859  1859.8528859
1879.2726400  1879.2726400  1879.2726400
1900.3915719  1900.3915719  1900.3915719
1923.0266603  1923.0266603  1923.0266603
1946.9445719  1946.9445719  1946.9445719
1971.9895906  1971.9895906  1971.9895906
1998.0563658  1998.0563658  1998.0563658
2025.0689097  2025.0689097  2025.0689097
2052.9696582  2052.9696582  2052.9696582
2081.7134248  2081.7134248  2081.7134248
2111.2637767  2111.2637767  2111.2637767
2141.5907182  2141.5907182  2141.5907182
2172.6691348  2172.6691348  2172.6691348
2204.4777079  2204.4777079  2204.4777079
2236.9981304  2236.9981304  2236.9981304
2270.2145276  2270.2145276  2270.2145276
2304.1130176  2304.1130176  2304.1130176
2338.6813723  2338.6813723  2338.6813723
2373.9087509  2373.9087509  2373.9087509
2409.7854885  2409.7854885  2409.7854885
2446.3029246  2446.3029246  2446.3029246
2483.4532638  2483.4532638  2483.4532638
2521.2294605  2521.2294605  2521.2294605
2559.6251234  2559.6251234  2559.6251234
2598.6344350  2598.6344350  2598.6344350
2638.2520837  2638.2520837  2638.2520837
2678.4732063  2678.4732063  2678.4732063
2719.2933381  2719.2933381  2719.2933381
2760.7083707  2760.7083707  2760.7083707
2802.7145146  2802.7145146  2802.7145146
2845.3082677  2845.3082677  2845.3082677
2888.4863866  2888.4863866  2888.4863866
2932.2458623  2932.2458623  2932.2458623
2976.5838983  2976.5838983  2976.5838983
3021.4978914  3021.4978914  3021.4978914
3066.9854147  3066.9854147  3066.9854147
3113.0442025  3113.0442025  3113.0442025
3159.6721363  3159.6721363  3159.6721363
3206.8672330  3206.8672330  3206.8672330
3254.6276340  3254.6276340  3254.6276340
3302.9515950  3302.9515950  3302.9515950
3351.8374775  3351.8374775  3351.8374775
3401.2837405  3401.2837405  3401.2837405
3451.2889332  3451.2889332  3451.2889332
3501.8516888  3501.8516888  3501.8516888
3552.9707177  3552.9707177  3552.9707177
3604.6448028  3604.6448028  3604.6448028
3656.8727939  3656.8727939  3656.8727939
3709.6536040  3709.6536040  3709.6536040
3762.9862065  3762.9862065  3762.9862065
3816.8696440  3816.8696440  3816.8696440
3871.3030881  3871.3030881  3871.3030881
3926.2861458  3926.2861458  3926.2861458
3981.8202019  3981.8202019  3981.8202019
4037.9135490  4037.9135490  4037.9135490
4094.5979560  4094.5979560  4094.5979560
4151.9712502  4151.9712502  4151.9712502
4210.2749160  4210.2749160  4210.2749160
4269.9682436  4269.9682436  4269.9682436
4331.6998948  4331.6998948  4331.6998948
4396.1449707  4396.1449707  4396.1449707
4463.8467432  4463.8467432  4463.8467432
4535.1920447  4535.1920447  4535.1920447
4610.4843673  4610.4843673  4610.4843673
4690.0268975  4690.0268975  4690.0268975
4774.1820156  4774.1820156  4774.1820156
4863.4149347  4863.4149347  4863.4149347
4958.3380068  4958.3380068  4958.3380068
5059.7720818  5059.7720818  5059.7720818
5168.8461219  5168.8461219  5168.8461219
5287.1746993  5287.1746993  5287.1746993
5417.2059738  5417.2059738  5417.2059738
5562.9998574  5562.9998574  5562.9998574
5732.3660687  5732.3660687  5732.3660687
5945.5004095  5945.5004095  5945.5004095
The Unit Tests have PASSED
