

****************
Part D
****************

Solution for Part D with n = 16, omega = 1, and rho max = 36 took 0.00790715 seconds
Reached specified tolerance of (1E-10) in 62 iterations
This translates to 0.24 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.4129977575  9.4129977575  9.4129977575
36.322159342  36.322159342  36.322159342
81.166027657  81.166027657  81.166027657
143.94789376  143.94789376  143.94789376
224.66755294  224.66755294  224.66755294
323.32495793  323.32495793  323.32495793
439.92009296  439.92009296  439.92009296
574.45295155  574.45295155  574.45295155
726.92353063  726.92353063  726.92353063
897.33182859  897.33182859  897.33182859
1085.6778445  1085.6778445  1085.6778445
1291.9615778  1291.9615778  1291.9615778
1516.1830283  1516.1830283  1516.1830283
1758.3421955  1758.3421955  1758.3421955
2018.4390795  2018.4390795  2018.4390795
2296.4738481  2296.4738481  2296.4738481
The Unit Tests have PASSED
