

****************
Part D
****************

Solution for Part D with n = 64, omega = 3, and rho max = 6 took 5.05057 seconds
Reached specified tolerance of (1E-10) in 6706 iterations
This translates to 1.64 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.4601243588  9.4601243588  9.4601243588
22.001978210  22.001978210  22.001978210
34.457068574  34.457068574  34.457068574
46.824464600  46.824464600  46.824464600
59.103201456  59.103201456  59.103201456
71.292278234  71.292278234  71.292278234
83.390655675  83.390655675  83.390655675
95.397253682  95.397253682  95.397253682
107.31094861  107.31094861  107.31094861
119.13057030  119.13057030  119.13057030
130.85489882  130.85489882  130.85489882
142.48266088  142.48266088  142.48266088
154.01252591  154.01252591  154.01252591
165.44310164  165.44310164  165.44310164
176.77292931  176.77292931  176.77292931
188.00047827  188.00047827  188.00047827
199.12413997  199.12413997  199.12413997
210.14222123  210.14222123  210.14222123
221.05293669  221.05293669  221.05293669
231.85440033  231.85440033  231.85440033
242.54461610  242.54461610  242.54461610
253.12146899  253.12146899  253.12146899
263.58272435  263.58272435  263.58272435
273.92607153  273.92607153  273.92607153
284.14934639  284.14934639  284.14934639
294.25132586  294.25132586  294.25132586
304.23392383  304.23392383  304.23392383
314.10670608  314.10670608  314.10670608
323.89282452  323.89282452  323.89282452
333.63102906  333.63102906  333.63102906
343.36678147  343.36678147  343.36678147
353.13450362  353.13450362  353.13450362
362.94396957  362.94396957  362.94396957
372.77939711  372.77939711  372.77939711
382.60701726  382.60701726  382.60701726
392.38321696  392.38321696  392.38321696
402.05960568  402.05960568  402.05960568
411.58504134  411.58504134  411.58504134
420.90559251  420.90559251  420.90559251
429.96302535  429.96302535  429.96302535
438.69167901  438.69167901  438.69167901
447.01249267  447.01249267  447.01249267
454.82069651  454.82069651  454.82069651
461.96970816  461.96970816  461.96970816
468.40324174  468.40324174  468.40324174
474.72109895  474.72109895  474.72109895
481.78223993  481.78223993  481.78223993
489.75253979  489.75253979  489.75253979
498.54925385  498.54925385  498.54925385
508.12535381  508.12535381  508.12535381
518.47103260  518.47103260  518.47103260
529.60036415  529.60036415  529.60036415
541.54602282  541.54602282  541.54602282
554.35816285  554.35816285  554.35816285
568.10585823  568.10585823  568.10585823
582.88087412  582.88087412  582.88087412
598.80437007  598.80437007  598.80437007
616.03810684  616.03810684  616.03810684
634.80349811  634.80349811  634.80349811
655.41581560  655.41581560  655.41581560
678.35119234  678.35119234  678.35119234
704.39611730  704.39611730  704.39611730
735.05715176  735.05715176  735.05715176
774.21140332  774.21140332  774.21140332
The Unit Tests have PASSED
