

****************
Part D
****************

Solution for Part D with n = 16, omega = 3, and rho max = 6 took 0.028491 seconds
Reached specified tolerance of (1E-10) in 268 iterations
This translates to 1.05 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.0777164609  9.0777164609  9.0777164609
19.956328496  19.956328496  19.956328496
29.114839098  29.114839098  29.114839098
37.657139495  37.657139495  37.657139495
48.266886854  48.266886854  48.266886854
61.631302209  61.631302209  61.631302209
77.627266089  77.627266089  77.627266089
96.185841768  96.185841768  96.185841768
117.27620354  117.27620354  117.27620354
140.88269806  140.88269806  140.88269806
166.99661687  166.99661687  166.99661687
195.61278097  195.61278097  195.61278097
226.72794839  226.72794839  226.72794839
260.34030160  260.34030160  260.34030160
296.48052584  296.48052584  296.48052584
336.58390487  336.58390487  336.58390487
The Unit Tests have PASSED
