

****************
Part D
****************

Solution for Part D with n = 64, omega = 3, and rho max = 128 took 0.170533 seconds
Reached specified tolerance of (1E-10) in 221 iterations
This translates to 0.05 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
39.293873687  39.293873687  39.293873687
155.63076861  155.63076861  155.63076861
349.52412908  349.52412908  349.52412908
620.97497310  620.97497310  620.97497310
969.98323733  969.98323733  969.98323733
1396.5489071  1396.5489071  1396.5489071
1900.6719776  1900.6719776  1900.6719776
2482.3524469  2482.3524469  2482.3524469
3141.5903139  3141.5903139  3141.5903139
3878.3855781  3878.3855781  3878.3855781
4692.7382393  4692.7382393  4692.7382393
5584.6482974  5584.6482974  5584.6482974
6554.1157521  6554.1157521  6554.1157521
7601.1406035  7601.1406035  7601.1406035
8725.7228514  8725.7228514  8725.7228514
9927.8624959  9927.8624959  9927.8624959
11207.559537  11207.559537  11207.559537
12564.813974  12564.813974  12564.813974
13999.625808  13999.625808  13999.625808
15511.995039  15511.995039  15511.995039
17101.921666  17101.921666  17101.921666
18769.405689  18769.405689  18769.405689
20514.447109  20514.447109  20514.447109
22337.045926  22337.045926  22337.045926
24237.202138  24237.202138  24237.202138
26214.915748  26214.915748  26214.915748
28270.186754  28270.186754  28270.186754
30403.015156  30403.015156  30403.015156
32613.400955  32613.400955  32613.400955
34901.344150  34901.344150  34901.344150
37266.844742  37266.844742  37266.844742
39709.902730  39709.902730  39709.902730
42230.518114  42230.518114  42230.518114
44828.690895  44828.690895  44828.690895
47504.421073  47504.421073  47504.421073
50257.708647  50257.708647  50257.708647
53088.553617  53088.553617  53088.553617
55996.955984  55996.955984  55996.955984
58982.915747  58982.915747  58982.915747
62046.432907  62046.432907  62046.432907
65187.507463  65187.507463  65187.507463
68406.139416  68406.139416  68406.139416
71702.328765  71702.328765  71702.328765
75076.075510  75076.075510  75076.075510
78527.379652  78527.379652  78527.379652
82056.241191  82056.241191  82056.241191
85662.660126  85662.660126  85662.660126
89346.636457  89346.636457  89346.636457
93108.170185  93108.170185  93108.170185
96947.261309  96947.261309  96947.261309
100863.90983  100863.90983  100863.90983
104858.11574  104858.11574  104858.11574
108929.87906  108929.87906  108929.87906
113079.19977  113079.19977  113079.19977
117306.07787  117306.07787  117306.07787
121610.51338  121610.51338  121610.51338
125992.50627  125992.50627  125992.50627
130452.05657  130452.05657  130452.05657
134989.16426  134989.16426  134989.16426
139603.82935  139603.82935  139603.82935
144296.05184  144296.05184  144296.05184
149065.83172  149065.83172  149065.83172
153913.16900  153913.16900  153913.16900
158838.06368  158838.06368  158838.06368
The Unit Tests have PASSED
