

****************
Part D
****************

Solution for Part D with n = 64, omega = 7, and rho max = 6 took 4.12872 seconds
Reached specified tolerance of (1E-10) in 5451 iterations
This translates to 1.33 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
21.079147462  21.079147462  21.079147462
48.822330447  48.822330447  48.822330447
76.121326681  76.121326681  76.121326681
102.96459499  102.96459499  102.96459499
129.33954193  129.33954193  129.33954193
155.23235374  155.23235374  155.23235374
180.62778864  180.62778864  180.62778864
205.50891662  205.50891662  205.50891662
229.85678838  229.85678838  229.85678838
253.65000678  253.65000678  253.65000678
276.86416093  276.86416093  276.86416093
299.47106092  299.47106092  299.47106092
321.43767366  321.43767366  321.43767366
342.72459236  342.72459236  342.72459236
363.28374124  363.28374124  363.28374124
383.05474615  383.05474615  383.05474615
401.95878149  401.95878149  401.95878149
419.88710838  419.88710838  419.88710838
436.67764832  436.67764832  436.67764832
452.08400293  452.08400293  452.08400293
465.99932707  465.99932707  465.99932707
479.50103999  479.50103999  479.50103999
494.30948796  494.30948796  494.30948796
510.82284888  510.82284888  510.82284888
528.82257576  528.82257576  528.82257576
548.13008452  548.13008452  548.13008452
568.63479162  568.63479162  568.63479162
590.26338071  590.26338071  590.26338071
612.96397179  612.96397179  612.96397179
636.69815101  636.69815101  636.69815101
661.43652557  661.43652557  661.43652557
687.15603641  687.15603641  687.15603641
713.83823362  713.83823362  713.83823362
741.46811738  741.46811738  741.46811738
770.03333012  770.03333012  770.03333012
799.52357625  799.52357625  799.52357625
829.93019522  829.93019522  829.93019522
861.24584051  861.24584051  861.24584051
893.46423418  893.46423418  893.46423418
926.57997615  926.57997615  926.57997615
960.58839404  960.58839404  960.58839404
995.48542364  995.48542364  995.48542364
1031.2675125  1031.2675125  1031.2675125
1067.9315420  1067.9315420  1067.9315420
1105.4747629  1105.4747629  1105.4747629
1143.8947426  1143.8947426  1143.8947426
1183.1893212  1183.1893212  1183.1893212
1223.3565746  1223.3565746  1223.3565746
1264.3947836  1264.3947836  1264.3947836
1306.3024076  1306.3024076  1306.3024076
1349.0780625  1349.0780625  1349.0780625
1392.7205015  1392.7205015  1392.7205015
1437.2286005  1437.2286005  1437.2286005
1482.6013667  1482.6013667  1482.6013667
1528.8382086  1528.8382086  1528.8382086
1575.9418467  1575.9418467  1575.9418467
1623.9417087  1623.9417087  1623.9417087
1673.0254047  1673.0254047  1673.0254047
1723.9701384  1723.9701384  1723.9701384
1778.7017277  1778.7017277  1778.7017277
1840.0751765  1840.0751765  1840.0751765
1911.3277503  1911.3277503  1911.3277503
1997.1389776  1997.1389776  1997.1389776
2108.8946338  2108.8946338  2108.8946338
The Unit Tests have PASSED
