

****************
Part D
****************

Solution for Part D with n = 64, omega = 1, and rho max = 2 took 5.52449 seconds
Reached specified tolerance of (1E-10) in 7407 iterations
This translates to 1.81 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
4.4673272334  4.4673272334  4.4673272334
12.482639083  12.482639083  12.482639083
24.838349511  24.838349511  24.838349511
42.028526814  42.028526814  42.028526814
64.057056478  64.057056478  64.057056478
90.876105736  90.876105736  90.876105736
122.42330762  122.42330762  122.42330762
158.62491376  158.62491376  158.62491376
199.39629451  199.39629451  199.39629451
244.64216995  244.64216995  244.64216995
294.25682861  294.25682861  294.25682861
348.12436811  348.12436811  348.12436811
406.11896142  406.11896142  406.11896142
468.10514776  468.10514776  468.10514776
533.93814725  533.93814725  533.93814725
603.46419790  603.46419790  603.46419790
676.52091396  676.52091396  676.52091396
752.93766475  752.93766475  752.93766475
832.53597284  832.53597284  832.53597284
915.12993066  915.12993066  915.12993066
1000.5266345  1000.5266345  1000.5266345
1088.5266353  1088.5266353  1088.5266353
1178.9244036  1178.9244036  1178.9244036
1271.5088104  1271.5088104  1271.5088104
1366.0636196  1366.0636196  1366.0636196
1462.3679934  1462.3679934  1462.3679934
1560.1970076  1560.1970076  1560.1970076
1659.3221774  1659.3221774  1659.3221774
1759.5119907  1759.5119907  1759.5119907
1860.5324488  1860.5324488  1860.5324488
1962.1476131  1962.1476131  1962.1476131
2064.1201558  2064.1201558  2064.1201558
2166.2119146  2166.2119146  2166.2119146
2268.1844485  2268.1844485  2268.1844485
2369.7995948  2369.7995948  2369.7995948
2470.8200257  2470.8200257  2470.8200257
2571.0098018  2571.0098018  2571.0098018
2670.1349238  2670.1349238  2670.1349238
2767.9638785  2767.9638785  2767.9638785
2864.2681800  2864.2681800  2864.2681800
2958.8229024  2958.8229024  2958.8229024
3051.4072058  3051.4072058  3051.4072058
3141.8048517  3141.8048517  3141.8048517
3229.8047077  3229.8047077  3229.8047077
3315.2012404  3315.2012404  3315.2012404
3397.7949952  3397.7949952  3397.7949952
3477.3930617  3477.3930617  3477.3930617
3553.8095234  3553.8095234  3553.8095234
3626.8658909  3626.8658909  3626.8658909
3696.3915177  3696.3915177  3696.3915177
3762.2239962  3762.2239962  3762.2239962
3824.2095337  3824.2095337  3824.2095337
3882.2033066  3882.2033066  3882.2033066
3936.0697895  3936.0697895  3936.0697895
3985.6830569  3985.6830569  3985.6830569
4030.9270506  4030.9270506  4030.9270506
4071.6958003  4071.6958003  4071.6958003
4107.8935691  4107.8935691  4107.8935691
4139.4348564  4139.4348564  4139.4348564
4166.2440657  4166.2440657  4166.2440657
4188.2542291  4188.2542291  4188.2542291
4205.4024030  4205.4024030  4205.4024030
4217.6089698  4217.6089698  4217.6089698
4225.0962381  4225.0962381  4225.0962381
The Unit Tests have PASSED
