

****************
Part D
****************

Solution for Part D with n = 64, omega = 1, and rho max = 6 took 5.15698 seconds
Reached specified tolerance of (1E-10) in 7018 iterations
This translates to 1.71 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
4.2373079966  4.2373079966  4.2373079966
9.8727942003  9.8727942003  9.8727942003
15.491102276  15.491102276  15.491102276
21.092152527  21.092152527  21.092152527
26.675864016  26.675864016  26.675864016
32.242154632  32.242154632  32.242154632
37.790944138  37.790944138  37.790944138
43.322214594  43.322214594  43.322214594
48.836768379  48.836768379  48.836768379
54.342090685  54.342090685  54.342090685
59.877462433  59.877462433  59.877462433
65.558092114  65.558092114  65.558092114
71.560060854  71.560060854  71.560060854
78.015886338  78.015886338  78.015886338
84.965310239  84.965310239  84.965310239
92.393532619  92.393532619  92.393532619
100.26995284  100.26995284  100.26995284
108.56278502  108.56278502  108.56278502
117.24209333  117.24209333  117.24209333
126.27970166  126.27970166  126.27970166
135.64860632  135.64860632  135.64860632
145.32247245  145.32247245  145.32247245
155.27528396  155.27528396  155.27528396
165.48111684  165.48111684  165.48111684
175.91399944  175.91399944  175.91399944
186.54783167  186.54783167  186.54783167
197.35634443  197.35634443  197.35634443
208.31308651  208.31308651  208.31308651
219.39143072  219.39143072  219.39143072
230.56459340  230.56459340  230.56459340
241.80566344  241.80566344  241.80566344
253.08763792  253.08763792  253.08763792
264.38346231  264.38346231  264.38346231
275.66607356  275.66607356  275.66607356
286.90844484  286.90844484  286.90844484
298.08363065  298.08363065  298.08363065
309.16481138  309.16481138  309.16481138
320.12533595  320.12533595  320.12533595
330.93876158  330.93876158  330.93876158
341.57888900  341.57888900  341.57888900
352.01979140  352.01979140  352.01979140
362.23583462  362.23583462  362.23583462
372.20168535  372.20168535  372.20168535
381.89230273  381.89230273  381.89230273
391.28290661  391.28290661  391.28290661
400.34891249  400.34891249  400.34891249
409.06581766  409.06581766  409.06581766
417.40901402  417.40901402  417.40901402
425.35348648  425.35348648  425.35348648
432.87332541  432.87332541  432.87332541
439.94092046  439.94092046  439.94092046
446.52556919  446.52556919  446.52556919
452.59090765  452.59090765  452.59090765
458.08963310  458.08963310  458.08963310
462.95100158  462.95100158  462.95100158
467.07028480  467.07028480  467.07028480
470.62284574  470.62284574  470.62284574
474.55662523  474.55662523  474.55662523
479.39345049  479.39345049  479.39345049
485.16734573  485.16734573  485.16734573
491.97050700  491.97050700  491.97050700
500.03471217  500.03471217  500.03471217
509.85743993  509.85743993  509.85743993
522.76677026  522.76677026  522.76677026
The Unit Tests have PASSED
