

****************
Part D
****************

Solution for Part D with n = 128, omega = 7, and rho max = 36 took 3.66255 seconds
Reached specified tolerance of (1E-10) in 1429 iterations
This translates to 0.09 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
19.905225135  19.905225135  19.905225135
42.529754403  42.529754403  42.529754403
63.046792417  63.046792417  63.046792417
89.347879735  89.347879735  89.347879735
123.89093514  123.89093514  123.89093514
166.45825891  166.45825891  166.45825891
216.92129654  216.92129654  216.92129654
275.22871246  275.22871246  275.22871246
341.35660048  341.35660048  341.35660048
415.29253634  415.29253634  415.29253634
497.02952613  497.02952613  497.02952613
586.56338311  586.56338311  586.56338311
683.89147479  683.89147479  683.89147479
789.01207794  789.01207794  789.01207794
901.92402587  901.92402587  901.92402587
1022.6265057  1022.6265057  1022.6265057
1151.1189371  1151.1189371  1151.1189371
1287.4008966  1287.4008966  1287.4008966
1431.4720692  1431.4720692  1431.4720692
1583.3322170  1583.3322170  1583.3322170
1742.9811573  1742.9811573  1742.9811573
1910.4187481  1910.4187481  1910.4187481
2085.6448774  2085.6448774  2085.6448774
2268.6594564  2268.6594564  2268.6594564
2459.4624134  2459.4624134  2459.4624134
2658.0536904  2658.0536904  2658.0536904
2864.4332400  2864.4332400  2864.4332400
3078.6010229  3078.6010229  3078.6010229
3300.5570066  3300.5570066  3300.5570066
3530.3011640  3530.3011640  3530.3011640
3767.8334721  3767.8334721  3767.8334721
4013.1539117  4013.1539117  4013.1539117
4266.2624662  4266.2624662  4266.2624662
4527.1591215  4527.1591215  4527.1591215
4795.8438657  4795.8438657  4795.8438657
5072.3166881  5072.3166881  5072.3166881
5356.5775799  5356.5775799  5356.5775799
5648.6265330  5648.6265330  5648.6265330
5948.4635407  5948.4635407  5948.4635407
6256.0885969  6256.0885969  6256.0885969
6571.5016963  6571.5016963  6571.5016963
6894.7028342  6894.7028342  6894.7028342
7225.6920066  7225.6920066  7225.6920066
7564.4692096  7564.4692096  7564.4692096
7911.0344401  7911.0344401  7911.0344401
8265.3876951  8265.3876951  8265.3876951
8627.5289720  8627.5289720  8627.5289720
8997.4582685  8997.4582685  8997.4582685
9375.1755824  9375.1755824  9375.1755824
9760.6809119  9760.6809119  9760.6809119
10153.974255  10153.974255  10153.974255
10555.055610  10555.055610  10555.055610
10963.924977  10963.924977  10963.924977
11380.582353  11380.582353  11380.582353
11805.027738  11805.027738  11805.027738
12237.261130  12237.261130  12237.261130
12677.282528  12677.282528  12677.282528
13125.091932  13125.091932  13125.091932
13580.689341  13580.689341  13580.689341
14044.074754  14044.074754  14044.074754
14515.248170  14515.248170  14515.248170
14994.209589  14994.209589  14994.209589
15480.959010  15480.959010  15480.959010
15975.496432  15975.496432  15975.496432
16477.821856  16477.821856  16477.821856
16987.935280  16987.935280  16987.935280
17505.836705  17505.836705  17505.836705
18031.526129  18031.526129  18031.526129
18565.003552  18565.003552  18565.003552
19106.268975  19106.268975  19106.268975
19655.322397  19655.322397  19655.322397
20212.163817  20212.163817  20212.163817
20776.793235  20776.793235  20776.793235
21349.210652  21349.210652  21349.210652
21929.416066  21929.416066  21929.416066
22517.409477  22517.409477  22517.409477
23113.190886  23113.190886  23113.190886
23716.760292  23716.760292  23716.760292
24328.117695  24328.117695  24328.117695
24947.263095  24947.263095  24947.263095
25574.196491  25574.196491  25574.196491
26208.917884  26208.917884  26208.917884
26851.427273  26851.427273  26851.427273
27501.724659  27501.724659  27501.724659
28159.810040  28159.810040  28159.810040
28825.683418  28825.683418  28825.683418
29499.344791  29499.344791  29499.344791
30180.794160  30180.794160  30180.794160
30870.031524  30870.031524  30870.031524
31567.056884  31567.056884  31567.056884
32271.870240  32271.870240  32271.870240
32984.471591  32984.471591  32984.471591
33704.860937  33704.860937  33704.860937
34433.038278  34433.038278  34433.038278
35169.003615  35169.003615  35169.003615
35912.756946  35912.756946  35912.756946
36664.298273  36664.298273  36664.298273
37423.627594  37423.627594  37423.627594
38190.744911  38190.744911  38190.744911
38965.650222  38965.650222  38965.650222
39748.343528  39748.343528  39748.343528
40538.824829  40538.824829  40538.824829
41337.094124  41337.094124  41337.094124
42143.151415  42143.151415  42143.151415
42956.996699  42956.996699  42956.996699
43778.629978  43778.629978  43778.629978
44608.051252  44608.051252  44608.051252
45445.260520  45445.260520  45445.260520
46290.257783  46290.257783  46290.257783
47143.043040  47143.043040  47143.043040
48003.616292  48003.616292  48003.616292
48871.977538  48871.977538  48871.977538
49748.126778  49748.126778  49748.126778
50632.064012  50632.064012  50632.064012
51523.789241  51523.789241  51523.789241
52423.302464  52423.302464  52423.302464
53330.603681  53330.603681  53330.603681
54245.692892  54245.692892  54245.692892
55168.570098  55168.570098  55168.570098
56099.235297  56099.235297  56099.235297
57037.688491  57037.688491  57037.688491
57983.929679  57983.929679  57983.929679
58937.958861  58937.958861  58937.958861
59899.776037  59899.776037  59899.776037
60869.381207  60869.381207  60869.381207
61846.774371  61846.774371  61846.774371
62831.955543  62831.955543  62831.955543
63825.089415  63825.089415  63825.089415
The Unit Tests have PASSED
