

****************
Part D
****************

Solution for Part D with n = 128, omega = 3, and rho max = 2 took 76.13 seconds
Reached specified tolerance of (1E-10) in 29859 iterations
This translates to 1.82 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
9.4878719778  9.4878719779  9.4878719778
22.245505203  22.245505203  22.245505203
36.139196410  36.139196410  36.139196410
53.414838364  53.414838364  53.414838364
75.402635651  75.402635651  75.402635651
102.33318673  102.33318673  102.33318673
134.19001830  134.19001830  134.19001830
170.93783153  170.93783153  170.93783153
212.54412586  212.54412586  212.54412586
258.97795611  258.97795611  258.97795611
310.20805260  310.20805260  310.20805260
366.20172965  366.20172965  366.20172965
426.92430407  426.92430407  426.92430407
492.33878554  492.33878554  492.33878554
562.40571105  562.40571105  562.40571105
637.08305784  637.08305784  637.08305784
716.32620108  716.32620108  716.32620108
800.08789801  800.08789801  800.08789801
888.31828864  888.31828864  888.31828864
980.96490722  980.96490722  980.96490722
1077.9727010  1077.9727010  1077.9727010
1179.2840546  1179.2840546  1179.2840546
1284.8388179  1284.8388179  1284.8388179
1394.5743375  1394.5743375  1394.5743375
1508.4254910  1508.4254910  1508.4254910
1626.3247230  1626.3247230  1626.3247230
1748.2020836  1748.2020836  1748.2020836
1873.9852685  1873.9852685  1873.9852685
2003.5996610  2003.5996610  2003.5996610
2136.9683756  2136.9683756  2136.9683756
2274.0123025  2274.0123025  2274.0123025
2414.6501546  2414.6501546  2414.6501546
2558.7985151  2558.7985151  2558.7985151
2706.3718865  2706.3718865  2706.3718865
2857.2827414  2857.2827414  2857.2827414
3011.4415742  3011.4415742  3011.4415742
3168.7569537  3168.7569537  3168.7569537
3329.1355773  3329.1355773  3329.1355773
3492.4823265  3492.4823265  3492.4823265
3658.7003229  3658.7003229  3658.7003229
3827.6909860  3827.6909860  3827.6909860
3999.3540909  3999.3540909  3999.3540909
4173.5878283  4173.5878283  4173.5878283
4350.2888648  4350.2888648  4350.2888648
4529.3524037  4529.3524037  4529.3524037
4710.6722476  4710.6722476  4710.6722476
4894.1408610  4894.1408610  4894.1408610
5079.6494344  5079.6494344  5079.6494344
5267.0879486  5267.0879486  5267.0879486
5456.3452396  5456.3452396  5456.3452396
5647.3090654  5647.3090654  5647.3090654
5839.8661717  5839.8661717  5839.8661717
6033.9023593  6033.9023593  6033.9023593
6229.3025521  6229.3025521  6229.3025521
6425.9508650  6425.9508650  6425.9508650
6623.7306727  6623.7306727  6623.7306727
6822.5246791  6822.5246791  6822.5246791
7022.2149865  7022.2149865  7022.2149865
7222.6831656  7222.6831656  7222.6831656
7423.8103260  7423.8103260  7423.8103260
7625.4771864  7625.4771864  7625.4771864
7827.5641454  7827.5641454  7827.5641454
8029.9513524  8029.9513524  8029.9513524
8232.5187791  8232.5187791  8232.5187791
8435.1462898  8435.1462898  8435.1462898
8637.7137137  8637.7137137  8637.7137137
8840.1009151  8840.1009151  8840.1009151
9042.1878655  9042.1878655  9042.1878655
9243.8547144  9243.8547144  9243.8547144
9444.9818604  9444.9818604  9444.9818604
9645.4500221  9645.4500221  9645.4500221
9845.1403089  9845.1403089  9845.1403089
10043.934291  10043.934291  10043.934291
10241.714072  10241.714072  10241.714072
10438.362354  10438.362354  10438.362354
10633.762513  10633.762513  10633.762513
10827.798662  10827.798662  10827.798662
11020.355726  11020.355726  11020.355726
11211.319506  11211.319506  11211.319506
11400.576746  11400.576746  11400.576746
11588.015205  11588.015205  11588.015205
11773.523717  11773.523717  11773.523717
11956.992265  11956.992265  11956.992265
12138.312036  12138.312036  12138.312036
12317.375497  12317.375497  12317.375497
12494.076448  12494.076448  12494.076448
12668.310093  12668.310093  12668.310093
12839.973096  12839.973096  12839.973096
13008.963650  13008.963650  13008.963650
13175.181527  13175.181527  13175.181527
13338.528146  13338.528146  13338.528146
13498.906627  13498.906627  13498.906627
13656.221852  13656.221852  13656.221852
13810.380515  13810.380515  13810.380515
13961.291184  13961.291184  13961.291184
14108.864352  14108.864352  14108.864352
14253.012488  14253.012488  14253.012488
14393.650094  14393.650094  14393.650094
14530.693748  14530.693748  14530.693748
14664.062161  14664.062161  14664.062161
14793.676219  14793.676219  14793.676219
14919.459031  14919.459031  14919.459031
15041.335975  15041.335975  15041.335975
15159.234739  15159.234739  15159.234739
15273.085365  15273.085365  15273.085365
15382.820289  15382.820288  15382.820288
15488.374374  15488.374374  15488.374374
15589.684952  15589.684952  15589.684952
15686.691854  15686.691854  15686.691854
15779.337442  15779.337442  15779.337442
15867.566631  15867.566631  15867.566631
15951.326916  15951.326916  15951.326916
16030.568389  16030.568389  16030.568389
16105.243737  16105.243737  16105.243737
16175.308248  16175.308248  16175.308248
16240.719776  16240.719776  16240.719776
16301.438687  16301.438687  16301.438687
16357.427748  16357.427748  16357.427748
16408.651918  16408.651918  16408.651918
16455.077957  16455.077957  16455.077957
16496.673687  16496.673687  16496.673687
16533.406471  16533.406471  16533.406471
16565.239912  16565.239912  16565.239912
16592.125775  16592.125775  16592.125775
16613.980731  16613.980731  16613.980731
16630.607897  16630.607897  16630.607897
16642.473639  16642.473639  16642.473639
16656.462850  16656.462850  16656.462850
The Unit Tests have PASSED
