

****************
Part D
****************

Solution for Part D with n = 64, omega = 3, and rho max = 36 took 0.447828 seconds
Reached specified tolerance of (1E-10) in 562 iterations
This translates to 0.14 iterations/element

Part D Sol    numpy .eig    numpy .eigh
*****************************************
8.5098116907  8.5098116907  8.5098116907
19.173620968  19.173620968  19.173620968
34.325936171  34.325936171  34.325936171
55.709513300  55.709513300  55.709513300
83.276488801  83.276488801  83.276488801
116.99693529  116.99693529  116.99693529
156.86092794  156.86092794  156.86092794
202.86439798  202.86439798  202.86439798
255.00542146  255.00542146  255.00542146
313.28299138  313.28299138  313.28299138
377.69653882  377.69653882  377.69653882
448.24572252  448.24572252  448.24572252
524.93032762  524.93032762  524.93032762
607.75021338  607.75021338  607.75021338
696.70528446  696.70528446  696.70528446
791.79547441  791.79547441  791.79547441
893.02073578  893.02073578  893.02073578
1000.3810339  1000.3810339  1000.3810339
1113.8763431  1113.8763431  1113.8763431
1233.5066438  1233.5066438  1233.5066438
1359.2719211  1359.2719211  1359.2719211
1491.1721635  1491.1721635  1491.1721635
1629.2073617  1629.2073617  1629.2073617
1773.3775084  1773.3775084  1773.3775084
1923.6825979  1923.6825979  1923.6825979
2080.1226253  2080.1226253  2080.1226253
2242.6975868  2242.6975868  2242.6975868
2411.4074791  2411.4074791  2411.4074791
2586.2522997  2586.2522997  2586.2522997
2767.2320462  2767.2320462  2767.2320462
2954.3467169  2954.3467169  2954.3467169
3147.5963101  3147.5963101  3147.5963101
3346.9808244  3346.9808244  3346.9808244
3552.5002588  3552.5002588  3552.5002588
3764.1546122  3764.1546122  3764.1546122
3981.9438838  3981.9438838  3981.9438838
4205.8680729  4205.8680729  4205.8680729
4435.9271787  4435.9271787  4435.9271787
4672.1212008  4672.1212008  4672.1212008
4914.4501386  4914.4501386  4914.4501386
5162.9139918  5162.9139918  5162.9139918
5417.5127599  5417.5127599  5417.5127599
5678.2464425  5678.2464425  5678.2464425
5945.1150394  5945.1150394  5945.1150394
6218.1185504  6218.1185504  6218.1185504
6497.2569751  6497.2569751  6497.2569751
6782.5303134  6782.5303134  6782.5303134
7073.9385651  7073.9385651  7073.9385651
7371.4817300  7371.4817300  7371.4817300
7675.1598079  7675.1598079  7675.1598079
7984.9727988  7984.9727988  7984.9727988
8300.9207024  8300.9207024  8300.9207024
8623.0035187  8623.0035187  8623.0035187
8951.2212475  8951.2212475  8951.2212475
9285.5738888  9285.5738888  9285.5738888
9626.0614425  9626.0614425  9626.0614425
9972.6839085  9972.6839085  9972.6839085
10325.441286  10325.441286  10325.441286
10684.333577  10684.333577  10684.333577
11049.360779  11049.360779  11049.360779
11420.522894  11420.522894  11420.522894
11797.819920  11797.819920  11797.819920
12181.251860  12181.251860  12181.251860
12570.845566  12570.845566  12570.845566
The Unit Tests have PASSED
